PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"22959866","Optimization of in-line fritless solid-phase extraction for capillary electrophoresis-mass spectrometry","Tak YH, Toraño JS, Somsen GW, de Jong GJ.","J Chromatogr A. 2012 Dec 7;1267:138-43. doi: 10.1016/j.chroma.2012.08.067. Epub 2012 Aug 27.","Tak YH","J Chromatogr A","2012","2012/09/11","","","10.1016/j.chroma.2012.08.067"
"22580524","Analgesia and serum assays of controlled-release dihydrocodeine and metabolites in cancer patients with pain","Leppert W, Mikołajczak P, Kamińska E, Szulc M.","Pharmacol Rep. 2012;64(1):84-93. doi: 10.1016/s1734-1140(12)70734-x.","Leppert W","Pharmacol Rep","2012","2012/05/15","","","10.1016/s1734-1140(12)70734-x"
"21899209","A simple and sensitive liquid chromatography method for the determination of low dihydrocodeine concentrations in human plasma: its application in Chinese healthy volunteers","Tang W, Liu X, Qiu X, Yuan S, Wang J, Chen H.","Arzneimittelforschung. 2011;61(7):411-6. doi: 10.1055/s-0031-1296219.","Tang W","Arzneimittelforschung","2011","2011/09/09","","","10.1055/s-0031-1296219"
"21819793","The role of dihydrocodeine (DHC) metabolites in dihydrocodeine-related deaths","Al-Asmari AI, Anderson RA.","J Anal Toxicol. 2010 Oct;34(8):476-90. doi: 10.1093/jat/34.8.476.","Al-Asmari AI","J Anal Toxicol","2010","2011/08/09","","","10.1093/jat/34.8.476"
"21696021","[Q & A. A patient brought in a comatose state, displaying acute hepatic disorder and an area of high absorption in the stomach in CT images]","Tanaka M, Sasaki Y.","Nihon Shokakibyo Gakkai Zasshi. 2011 Apr;108(4):665-6, 669.","Tanaka M","Nihon Shokakibyo Gakkai Zasshi","2011","2011/06/24","","",""
"21396229","Quantitation of opioids in whole blood by electron impact-gas chromatography-mass spectrometry","Tiscione NB, Shan X, Alford I, Yeatman DT.","J Anal Toxicol. 2011 Mar;35(2):99-107. doi: 10.1093/anatox/35.2.99.","Tiscione NB","J Anal Toxicol","2011","2011/03/15","","","10.1093/anatox/35.2.99"
"21235617","Deaths of opiate/opioid misusers involving dihydrocodeine, UK, 1997-2007","Zamparutti G, Schifano F, Corkery JM, Oyefeso A, Ghodse AH.","Br J Clin Pharmacol. 2011 Aug;72(2):330-7. doi: 10.1111/j.1365-2125.2011.03908.x.","Zamparutti G","Br J Clin Pharmacol","2011","2011/01/18","PMC3162662","","10.1111/j.1365-2125.2011.03908.x"
"21050160","Analgesic effects and assays of controlled-release tramadol and o-desmethyltramadol in cancer patients with pain","Leppert W, Mikolajczak P.","Curr Pharm Biotechnol. 2011 Feb 1;12(2):306-12. doi: 10.2174/138920111794295738.","Leppert W","Curr Pharm Biotechnol","2011","2010/11/06","","","10.2174/138920111794295738"
"20946274","The impact of tramadol and dihydrocodeine treatment on quality of life of patients with cancer pain","Leppert W, Majkowicz M.","Int J Clin Pract. 2010 Nov;64(12):1681-7. doi: 10.1111/j.1742-1241.2010.02422.x.","Leppert W","Int J Clin Pract","2010","2010/10/16","","","10.1111/j.1742-1241.2010.02422.x"
"20540693","Dihydrocodeine as an opioid analgesic for the treatment of moderate to severe chronic pain","Leppert W.","Curr Drug Metab. 2010 Jul;11(6):494-506. doi: 10.2174/138920010791636211.","Leppert W","Curr Drug Metab","2010","2010/06/15","","","10.2174/138920010791636211"
"20345997","Erythema multiforme major putatively induced by dihydrocodeine phosphate","Matsuzawa Y, Fujishima S, Nakada T, Iijima M.","Clin Exp Dermatol. 2010 Aug;35(6):673-4. doi: 10.1111/j.1365-2230.2010.03798.x. Epub 2010 Mar 19.","Matsuzawa Y","Clin Exp Dermatol","2010","2010/03/30","","","10.1111/j.1365-2230.2010.03798.x"
"20036472","Urine testing for norcodeine, norhydrocodone, and noroxycodone facilitates interpretation and reduces false negatives","Cone EJ, Zichterman A, Heltsley R, Black DL, Cawthon B, Robert T, Moser F, Caplan YH.","Forensic Sci Int. 2010 May 20;198(1-3):58-61. doi: 10.1016/j.forsciint.2009.12.005. Epub 2009 Dec 29.","Cone EJ","Forensic Sci Int","2010","2009/12/29","","","10.1016/j.forsciint.2009.12.005"
"19808129","Utilization characteristics and treatment persistence in patients prescribed low-dose buprenorphine patches in primary care in the United Kingdom: a retrospective cohort study","Gallagher AM, Leighton-Scott J, van Staa TP.","Clin Ther. 2009 Aug;31(8):1707-15. doi: 10.1016/j.clinthera.2009.08.022.","Gallagher AM","Clin Ther","2009","2009/10/08","","","10.1016/j.clinthera.2009.08.022"
"19564974","Cautious advice","Windhövel L.","Dtsch Arztebl Int. 2009 Jan;106(4):57; author reply 57-8. doi: 10.3238/arztebl.2009.0057b. Epub 2009 Jan 23.","Windhövel L","Dtsch Arztebl Int","2009","2009/07/01","PMC2695310","","10.3238/arztebl.2009.0057b"
"19196468","The Leeds Evaluation of Efficacy of Detoxification Study (LEEDS) prisons project: a randomised controlled trial comparing dihydrocodeine and buprenorphine for opiate detoxification","Sheard L, Wright NM, El-Sayeh HG, Adams CE, Li R, Tompkins CN.","Subst Abuse Treat Prev Policy. 2009 Feb 5;4:1. doi: 10.1186/1747-597X-4-1.","Sheard L","Subst Abuse Treat Prev Policy","2009","2009/02/07","PMC2649065","","10.1186/1747-597X-4-1"
"19134999","Prevalence of dihydrocodeine in hydrocodone positive postmortem specimens","Jenkins AJ, Lavins ES, Hunek C.","J Forensic Leg Med. 2009 Feb;16(2):64-6. doi: 10.1016/j.jflm.2008.08.002. Epub 2008 Sep 26.","Jenkins AJ","J Forensic Leg Med","2009","2009/01/13","","","10.1016/j.jflm.2008.08.002"
"19128596","Comparative study of posttonsillectomy hemorrhage with the use of diclofenac versus dihydrocodeine for postoperative analgesia and review of the literature","McKean SA, Lee MS, Hussain SS.","J Otolaryngol Head Neck Surg. 2008 Aug;37(4):577-81.","McKean SA","J Otolaryngol Head Neck Surg","2008","2009/01/09","","",""
"19103958","Criteria for opiate identification using liquid chromatography linked to tandem mass spectrometry: problems in routine practice","Fox EJ, Twigger S, Allen KR.","Ann Clin Biochem. 2009 Jan;46(Pt 1):50-7. doi: 10.1258/acb.2008.008104.","Fox EJ","Ann Clin Biochem","2009","2008/12/24","","","10.1258/acb.2008.008104"
"19039961","[Indication and usage of opioids except morphine for chronic non-malignant intractable pain]","Saeki S.","Masui. 2008 Nov;57(11):1351-8.","Saeki S","Masui","2008","2008/12/02","","",""
"18904672","Ueber die Anwendung von Paracodin bei Durchfallskrankheiten des Säuglings und Kleinkindes","SAUERBREI HU.","Arch Kinderheilkd. 1947;134(3):164-8.","SAUERBREI HU","Arch Kinderheilkd","1947","1947/01/01","","",""
"18884417","Structure studies in morphine; the degradation of dihydrocodeine to nitrogen free compounds","RAPOPORT H.","J Org Chem. 1948 Sep;13(5):714-21. doi: 10.1021/jo01163a016.","RAPOPORT H","J Org Chem","1948","1948/09/01","","","10.1021/jo01163a016"
"18854637","Intoxication with over-the-counter antitussive medication containing dihydrocodeine and chlorpheniramine causes generalized convulsion and mixed acidosis","Karamanakos PN.","Intern Med. 2008;47(20):1821; author reply 1823. doi: 10.2169/internalmedicine.47.1408. Epub 2008 Oct 15.","Karamanakos PN","Intern Med","2008","2008/10/16","","","10.2169/internalmedicine.47.1408"
"18593589","Inhibitory effects of opioids on compound action potentials in frog sciatic nerves and their chemical structures","Mizuta K, Fujita T, Nakatsuka T, Kumamoto E.","Life Sci. 2008 Aug 1;83(5-6):198-207. doi: 10.1016/j.lfs.2008.06.002. Epub 2008 Jun 14.","Mizuta K","Life Sci","2008","2008/07/03","","","10.1016/j.lfs.2008.06.002"
"18520112","Intoxication with over-the-counter antitussive medication containing dihydrocodeine and chlorpheniramine causes generalized convulsion and mixed acidosis","Murao S, Manabe H, Yamashita T, Sekikawa T.","Intern Med. 2008;47(11):1013-5. doi: 10.2169/internalmedicine.47.0925. Epub 2008 Jun 2.","Murao S","Intern Med","2008","2008/06/04","","","10.2169/internalmedicine.47.0925"
"18182416","Comparison of analgesic effects and patient tolerability of nabilone and dihydrocodeine for chronic neuropathic pain: randomised, crossover, double blind study","Frank B, Serpell MG, Hughes J, Matthews JN, Kapur D.","BMJ. 2008 Jan 26;336(7637):199-201. doi: 10.1136/bmj.39429.619653.80. Epub 2008 Jan 8.","Frank B","BMJ","2008","2008/01/10","PMC2213874","","10.1136/bmj.39429.619653.80"
"17973946","Resolution of secondary amenorrhoea following withdrawal of dihydocodeine","Gonzalez S, Murray RD.","Clin Endocrinol (Oxf). 2008 Apr;68(4):669-70. doi: 10.1111/j.1365-2265.2007.03078.x. Epub 2007 Oct 31.","Gonzalez S","Clin Endocrinol (Oxf)","2008","2007/11/02","","","10.1111/j.1365-2265.2007.03078.x"
"17852162","Hemodynamic effects of methadone and dihydrocodeine in overdose","Afshari R, Maxwell SR, Bateman DN.","Clin Toxicol (Phila). 2007 Oct-Nov;45(7):763-72. doi: 10.1080/15563650701502691.","Afshari R","Clin Toxicol (Phila)","2007","2007/09/14","","","10.1080/15563650701502691"
"17786418","Pharmacokinetic-pharmacodynamic modeling of the miotic effects of dihydrocodeine in humans","Schmidt H, Lötsch J.","Eur J Clin Pharmacol. 2007 Nov;63(11):1045-54. doi: 10.1007/s00228-007-0363-8. Epub 2007 Sep 5.","Schmidt H","Eur J Clin Pharmacol","2007","2007/09/06","","","10.1007/s00228-007-0363-8"
"17629644","Distribution of drugs of abuse within specific regions of the human brain","Stimpfl T, Reichel S.","Forensic Sci Int. 2007 Aug 6;170(2-3):179-82. doi: 10.1016/j.forsciint.2007.03.032. Epub 2007 Jul 16.","Stimpfl T","Forensic Sci Int","2007","2007/07/17","","","10.1016/j.forsciint.2007.03.032"
"17441449","[Transient sick sinus syndrome by oral intake of high dose dehydrocodeine for postherpetic neuralgia]","Ariyama J, Shibata K, Saito S, Sugimoto Y, Imanishi H, Tooyama Y.","Masui. 2007 Apr;56(4):418-20.","Ariyama J","Masui","2007","2007/04/20","","",""
"17210079","Buprenorphine versus dihydrocodeine for opiate detoxification in primary care: a randomised controlled trial","Wright NM, Sheard L, Tompkins CN, Adams CE, Allgar VL, Oldham NS.","BMC Fam Pract. 2007 Jan 8;8:3. doi: 10.1186/1471-2296-8-3.","Wright NM","BMC Fam Pract","2007","2007/01/11","PMC1774569","","10.1186/1471-2296-8-3"
"17156174","Addressing the efficacy of dihydrocodeine versus methadone as an alternative maintenance treatment for opiate dependence: A randomized controlled trial","Robertson JR, Raab GM, Bruce M, McKenzie JS, Storkey HR, Salter A.","Addiction. 2006 Dec;101(12):1752-9. doi: 10.1111/j.1360-0443.2006.01603.x.","Robertson JR","Addiction","2006","2006/12/13","","","10.1111/j.1360-0443.2006.01603.x"
"16964809","Substance abuse in pregnancy: opioid substitution in a northern Ireland maternity unit","Mawhinney S, Ashe RG, Lowry J.","Ulster Med J. 2006 Sep;75(3):187-91.","Mawhinney S","Ulster Med J","2006","2006/09/13","PMC1891783","",""
"16781260","Treatment of pain during medical abortion","Penney G.","Contraception. 2006 Jul;74(1):45-7. doi: 10.1016/j.contraception.2006.03.002. Epub 2006 May 6.","Penney G","Contraception","2006","2006/06/20","","","10.1016/j.contraception.2006.03.002"
"16055455","The effect of non-steroidal anti-inflammatory drugs on medical abortion with mifepristone and misoprostol at 13-22 weeks gestation","Fiala C, Swahn ML, Stephansson O, Gemzell-Danielsson K.","Hum Reprod. 2005 Nov;20(11):3072-7. doi: 10.1093/humrep/dei216. Epub 2005 Jul 29.","Fiala C","Hum Reprod","2005","2005/08/02","","","10.1093/humrep/dei216"
"16035201","ECG abnormalities in co-proxamol (paracetamol/dextropropoxyphene) poisoning","Afshari R, Maxwell S, Dawson A, Bateman DN.","Clin Toxicol (Phila). 2005;43(4):255-9.","Afshari R","Clin Toxicol (Phila)","2005","2005/07/23","","",""
"15970068","The prescribing of methadone and other opioids to addicts: national survey of GPs in England and Wales","Strang J, Sheridan J, Hunt C, Kerr B, Gerada C, Pringle M.","Br J Gen Pract. 2005 Jun;55(515):444-51.","Strang J","Br J Gen Pract","2005","2005/06/23","PMC1472740","",""
"15921952","The clinical management of substance misusers in police custody -- a survey of current practice","Stark MM, Gregory M.","J Clin Forensic Med. 2005 Aug;12(4):199-204. doi: 10.1016/j.jcfm.2005.03.004.","Stark MM","J Clin Forensic Med","2005","2005/06/01","","","10.1016/j.jcfm.2005.03.004"
"15902031","Staff nurse who was drug-dependent and stole from the ward stock","Castledine G.","Br J Nurs. 2005 Mar 24-Apr 13;14(6):338. doi: 10.12968/bjon.2005.14.6.17804.","Castledine G","Br J Nurs","2005","2005/05/20","","","10.12968/bjon.2005.14.6.17804"
"15117415","The Leeds Evaluation of Efficacy of Detoxification Study (LEEDS) project: an open-label pragmatic randomised control trial comparing the efficacy of differing therapeutic agents for primary care detoxification from either street heroin or methadone [ISRCTN07752728]","Oldham NS, Wright NM, Adams CE, Sheard L, Tompkins CN.","BMC Fam Pract. 2004 Apr 29;5:9. doi: 10.1186/1471-2296-5-9.","Oldham NS","BMC Fam Pract","2004","2004/05/01","PMC450295","","10.1186/1471-2296-5-9"
"14677766","Development of a directly compressible poly(ethylene oxide) matrix for the sustained-release of dihydrocodeine bitartrate","Choi SU, Lee J, Choi YW.","Drug Dev Ind Pharm. 2003 Nov;29(10):1045-52. doi: 10.1081/ddc-120025863.","Choi SU","Drug Dev Ind Pharm","2003","2003/12/18","","","10.1081/ddc-120025863"
"14600248","Activation of G-proteins by morphine and codeine congeners: insights to the relevance of O- and N-demethylated metabolites at mu- and delta-opioid receptors","Thompson CM, Wojno H, Greiner E, May EL, Rice KC, Selley DE.","J Pharmacol Exp Ther. 2004 Feb;308(2):547-54. doi: 10.1124/jpet.103.058602. Epub 2003 Nov 4.","Thompson CM","J Pharmacol Exp Ther","2004","2003/11/06","","","10.1124/jpet.103.058602"
"14435347","Mepazine (pacatal), meperidine, and dihydrocodeine (nadeine) in labour","PURKIS IE.","Can Anaesth Soc J. 1960 Apr;7:136-48. doi: 10.1007/BF03021217.","PURKIS IE","Can Anaesth Soc J","1960","1960/04/01","","","10.1007/BF03021217"
"14194596","DIHYDROCODEINE AS A COUGH SUPPRESSANT","HOWARD HI.","Practitioner. 1964 Jul;193:86-8.","HOWARD HI","Practitioner","1964","1964/07/01","","",""
"13990980","[Analysis of opium alkaloids and the allied compounds. XV. Colorimetric determination of dihydrocodeine by ceric ammonium nitrate 2,4-dinitrophenylhydrazine]","SAKURAI H, SATO K, TSUDA T.","Yakugaku Zasshi. 1962 Dec;82:1684-7. doi: 10.1248/yakushi1947.82.12_1684.","SAKURAI H","Yakugaku Zasshi","1962","1962/12/01","","","10.1248/yakushi1947.82.12_1684"
"13864787","[Comparative antitussive effects of noscapine hydrochloride and dihydrocodeine bitartrate. Experiments made without the awareness of the subject. (Doppel-Blindversuch, double blind test)]","BARASZ Z, BONSTEIN H, AGUET F, FAVEZ G.","Praxis. 1962 Mar 22;51:317-9.","BARASZ Z","Praxis","1962","1962/03/22","","",""
"13843699","Dihydrocodeine: a pharmacologic review","WEISS B.","Am J Pharm Sci Support Public Health. 1959 Aug;131:286-301.","WEISS B","Am J Pharm Sci Support Public Health","1959","1959/08/01","","",""
"13823078","Synergetic action of 2(o-methoxyphenoxymethyl)-5-oxazolidone on morphine, dihydrocodeine and aminopyrine analgesia","FISCHER E, SZABO JL, STAMBURGO M.","Nature. 1960 Jun 11;186:893-4. doi: 10.1038/186893a0.","FISCHER E","Nature","1960","1960/06/11","","","10.1038/186893a0"
"13801998","[On the chromatographic evaluation of the purity of dihydromorphinone hydrochloride, dihydrocodeine bitartrate, dihydrocodeinone bitartrate and codeine phosphate. 8. Report on the behavior of alkaloid salt solutions on aluminum oxide columns]","BOEHME H, HOCKE H.","Arch Pharm Ber Dtsch Pharm Ges. 1960 Mar;293/65:342-56. doi: 10.1002/ardp.19602930313.","BOEHME H","Arch Pharm Ber Dtsch Pharm Ges","1960","1960/03/01","","","10.1002/ardp.19602930313"
"13667050","[Comparison of morphine, pethidine & dihydrocodeine as postoperative analgesics]","LUND I.","Nord Med. 1959 Jun 4;61(23):854-6.","LUND I","Nord Med","1959","1959/06/04","","",""
"13635085","[Analgesic power of dihydrocodeine as compared with codeine]","MARTINEZ M, STAMBURGO M.","Sem Med. 1958 Sep 18;113(12):556-61.","MARTINEZ M","Sem Med","1958","1958/09/18","","",""
"13607889","The effects of intravenously administered dihydrocodeine bitartrate in anaesthetized man","SWERDLOW M, FOLDES FF.","Br J Anaesth. 1958 Nov;30(11):515-9. doi: 10.1093/bja/30.11.515.","SWERDLOW M","Br J Anaesth","1958","1958/11/01","","","10.1093/bja/30.11.515"
"13584059","A comparison of the analgesic and respiratory effects of dihydrocodeine and morphine in man","SEED JC, WALLENSTEIN SL, HOUDE RW, BELLVILLE JW.","Arch Int Pharmacodyn Ther. 1958 Sep 1;116(3-4):293-339.","SEED JC","Arch Int Pharmacodyn Ther","1958","1958/09/01","","",""
"13583493","Dihydrocodeine: an investigation into its use in general anaesthesia","LEVIN J.","Anaesthesia. 1958 Oct;13(4):421-8. doi: 10.1111/j.1365-2044.1958.tb08131.x.","LEVIN J","Anaesthesia","1958","1958/10/01","","","10.1111/j.1365-2044.1958.tb08131.x"
