PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30290204","Short term exposure to oxycodone alters the survival, proliferation and differentiation of rat embryonic neural stem cell in vitro","Wu G, Zhao X, Wang F, Tan R, Wang J, Li X, Chen C, An J, Lu H.","Brain Res Bull. 2018 Oct;143:66-72. doi: 10.1016/j.brainresbull.2018.09.019. Epub 2018 Oct 2.","Wu G","Brain Res Bull","2018","2018/10/06","","","10.1016/j.brainresbull.2018.09.019"
"30251424","Risk of hospitalisation and death related to baclofen for alcohol use disorders: Comparison with nalmefene, acamprosate, and naltrexone in a cohort study of 165 334 patients between 2009 and 2015 in France","Chaignot C, Zureik M, Rey G, Dray-Spira R, Coste J, Weill A.","Pharmacoepidemiol Drug Saf. 2018 Nov;27(11):1239-1248. doi: 10.1002/pds.4635. Epub 2018 Sep 25.","Chaignot C","Pharmacoepidemiol Drug Saf","2018","2018/09/26","PMC6282718","","10.1002/pds.4635"
"30197228","[Illogical association nalmefene and opioids: Analysis in the French pharmacovigilance database]","Favrelière S, Lafay-Chebassier C, Fauconneau B, Quillet A, Yéléhé-Okouma M, Montastruc F, Pérault-Pochat MC.","Therapie. 2019 Jun;74(3):369-374. doi: 10.1016/j.therap.2018.06.004. Epub 2018 Aug 3.","Favrelière S","Therapie","2019","2018/09/11","","","10.1016/j.therap.2018.06.004"
"30059574","A comparison between phase-III trials and a phase-IV study of nalmefene in alcohol use disorder patients. Is there a difference?","Barrio Giménez P, Ortega L, Guardia J, Roncero C, Yuguero L, Gual A.","Adicciones. 2019 Sep 1;31(4):284-288. doi: 10.20882/adicciones.1046.","Barrio Giménez P","Adicciones","2019","2018/07/31","","","10.20882/adicciones.1046"
"30048644","Naltrexone and nalmefene attenuate cocaine place preference in male mice","Windisch KA, Reed B, Kreek MJ.","Neuropharmacology. 2018 Sep 15;140:174-183. doi: 10.1016/j.neuropharm.2018.07.025. Epub 2018 Jul 23.","Windisch KA","Neuropharmacology","2018","2018/07/27","","","10.1016/j.neuropharm.2018.07.025"
"30031019","Evaluation of alcohol use disorders pharmacotherapies in a new preclinical model of binge drinking","González-Marín MC, Lebourgeois S, Jeanblanc J, Diouf M, Naassila M.","Neuropharmacology. 2018 Sep 15;140:14-24. doi: 10.1016/j.neuropharm.2018.07.015. Epub 2018 Jul 19.","González-Marín MC","Neuropharmacology","2018","2018/07/22","","","10.1016/j.neuropharm.2018.07.015"
"29912214","Pharmacological treatment of alcohol use disorder. Scientific evidence","Attilia F, Perciballi R, Rotondo C, Capriglione I, Iannuzzi S, Attilia ML, Vitali M, Alessandrini G, Scamporrino MCM, Fiore M, Ceccanti M; Interdisciplinary Study Group CRARL - SITAC - SIPaD - SITD - SIPDip.","Riv Psichiatr. 2018 May-Jun;53(3):123-127. doi: 10.1708/2925.29414.","Attilia F","Riv Psichiatr","2018","2018/06/19","","","10.1708/2925.29414"
"29788886","Novel Pharmacotherapeutic Approaches in Treatment of Alcohol Addiction","Pakri Mohamed RM, Kumar J, Ahmad SU, Mohamed IN.","Curr Drug Targets. 2018;19(12):1378-1390. doi: 10.2174/1389450119666180523092534.","Pakri Mohamed RM","Curr Drug Targets","2018","2018/05/24","","","10.2174/1389450119666180523092534"
"29480453","Reply to Braillon et al.: Nalmefene Phase IV Study: A Seeding Flying in the Face of Evidence?","Barrio P, Ortega L, Guardia J, Roncero C, Yuguero L, Gual A.","Clin Drug Investig. 2018 Apr;38(4):387-388. doi: 10.1007/s40261-018-0625-5.","Barrio P","Clin Drug Investig","2018","2018/02/27","","","10.1007/s40261-018-0625-5"
"29479731","Severe central sleep apnoea associated with nalmefene: a case report","Khouri C, Arbib F, Revol B, Pepin JL, Tamisier R.","Br J Clin Pharmacol. 2018 May;84(5):1075-1076. doi: 10.1111/bcp.13547. Epub 2018 Feb 26.","Khouri C","Br J Clin Pharmacol","2018","2018/02/27","PMC5903229","","10.1111/bcp.13547"
"29476330","Nalmefene Phase IV Study: A Seeding Flying in the Face of Evidence?","Braillon A, Taiebi F, Bernoussi A.","Clin Drug Investig. 2018 Apr;38(4):385-386. doi: 10.1007/s40261-018-0628-2.","Braillon A","Clin Drug Investig","2018","2018/02/25","","","10.1007/s40261-018-0628-2"
"29314404","Commentary on Palpacuer et al. (2018): Do small effects on total alcohol consumption translate into clinical practice?","Donoghue K.","Addiction. 2018 Feb;113(2):238-239. doi: 10.1111/add.14081.","Donoghue K","Addiction","2018","2018/01/10","","","10.1111/add.14081"
"29267844","Nalmefene attenuates malignant potential in colorectal cancer cell via inhibition of opioid receptor","Wu Q, Chen X, Wang J, Sun P, Weng M, Chen W, Sun Z, Zhu M, Miao C.","Acta Biochim Biophys Sin (Shanghai). 2018 Feb 1;50(2):156-163. doi: 10.1093/abbs/gmx131.","Wu Q","Acta Biochim Biophys Sin (Shanghai)","2018","2017/12/22","","","10.1093/abbs/gmx131"
"29256094","Blocking of opioid receptors in experimental formaline-inactivated respiratory syncytial virus (FI-RSV) immunopathogenesis: from beneficial to harmful impacts","Salimi V, Mirzaei H, Ramezani A, Tahamtan A, Jamali A, Shahabi S, Golara M, Minaei B, Gharagozlou MJ, Mahmoodi M, Bont L, Shokri F, Mokhtari-Azad T.","Med Microbiol Immunol. 2018 Apr;207(2):105-115. doi: 10.1007/s00430-017-0531-0. Epub 2017 Dec 18.","Salimi V","Med Microbiol Immunol","2018","2017/12/20","","","10.1007/s00430-017-0531-0"
"29087821","Cost-Effectiveness of Nalmefene Added to Psychosocial Support for the Reduction of Alcohol Consumption in Alcohol-Dependent Patients With High/Very High Drinking Risk Levels: A Microsimulation Model","Millier A, Laramée P, Rahhali N, Aballéa S, Daeppen JB, Rehm J, Toumi M.","J Stud Alcohol Drugs. 2017 Nov;78(6):867-876. doi: 10.15288/jsad.2017.78.867.","Millier A","J Stud Alcohol Drugs","2017","2017/11/01","","","10.15288/jsad.2017.78.867"
"29080208","Who Receives Nalmefene and How Does It Work in the Real World? A Single-Arm, Phase IV Study of Nalmefene in Alcohol Dependent Outpatients: Baseline and 1-Month Results","Barrio P, Ortega L, Guardia J, Roncero C, Yuguero L, Gual A.","Clin Drug Investig. 2018 Feb;38(2):147-155. doi: 10.1007/s40261-017-0590-4.","Barrio P","Clin Drug Investig","2018","2017/10/29","","","10.1007/s40261-017-0590-4"
"28983886","Opioid receptor antagonists in the treatment of pathological gambling","Coppola M, Mondola R.","J Opioid Manag. 2017 Jul/Aug;13(4):205-206. doi: 10.5055/jom.2017.0388.","Coppola M","J Opioid Manag","2017","2017/10/07","","","10.5055/jom.2017.0388"
"28940866","Pharmacologically controlled drinking in the treatment of alcohol dependence or alcohol use disorders: a systematic review with direct and network meta-analyses on nalmefene, naltrexone, acamprosate, baclofen and topiramate","Palpacuer C, Duprez R, Huneau A, Locher C, Boussageon R, Laviolle B, Naudet F.","Addiction. 2018 Feb;113(2):220-237. doi: 10.1111/add.13974. Epub 2017 Sep 20.","Palpacuer C","Addiction","2018","2017/09/24","","","10.1111/add.13974"
"28850596","Harms associated with taking nalmefene for substance use and impulse control disorders: A systematic review and meta-analysis of randomised controlled trials","Johansen KGV, Tarp S, Astrup A, Lund H, Pagsberg AK, Christensen R.","PLoS One. 2017 Aug 29;12(8):e0183821. doi: 10.1371/journal.pone.0183821. eCollection 2017.","Johansen KGV","PLoS One","2017","2017/08/30","PMC5574613","","10.1371/journal.pone.0183821"
"28844812","Antidepressant-like effects of 3-carboxamido seco-nalmefene (3CS-nalmefene), a novel opioid receptor modulator, in a rat IFN-α-induced depression model","Callaghan CK, Rouine J, Dean RL, Knapp BI, Bidlack JM, Deaver DR, O'Mara SM.","Brain Behav Immun. 2018 Jan;67:152-162. doi: 10.1016/j.bbi.2017.08.016. Epub 2017 Aug 24.","Callaghan CK","Brain Behav Immun","2018","2017/08/29","","","10.1016/j.bbi.2017.08.016"
"28806388","Naltrexone- or Nalmefene-Related Buprenorphine Withdrawal: Treat It With… More Buprenorphine","Lescut C, Gaboriau L, Carton L, Rolland B.","J Clin Psychopharmacol. 2017 Oct;37(5):631-633. doi: 10.1097/JCP.0000000000000763.","Lescut C","J Clin Psychopharmacol","2017","2017/08/15","","","10.1097/JCP.0000000000000763"
"28540656","Nalmefene in Alcohol Use Disorder Subjects with Psychiatric Comorbidity: A Naturalistic Study","Di Nicola M, De Filippis S, Martinotti G, De Risio L, Pettorruso M, De Persis S, Maremmani AGI, Maremmani I, di Giannantonio M, Janiri L.","Adv Ther. 2017 Jul;34(7):1636-1649. doi: 10.1007/s12325-017-0546-3. Epub 2017 May 24.","Di Nicola M","Adv Ther","2017","2017/05/26","","","10.1007/s12325-017-0546-3"
"28538998","More Treatments on Deck for Alcohol Use Disorder","Lyon J.","JAMA. 2017 Jun 13;317(22):2267-2269. doi: 10.1001/jama.2017.4760.","Lyon J","JAMA","2017","2017/05/25","","","10.1001/jama.2017.4760"
"28493563","Nalmefene Prevents Alcohol-Induced Neuroinflammation and Alcohol Drinking Preference in Adolescent Female Mice: Role of TLR4","Montesinos J, Gil A, Guerri C.","Alcohol Clin Exp Res. 2017 Jul;41(7):1257-1270. doi: 10.1111/acer.13416. Epub 2017 Jun 5.","Montesinos J","Alcohol Clin Exp Res","2017","2017/05/12","","","10.1111/acer.13416"
"28376679","Dopamine and μ-opioid receptor dysregulation in the brains of binge-eating female rats - possible relevance in the psychopathology and treatment of binge-eating disorder","Heal DJ, Hallam M, Prow M, Gosden J, Cheetham S, Choi YK, Tarazi F, Hutson P.","J Psychopharmacol. 2017 Jun;31(6):770-783. doi: 10.1177/0269881117699607. Epub 2017 Apr 5.","Heal DJ","J Psychopharmacol","2017","2017/04/06","","","10.1177/0269881117699607"
"28343423","Management of precipitated opiate withdrawal syndrome induced by nalmefene mistakenly prescribed in opiate-dependent patients: a review for clinicians","Franchitto N, Jullian B, Salles J, Pelissier F, Rolland B.","Expert Opin Drug Metab Toxicol. 2017 Jun;13(6):669-677. doi: 10.1080/17425255.2017.1312340. Epub 2017 Apr 3.","Franchitto N","Expert Opin Drug Metab Toxicol","2017","2017/03/28","","","10.1080/17425255.2017.1312340"
"28322465","Opioid substitution therapy or hidden opioids are a minefield for nalmefene: an atypical case series of 11 patients in Lorraine","Yéléhé-Okouma M, Martini H, Lemarié J, Labroca P, Petitpain N, Gibaja V, Paille F, Gillet P.","Fundam Clin Pharmacol. 2017 Oct;31(5):574-579. doi: 10.1111/fcp.12286. Epub 2017 May 9.","Yéléhé-Okouma M","Fundam Clin Pharmacol","2017","2017/03/22","","","10.1111/fcp.12286"
"28220511","Review article: pharmacotherapy for alcohol dependence - the why, the what and the wherefore","Goh ET, Morgan MY.","Aliment Pharmacol Ther. 2017 Apr;45(7):865-882. doi: 10.1111/apt.13965. Epub 2017 Feb 20.","Goh ET","Aliment Pharmacol Ther","2017","2017/02/22","","","10.1111/apt.13965"
"28219609","Neuroscience in gambling policy and treatment: an interdisciplinary perspective","Yücel M, Carter A, Allen AR, Balleine B, Clark L, Dowling NA, Gainsbury SM, Goudriaan AE, Grant J, Hayes A, Hodgins D, van Holst R, Lattimore R, Livingstone C, Lorenzetti V, Lubman D, Murawski C, Parkes L, Petry N, Room R, Singh B, Thomas A, Townshend P, Youssef G, Hall W.","Lancet Psychiatry. 2017 Jun;4(6):501-506. doi: 10.1016/S2215-0366(16)30369-8. Epub 2017 Feb 15.","Yücel M","Lancet Psychiatry","2017","2017/02/22","","","10.1016/S2215-0366(16)30369-8"
"28216062","Nalmefene Reduces Reward Anticipation in Alcohol Dependence: An Experimental Functional Magnetic Resonance Imaging Study","Quelch DR, Mick I, McGonigle J, Ramos AC, Flechais RSA, Bolstridge M, Rabiner E, Wall MB, Newbould RD, Steiniger-Brach B, van den Berg F, Boyce M, Østergaard Nilausen D, Breuning Sluth L, Meulien D, von der Goltz C, Nutt D, Lingford-Hughes A.","Biol Psychiatry. 2017 Jun 1;81(11):941-948. doi: 10.1016/j.biopsych.2016.12.029. Epub 2017 Jan 10.","Quelch DR","Biol Psychiatry","2017","2017/02/21","","","10.1016/j.biopsych.2016.12.029"
"28181957","Use of nalmefene in patients with comorbid borderline personality disorder and alcohol use disorder: a preliminary report","Martín-Blanco A, Patrizi B, Soler J, Gasol X, Elices M, Gasol M, Carmona C, Pascual JC.","Int Clin Psychopharmacol. 2017 Jul;32(4):231-234. doi: 10.1097/YIC.0000000000000170.","Martín-Blanco A","Int Clin Psychopharmacol","2017","2017/02/10","","","10.1097/YIC.0000000000000170"
"27889007","Nalmefene for alcohol dependence: a NICE decision?","Naudet F, Fitzgerald N, Braillon A.","Lancet Psychiatry. 2016 Dec;3(12):1104-1105. doi: 10.1016/S2215-0366(16)30356-X.","Naudet F","Lancet Psychiatry","2016","2016/11/28","","","10.1016/S2215-0366(16)30356-X"
"27842940","Nalmefene for the management of alcohol dependence: review on its pharmacology, mechanism of action and meta-analysis on its clinical efficacy","Mann K, Torup L, Sørensen P, Gual A, Swift R, Walker B, van den Brink W.","Eur Neuropsychopharmacol. 2016 Dec;26(12):1941-1949. doi: 10.1016/j.euroneuro.2016.10.008. Epub 2016 Nov 12.","Mann K","Eur Neuropsychopharmacol","2016","2016/11/16","","","10.1016/j.euroneuro.2016.10.008"
"27609425","▼Nalmefene-time for last orders?","","Drug Ther Bull. 2016 Sep;54(9):97. doi: 10.1136/dtb.2016.9.0421.","","Drug Ther Bull","2016","2016/09/10","","","10.1136/dtb.2016.9.0421"
"27534932","Evaluation in alcohol use disorders - insights from the nalmefene experience","Naudet F, Palpacuer C, Boussageon R, Laviolle B.","BMC Med. 2016 Aug 18;14(1):119. doi: 10.1186/s12916-016-0664-9.","Naudet F","BMC Med","2016","2016/08/19","PMC4989362","","10.1186/s12916-016-0664-9"
"27472317","Distinct Effects of Nalmefene on Dopamine Uptake Rates and Kappa Opioid Receptor Activity in the Nucleus Accumbens Following Chronic Intermittent Ethanol Exposure","Rose JH, Karkhanis AN, Steiniger-Brach B, Jones SR.","Int J Mol Sci. 2016 Jul 27;17(8):1216. doi: 10.3390/ijms17081216.","Rose JH","Int J Mol Sci","2016","2016/07/30","PMC5000614","","10.3390/ijms17081216"
"27470429","A Comparison of Markov and Discrete-Time Microsimulation Approaches: Simulating the Avoidance of Alcohol-Attributable Harmful Events from Reduction of Alcohol Consumption Through Treatment of Alcohol Dependence","Laramée P, Millier A, Brodtkorb TH, Rahhali N, Cristeau O, Aballéa S, Montgomery S, Steeves S, Toumi M, Rehm J.","Clin Drug Investig. 2016 Nov;36(11):945-956. doi: 10.1007/s40261-016-0442-7.","Laramée P","Clin Drug Investig","2016","2016/07/30","","","10.1007/s40261-016-0442-7"
"27438908","Marketing Status and Perceived Efficacy of Drugs for Supporting Abstinence and Reducing Alcohol Intake in Alcohol Use Disorders: A Survey among European Federation of Addiction Societies in Europe","Bramness JG, Mann K, Wurst FM.","Eur Addict Res. 2016;22(6):318-321. doi: 10.1159/000447965. Epub 2016 Jul 21.","Bramness JG","Eur Addict Res","2016","2016/07/21","","","10.1159/000447965"
"27388713","Comparing Nalmefene and Naltrexone in Alcohol Dependence: Are there any Differences? Results from an Indirect Meta-analysis - Comment to Naudet","Soyka M, Friede M, Schnitker J.","Pharmacopsychiatry. 2016 Nov;49(6):261-262. doi: 10.1055/s-0042-110494. Epub 2016 Jul 7.","Soyka M","Pharmacopsychiatry","2016","2016/07/09","","","10.1055/s-0042-110494"
"27388712","Comparing Nalmefene and Naltrexone in Alcohol Dependence: Is there a Spin?","Naudet F.","Pharmacopsychiatry. 2016 Nov;49(6):260-261. doi: 10.1055/s-0042-110493. Epub 2016 Jul 7.","Naudet F","Pharmacopsychiatry","2016","2016/07/09","","","10.1055/s-0042-110493"
"27283839","A Trial-Based Predictive Microsimulation Assessing the Public Health Benefits of Nalmefene and Psychosocial Support for the Reduction of Alcohol Consumption in Alcohol Dependence","Laramée P, Millier A, Rahhali N, Cristeau O, Aballéa S, François C, Chalem Y, Toumi M, Rehm J.","Appl Health Econ Health Policy. 2016 Aug;14(4):493-505. doi: 10.1007/s40258-016-0248-z.","Laramée P","Appl Health Econ Health Policy","2016","2016/06/11","","","10.1007/s40258-016-0248-z"
"27262594","Weak evidence on nalmefene creates dilemmas for clinicians and poses questions for regulators and researchers","Fitzgerald N, Angus K, Elders A, de Andrade M, Raistrick D, Heather N, McCambridge J.","Addiction. 2016 Aug;111(8):1477-87. doi: 10.1111/add.13438. Epub 2016 Jun 5.","Fitzgerald N","Addiction","2016","2016/06/06","PMC5089629","","10.1111/add.13438"
"27261473","Cost-Effectiveness of Nalmefene: Exaggerated Expectations or Fallacy?","Naudet F, Granger B, Braillon A.","Alcohol Alcohol. 2016 Sep;51(5):623-4. doi: 10.1093/alcalc/agw029. Epub 2016 Jun 3.","Naudet F","Alcohol Alcohol","2016","2016/06/05","","","10.1093/alcalc/agw029"
"27238566","Nalmefene is effective at reducing alcohol seeking, treating alcohol-cocaine interactions and reducing alcohol-induced histone deacetylases gene expression in blood","Calleja-Conde J, Echeverry-Alzate V, Giné E, Bühler KM, Nadal R, Maldonado R, Rodríguez de Fonseca F, Gual A, López-Moreno JA.","Br J Pharmacol. 2016 Aug;173(16):2490-505. doi: 10.1111/bph.13526. Epub 2016 Jul 18.","Calleja-Conde J","Br J Pharmacol","2016","2016/05/31","PMC4959953","","10.1111/bph.13526"
"27107723","Lipophilic nalmefene prodrugs to achieve a one-month sustained release","Gaekens T, Guillaume M, Borghys H, De Zwart LL, de Vries R, Embrechts RC, Vermeulen A, Megens AA, Leysen JE, Herdewijn P, Annaert PP, Atack JR.","J Control Release. 2016 Jun 28;232:196-202. doi: 10.1016/j.jconrel.2016.04.029. Epub 2016 Apr 21.","Gaekens T","J Control Release","2016","2016/04/25","","","10.1016/j.jconrel.2016.04.029"
"26990998","Continuous delivery of naltrexone and nalmefene leads to tolerance in reducing alcohol drinking and to supersensitivity of brain opioid receptors","Korpi ER, Linden AM, Hytönen HR, Paasikoski N, Vashchinkina E, Dudek M, Herr DR, Hyytiä P.","Addict Biol. 2017 Jul;22(4):1022-1035. doi: 10.1111/adb.12393. Epub 2016 Mar 15.","Korpi ER","Addict Biol","2017","2016/03/19","","","10.1111/adb.12393"
"26879458","The Cost Effectiveness of Nalmefene for Reduction of Alcohol Consumption in Alcohol-Dependent Patients with High or Very High Drinking-Risk Levels from a UK Societal Perspective","Brodtkorb TH, Bell M, Irving AH, Laramée P.","CNS Drugs. 2016 Feb;30(2):163-77. doi: 10.1007/s40263-016-0310-2.","Brodtkorb TH","CNS Drugs","2016","2016/02/17","","","10.1007/s40263-016-0310-2"
"26860331","Sodium oxybate plus nalmefene for the treatment of alcohol use disorder: A case series","Caputo F, Maremmani AG, Addolorato G, Domenicali M, Zoli G, D'Amore A, Maremmani I, Bernardi M.","J Psychopharmacol. 2016 Apr;30(4):402-9. doi: 10.1177/0269881116629126. Epub 2016 Feb 9.","Caputo F","J Psychopharmacol","2016","2016/02/11","","","10.1177/0269881116629126"
"26845589","Comparing Nalmefene and Naltrexone in Alcohol Dependence: Are there any Differences? Results from an Indirect Meta-Analysis","Soyka M, Friede M, Schnitker J.","Pharmacopsychiatry. 2016 Mar;49(2):66-75. doi: 10.1055/s-0035-1565184. Epub 2016 Feb 4.","Soyka M","Pharmacopsychiatry","2016","2016/02/05","","","10.1055/s-0035-1565184"
"26825639","The Cost-Effectiveness of the Integration of Nalmefene within the UK Healthcare System Treatment Pathway for Alcohol Dependence","Laramée P, Bell M, Irving A, Brodtkorb TH.","Alcohol Alcohol. 2016 May;51(3):283-90. doi: 10.1093/alcalc/agv140. Epub 2016 Jan 28.","Laramée P","Alcohol Alcohol","2016","2016/01/31","","","10.1093/alcalc/agv140"
"26810044","Nalmefene for the treatment of alcohol use disorders: recent data and clinical potential","Soyka M.","Expert Opin Pharmacother. 2016;17(4):619-26. doi: 10.1517/14656566.2016.1146689. Epub 2016 Feb 16.","Soyka M","Expert Opin Pharmacother","2016","2016/01/27","","","10.1517/14656566.2016.1146689"
"26798982","Opioid antagonists in broadly defined behavioral addictions: a narrative review","Piquet-Pessôa M, Fontenelle LF.","Expert Opin Pharmacother. 2016;17(6):835-44. doi: 10.1517/14656566.2016.1145660. Epub 2016 Feb 27.","Piquet-Pessôa M","Expert Opin Pharmacother","2016","2016/01/23","","","10.1517/14656566.2016.1145660"
"26714742","Clinical experience about an unexpected adverse event during nalmefene treatment in two patients with alcohol use disorder","Milano G, Zavan V, Natta WM, Martelli A, Mattioli F.","J Clin Pharm Ther. 2016 Feb;41(1):97-100. doi: 10.1111/jcpt.12345. Epub 2015 Dec 30.","Milano G","J Clin Pharm Ther","2016","2015/12/31","","","10.1111/jcpt.12345"
"26694529","Risks and Benefits of Nalmefene in the Treatment of Adult Alcohol Dependence: A Systematic Literature Review and Meta-Analysis of Published and Unpublished Double-Blind Randomized Controlled Trials","Palpacuer C, Laviolle B, Boussageon R, Reymann JM, Bellissant E, Naudet F.","PLoS Med. 2015 Dec 22;12(12):e1001924. doi: 10.1371/journal.pmed.1001924. eCollection 2015 Dec.","Palpacuer C","PLoS Med","2015","2015/12/24","PMC4687857","","10.1371/journal.pmed.1001924"
"26658085","Nalmefene Mistakenly Prescribed to Reduce Alcohol Consumption in Patients Under Buprenorphine Substitution Therapy Resulting in Acute Opioid Withdrawal: Management in an Emergency Setting","Pélissier F, Rougé Bugat ME, Nubukpo P, Franchitto N.","J Clin Psychopharmacol. 2016 Feb;36(1):100-3. doi: 10.1097/JCP.0000000000000448.","Pélissier F","J Clin Psychopharmacol","2016","2015/12/15","","","10.1097/JCP.0000000000000448"
"26589243","Effects of lisdexamfetamine in a rat model of binge-eating","Vickers SP, Hackett D, Murray F, Hutson PH, Heal DJ.","J Psychopharmacol. 2015 Dec;29(12):1290-307. doi: 10.1177/0269881115615107. Epub 2015 Nov 20.","Vickers SP","J Psychopharmacol","2015","2015/11/22","","","10.1177/0269881115615107"
"26583653","Effectiveness of Nalmefene in Binge Eating Disorder: A Case Report","Marazziti D, Piccinni A, Baroni S, DellʼOsso L.","J Clin Psychopharmacol. 2016 Feb;36(1):103-4. doi: 10.1097/JCP.0000000000000427.","Marazziti D","J Clin Psychopharmacol","2016","2015/11/20","","","10.1097/JCP.0000000000000427"
"26525810","[Alcohol use disorders: current approaches to diagnosis and treatment]","Sivolap YP.","Zh Nevrol Psikhiatr Im S S Korsakova. 2015;115(9):23-27. doi: 10.17116/jnevro20151159123-27.","Sivolap YP","Zh Nevrol Psikhiatr Im S S Korsakova","2015","2015/11/04","","","10.17116/jnevro20151159123-27"
"26483076","Population pharmacokinetics of nalmefene in healthy subjects and its relation to μ-opioid receptor occupancy","Kyhl LE, Li S, Faerch KU, Soegaard B, Larsen F, Areberg J.","Br J Clin Pharmacol. 2016 Feb;81(2):290-300. doi: 10.1111/bcp.12805. Epub 2016 Jan 27.","Kyhl LE","Br J Clin Pharmacol","2016","2015/10/21","PMC4833148","","10.1111/bcp.12805"
"26463904","[Nalmefene and Opioid Withdrawal Syndrome: Analysis of the Global Pharmacovigilance Database for Adverse Drug Reactions]","Dahmke H, Kupferschmidt H, Kullak-Ublick GA, Weiler S.","Praxis (Bern 1994). 2015 Oct 14;104(21):1129-34. doi: 10.1024/1661-8157/a002160.","Dahmke H","Praxis (Bern 1994)","2015","2015/10/15","","","10.1024/1661-8157/a002160"
"26437315","Opioid Receptor Antagonists in the Treatment of Alcoholism","Serecigni JG.","Adicciones. 2015 Sep 29;27(3):214-30.","Serecigni JG","Adicciones","2015","2015/10/06","","",""
