PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"14227990","[PRATICAL USE OF GAMMA-HYDROXYBUTYRATE; REMARKS ON 630 CASES]","BLAISE J.","Anesth Analg (Paris). 1964 Oct-Dec;21:677-80.","BLAISE J","Anesth Analg (Paris)","1964","1964/10/01","","",""
"14219245","[OUR EXPERIENCE IN NEUROLEPTOANALGESIA (PRELIMINARY COMMUNICATION)]","CALLIGARI G, CITRO A, FERRARIS E.","Rass Int Clin Ter. 1964 Jul 31;44:761-7.","CALLIGARI G","Rass Int Clin Ter","1964","1964/07/31","","",""
"14217628","NEUROLEPTANALGESIA IN CATARACT EXTRACTION","MIETTINEN P, URSIN K, POENTINEN PJ, EEROLA R.","Acta Ophthalmol (Copenh). 1964;42:424-6. doi: 10.1111/j.1755-3768.1964.tb03632.x.","MIETTINEN P","Acta Ophthalmol (Copenh)","1964","1964/01/01","","","10.1111/j.1755-3768.1964.tb03632.x"
"14213919","ON CHANGES IN OCULAR TENSION DURING NEUROLEPTANALGESIA","MIETTINEN P, POHJANPELTO P, VALLE O, POENTINEN PJ, EEROLA R.","Acta Ophthalmol (Copenh). 1964;42:367-9. doi: 10.1111/j.1755-3768.1964.tb03623.x.","MIETTINEN P","Acta Ophthalmol (Copenh)","1964","1964/01/01","","","10.1111/j.1755-3768.1964.tb03623.x"
"14209382","ADDICTION TO DEXTROMORAMIDE","JOHNSON J, MILNER G.","Br Med J. 1964 Dec 5;2(5422):1465. doi: 10.1136/bmj.2.5422.1465-c.","JOHNSON J","Br Med J","1964","1964/12/05","PMC1817432","","10.1136/bmj.2.5422.1465-c"
"14205810","[NEUROLEPTO-ANALGESIA ASSOCIATED WITH HYPERVENTILATION OR WITH UREA. COMPARATIVE STUDY OF SOME CONSTANTS IN NEUROSURGICAL PATIENTS]","AGUADOMATORRAS A, NALDAFELIPE MA, PERAITAPERAITA P, SANJUANBENITOAGUIRRE L.","Rev Esp Otoneurooftalmol Neurocir. 1964 May-Jun;23:155-65.","AGUADOMATORRAS A","Rev Esp Otoneurooftalmol Neurocir","1964","1964/05/01","","",""
"14205176","[A RECENT SERIES OF 5 VOLUMINOUS NEURINOMAS OF THE ACOUSTIC NERVE. TOTAL ABLATION AND CURE. REFLECTIONS ON THE ANESTHETIC TECHNIC]","DUPLAY J, MAESTRACHLIS P, FAUCHE, SARIALI.","Neurochirurgie. 1964 Mar-Apr;10:198-204.","DUPLAY J","Neurochirurgie","1964","1964/03/01","","",""
"14201231","ADDICTION TO DEXTROMORAMIDE","WHITNEY JD.","Br Med J. 1964 Nov 21;2(5420):1331-2.","WHITNEY JD","Br Med J","1964","1964/11/21","PMC1817401","",""
"14198742","ADDICTION TO DEXTROMORAMIDE","THOMPSON BA.","Br Med J. 1964 Oct 31;2(5417):1136. doi: 10.1136/bmj.2.5417.1136.","THOMPSON BA","Br Med J","1964","1964/10/31","PMC1817064","","10.1136/bmj.2.5417.1136"
"14190464","QUANTITATIVE STUDIES OF THE ANTAGONISM BY NALORPHINE OF SOME OF THE ACTIONS OF MORPHINE-LIKE ANALGESIC DRUGS","COX BM, WEINSTOCK M.","Br J Pharmacol Chemother. 1964 Apr;22(2):289-300. doi: 10.1111/j.1476-5381.1964.tb02034.x.","COX BM","Br J Pharmacol Chemother","1964","1964/04/01","PMC1703989","","10.1111/j.1476-5381.1964.tb02034.x"
"14180378","[THE DRUG SENSITIVITY OF PATIENTS: APROPOS OF A CASE OF INTRAVENOUS PREMEDICATION]","LARENG ML, RIEUNAU-SERRA J, GOLDBERGER ME.","Anesth Analg (Paris). 1964 Jul-Sep;21:465-71.","LARENG ML","Anesth Analg (Paris)","1964","1964/07/01","","",""
"14180373","[THE ALIMEMAZINE-DEXTROMORAMIDE AND ALIMEMAZINE-PETHIDINE COMBINATIONS IN ANESTHESIOLOGY. THEIR VALUE DURING GENERAL ANESTHESIA IN UROLOGY. (APROPOS OF 104 CASES)]","BONAFOS M, GRASSET D, BALMES M, STOEBER M, GESTIN Y.","Anesth Analg (Paris). 1964 Jul-Sep;21:413-9.","BONAFOS M","Anesth Analg (Paris)","1964","1964/07/01","","",""
"14178147","[NEUROLEPTANALGESIA IN SO-CALLED ""POOR-RISK"" PATIENTS]","GUALANDI W.","Minerva Anestesiol. 1964 Jul;30:261-7.","GUALANDI W","Minerva Anestesiol","1964","1964/07/01","","",""
"14165239","THE CLINICAL EVALUATION OF MORPHINE AND ITS SUBSTITUTES AS ANALGESICS","LASAGNA L.","Pharmacol Rev. 1964 Mar;16:47-83.","LASAGNA L","Pharmacol Rev","1964","1964/03/01","","",""
"14164066","[BRONCHOSCOPY UNDER NEUROLEPTANALGESIA BY HALOANISONEDEXTROMORAMIDE (SEDALANDE-PALFIUM)]","THURIES J, MIECH G.","Strasb Med. 1964 Mar;15:239-48.","THURIES J","Strasb Med","1964","1964/03/01","","",""
"14146305","ANTITUSSIVE DRUGS","CHAPPEL CI, VONSEEMANN C.","Prog Med Chem. 1963;19:89-145. doi: 10.1016/s0079-6468(08)70117-6.","CHAPPEL CI","Prog Med Chem","1963","1963/01/01","","","10.1016/s0079-6468(08)70117-6"
"14145755","[NEW ANESTHETICS]","ZELLER K.","Gynaecologia. 1964;157:247-59.","ZELLER K","Gynaecologia","1964","1964/01/01","","",""
"14138754","[RESEARCH ON THE MECHANISM OF ACTION OF CERTAIN CENTRAL ANALGESICS (MORPHINE, PETHIDINE AND DEXTROMORAMIDE)]","CHARPENTIER J.","Psychopharmacologia. 1964 Feb 12;5:182-97. doi: 10.1007/BF00413241.","CHARPENTIER J","Psychopharmacologia","1964","1964/02/12","","","10.1007/BF00413241"
"14125628","[NEUROLEPTOANALGESIA. USES IN GYNECOLOGICAL SURGERY]","PECORARI D, CAREDDU G.","Quad Clin Ostet Ginecol. 1963 Dec;18:1056-69.","PECORARI D","Quad Clin Ostet Ginecol","1963","1963/12/01","","",""
"14122903","DOUBLE BLIND TRIAL OF DEXTROMORAMIDE, METHADONE AND PETHIDINE IN THE TREATMENT OF SEVERE PAIN","MATTS SG.","Postgrad Med J. 1964 Feb;40(460):103-5. doi: 10.1136/pgmj.40.460.103.","MATTS SG","Postgrad Med J","1964","1964/02/01","PMC2482577","","10.1136/pgmj.40.460.103"
"14122192","[OUR EXPERIENCE WITH NEUROLEPTIC ANALGESIA]","GUALANDI W, ORRU A, GRANDINETTI G.","Arcisp S Anna Ferrara. 1963;16:823-35.","GUALANDI W","Arcisp S Anna Ferrara","1963","1963/01/01","","",""
"14104825","[BRONCHOSPIROMETRY IN NEUROLEPTIC ANALGESIA]","GEMPERLE M.","Anaesthesist. 1963 Dec;12:357-8.","GEMPERLE M","Anaesthesist","1963","1963/12/01","","",""
"14104018","[BROMATROMETRIC POSSIBILITIES IN NEW REINECKATES OF ORGANIC BASES]","MONTEQUI R, DEVALDERRAMA EF, COLLADO MC.","An Real Acad Farm. 1963 Oct;29:71-83.","MONTEQUI R","An Real Acad Farm","1963","1963/10/01","","",""
"14091586","[ANGIOGRAPHIC STUDY OF CEREBRAL CIRCULATION RATE DURING HYPOTHERMIA]","DILENGE D, DAVID M, DELIGNE P.","Presse Med. 1963 Sep 14;71:1769-72.","DILENGE D","Presse Med","1963","1963/09/14","","",""
"14080026","[TOXIC POLYNEURITIS DUE TO DEXTROMORAMIDE]","CERNICH IR, REIJENSTEIN I, AGNESE CA.","Prensa Med Argent. 1963 Mar 29;50:838-9.","CERNICH IR","Prensa Med Argent","1963","1963/03/29","","",""
"14063559","[RESPONSE OF THE GUINEA PIG GALLBLADDER IN SITU TO SUCCESSIVE OR SIMULTANEOUS STIMULATIONS BY CHOLECYSTOKININ AND MORPHINE OR DEXTROMORAMIDE]","PLESSIER J, PLESSIER B.","Rev Int Hepatol. 1963;13:283-9.","PLESSIER J","Rev Int Hepatol","1963","1963/01/01","","",""
"14062150","[ANESTHESIA IN THE DRESSING OF BURNED PATIENTS]","PLEWINSKI G.","Pol Tyg Lek. 1963 Feb 11;18:254-5.","PLEWINSKI G","Pol Tyg Lek","1963","1963/02/11","","",""
"14057335","[ANALGESIA IN DRESSING BURNS]","PLEWINSKI G.","Rozhl Chir. 1963 Apr;42:265-7.","PLEWINSKI G","Rozhl Chir","1963","1963/04/01","","",""
"14048704","[DEXTROMORAMIDE AND ANESTHESIA]","BLONDEAU P.","Anesth Analg (Paris). 1963 Jul-Sep;20:661-6.","BLONDEAU P","Anesth Analg (Paris)","1963","1963/07/01","","",""
"14048703","[CLINICAL IMPRESSIONS ON GAMMA OH ANESTHESIA]","BLAISE J.","Anesth Analg (Paris). 1963 Jul-Sep;20:657-9.","BLAISE J","Anesth Analg (Paris)","1963","1963/07/01","","",""
"14047332","DRUG THERAPY OF OVERACTIVITY IN CHILDREN (BRIEF SUMMARY OF REMARKS)","EISENBERG L.","Clin Proc Child Hosp Dist Columbia. 1963 Sep;19:253-5.","EISENBERG L","Clin Proc Child Hosp Dist Columbia","1963","1963/09/01","","",""
"14026488","[Neuroleptic analgesia in E.N.T. surgery]","DEICHL I.","Z Laryngol Rhinol Otol. 1963 Apr;42:267-74.","DEICHL I","Z Laryngol Rhinol Otol","1963","1963/04/01","","",""
"14025737","[Practice of neuroleptanalgesia. (General remarks, technics and schemas)]","DE CASTRO J, MUNDELEER P, LORTHIOIR.","Agressologie. 1962;3(Special):29-37.","DE CASTRO J","Agressologie","1962","1962/01/01","","",""
"14020275","[On a new method in the pharmacological study of the reaction to pain]","CHARPENTIER J.","J Physiol (Paris). 1963;55:227-8.","CHARPENTIER J","J Physiol (Paris)","1963","1963/01/01","","",""
"14017009","[The Palfium-Sinogan combination in neurosurgery]","BURGOS GUINDO M.","Rev Esp Anestesiol. 1962 Oct;9:373-7.","BURGOS GUINDO M","Rev Esp Anestesiol","1962","1962/10/01","","",""
"14015058","[Nil nocere: dextromoramid (D-moramid. bitart.)]","BRAUN V, MOLDENHAUER B.","Dtsch Med J. 1962 Dec 5;13:725-8.","BRAUN V","Dtsch Med J","1962","1962/12/05","","",""
"14013128","[Note on dextromoramide-acetazolamide antagonism. Experimental study]","ANGEL NALDA FELIPE M.","Agressologie. 1962 Jan-Feb;3:159-63.","ANGEL NALDA FELIPE M","Agressologie","1962","1962/01/01","","",""
"14013127","[Adreno-reversing effects of R-875. Preliminary note]","ANGEL NALDA FELIPE M.","Agressologie. 1962 Jan-Feb;3:165-7.","ANGEL NALDA FELIPE M","Agressologie","1962","1962/01/01","","",""
"13998128","[Technical note concerning the preparation of patients for pneumoencephalography]","WACKENHEIM A, COLLARD M.","Rev Otoneuroophtalmol. 1963 Jan-Feb;35:59-60.","WACKENHEIM A","Rev Otoneuroophtalmol","1963","1963/01/01","","",""
"13996193","[Behavior modifiers inthe study of bile ducts. (Combined action of morphine substances and cholecystokinin)]","VANDENDORP F, PARIS J, U BOIS R.","J Radiol Electrol Med Nucl. 1963 May;44:258-63.","VANDENDORP F","J Radiol Electrol Med Nucl","1963","1963/05/01","","",""
"13988011","[R-875 in general anesthesia]","SERAFINI S, SAULI M.","Friuli Med. 1962 Mar-Apr;17:209-16.","SERAFINI S","Friuli Med","1962","1962/03/01","","",""
"13979697","A study of postoperative pain","SWERDLOW M, MURRAY A, DAW RH.","Acta Anaesthesiol Scand. 1963;7:1-19. doi: 10.1111/j.1399-6576.1963.tb00201.x.","SWERDLOW M","Acta Anaesthesiol Scand","1963","1963/01/01","","","10.1111/j.1399-6576.1963.tb00201.x"
"13975863","[Apropos of 3,600 cases of the use of Palfium associated with general anesthesia or local anesthesia]","SABATHIE M, DANTEC A, CASTEX M, GUERIN J, LAPOUDGE C, SEGUIN J.","Agressologie. 1962;3(Special):85-91.","SABATHIE M","Agressologie","1962","1962/01/01","","",""
"13975862","[3 years' use of dextromoramide in anesthesiology: clinical and experimental considerations]","SABATHIE M.","Rev Esp Anestesiol. 1962 Oct;9:367-72.","SABATHIE M","Rev Esp Anestesiol","1962","1962/10/01","","",""
"13974242","[Action of dextromoramide on Oddi's sphincter]","ROBELET A, BIZARD-GREGOIRE N, BIZARD J.","C R Seances Soc Biol Fil. 1963 Jul 10;157:566-7.","ROBELET A","C R Seances Soc Biol Fil","1963","1963/07/10","","",""
"13964022","[On the technic of ataralgesia]","HOHMANN G.","Anaesthesist. 1963 Jan;12:26-7.","HOHMANN G","Anaesthesist","1963","1963/01/01","","",""
"13959353","[The combination of R 875, Ro 4-0403 and methyl-4-beta-hydroxyethyl-thiazole in urological surgery]","FRATELLO U.","Riforma Med. 1963 Apr 27;77:463-5.","FRATELLO U","Riforma Med","1963","1963/04/27","","",""
"13951126","[Value of the combination of dextromoramide and alimemazine in ORL and maxillo-facial surgery]","GUERRIER Y, BOUSQUET S, BOUSQUET JM.","Montp Med. 1962 Apr;61:350-6.","GUERRIER Y","Montp Med","1962","1962/04/01","","",""
"13949243","[Nil nocere: dextromoramide (d-moramide bitartrate)]","GORDONOFF T.","Dtsch Med J. 1963 Mar 5;14:130.","GORDONOFF T","Dtsch Med J","1963","1963/03/05","","",""
"13925863","[Indications and limitations of dextromoramide in arteritis in which vascular surgery is indicated]","VIEVILLE C.","Lyon Med. 1962 Jun 10;94:1477-9.","VIEVILLE C","Lyon Med","1962","1962/06/10","","",""
"13925821","[Identification and quantitative determination of jetrium (palfium) in biological material]","VIDIC E.","Arch Toxikol. 1961;19:254-68.","VIDIC E","Arch Toxikol","1961","1961/01/01","","",""
"13897327","[Experimental research on nalorphine-dextromoramide antagonism in the cardiovascular field]","GAVEND M, GAVEND MR.","C R Seances Soc Biol Fil. 1961;155:1977-9.","GAVEND M","C R Seances Soc Biol Fil","1961","1961/01/01","","",""
"13895079","[Paper chromatographic detection of dextromoramide]","FREUNDT KJ.","Arzneimittelforschung. 1962 Jun;12:614-7.","FREUNDT KJ","Arzneimittelforschung","1962","1962/06/01","","",""
"13893090","[Dextromoramide in labor. Preliminary pharmacological study]","FISCH L, FALIVENE LM.","Prensa Med Argent. 1961 Apr 21;48:1173-8.","FISCH L","Prensa Med Argent","1961","1961/04/21","","",""
"13891817","[Use of the association of Dominal and Palfium in obstetrics]","FAURE L, CONSTANTIN B, VUAROQUEAUX M.","Bull Fed Soc Gynecol Obstet Lang Fr. 1961 Oct-Dec;13:675-7.","FAURE L","Bull Fed Soc Gynecol Obstet Lang Fr","1961","1961/10/01","","",""
"13887593","[Palfium-Taractan combination in anesthesiology]","DOUTRIAUX J.","J Sci Med Lille. 1962 Feb;80:77-88.","DOUTRIAUX J","J Sci Med Lille","1962","1962/02/01","","",""
"13885148","[Study of a new form of neuroleptanalgesia: the Dominal-Palfium combination (preliminary note)]","DELIGNE P, CAHN J.","Agressologie. 1961 Jul-Aug;2:371-4.","DELIGNE P","Agressologie","1961","1961/07/01","","",""
"13857746","[PLANNED discussion on the respiratory effects of pyrrolamidol]","","Montp Med. 1959 Apr;55:418-30.","","Montp Med","1959","1959/04/01","","",""
"13848870","[Some experimental data on the fixation of dextromoramide (pyrrolamidol or R. 875) in the organism]","ATTISSO.","Montp Med. 1959 Apr;55:380-8.","ATTISSO","Montp Med","1959","1959/04/01","","",""
"13848194","[Contribution to the study of central analgesics. Compasison of morphine and pyrolamidol (dextromoramide)]","CHAUCHARD P.","Presse Med. 1960 Jul 9;68:1327-8.","CHAUCHARD P","Presse Med","1960","1960/07/09","","",""
"13846737","[Euphomania following treatment with dextromoramide (palfium)]","ZACHAU-CHRISTIANSEN B.","Ugeskr Laeger. 1959 Dec 3;121:1907-9.","ZACHAU-CHRISTIANSEN B","Ugeskr Laeger","1959","1959/12/03","","",""
"13840696","[Apropos of dextromoramide]","VAILLE C.","Sem Med Prof Med Soc. 1960 Jan 20;36:39-42.","VAILLE C","Sem Med Prof Med Soc","1960","1960/01/20","","",""
"13837385","[The problem of with drawal in drug addicts treated with dextromoramide (pyrrolamidol or R. 875)]","TEMPLE JP, ATTISSO M, SERRE L.","Therapie. 1959;14:647-9.","TEMPLE JP","Therapie","1959","1959/01/01","","",""
"13818258","[Importance of ataralgesic assoications, pyrrolamidol with levomepromazine, in visceral surgery]","DU CAILAR J, VERNETTE-DURAND M, HERAIL J, RIOUX J.","Montp Med. 1959 Apr;55:397-404.","DU CAILAR J","Montp Med","1959","1959/04/01","","",""
"13818257","[A standard of venous anesthesia without barbituric; value of the ataralgesiant association: pyrrolamidol and levomepromazine]","DU CAILAR J, VERNETTE M, RIOUX J, HERAIL J.","Anesth Analg (Paris). 1959 Sep-Oct;16:797-807.","DU CAILAR J","Anesth Analg (Paris)","1959","1959/09/01","","",""
"13818011","[Report on 100 cases of obstetrical analgesia with dextromoramide. Preliminary report]","DRASCHE E, BOCH M.","Anaesthesist. 1959 Nov;8:324-6.","DRASCHE E","Anaesthesist","1959","1959/11/01","","",""
"13815654","[Importance of pyrrolamidol in anesthesiology; its application in surgery of the head (neurosurgery, O.R.L., ophthalmological, stomatological, plastic and esthetic facial surgery)]","DELIGNE P.","Montp Med. 1959 Apr;55:389-96.","DELIGNE P","Montp Med","1959","1959/04/01","","",""
"13814844","[Critical evaluations and personal experience with dextromoramide or R-875. A new heroin analgesic]","DE LARA F.","Prensa Med Argent. 1959 Mar 13;46:649-58.","DE LARA F","Prensa Med Argent","1959","1959/03/13","","",""
"13810657","[An evaluation of palfium]","CLEMMESEN C.","Ugeskr Laeger. 1959 Dec 3;121:1928-9.","CLEMMESEN C","Ugeskr Laeger","1959","1959/12/03","","",""
"13809459","[Comparison of the action, on the nerve centers, of 2 analgesics: morphine and pyrrolamidol]","CHAUCHARD P, MAZOUE H.","C R Seances Soc Biol Fil. 1959;153:741-3.","CHAUCHARD P","C R Seances Soc Biol Fil","1959","1959/01/01","","",""
"13809458","[Chronic effects of morphine and pyrrolamidol on nerve centers]","CHAUCHARD P, MAZOUE H.","C R Seances Soc Biol Fil. 1960;154:506-7.","CHAUCHARD P","C R Seances Soc Biol Fil","1960","1960/01/01","","",""
"13809294","[Some remarks apropos of the clinical application of R-875 (dextromoramide)]","CHARBONNIER A.","Concours Med. 1959 Dec 19;81:5607-16.","CHARBONNIER A","Concours Med","1959","1959/12/19","","",""
"13809293","[Clinical trials of palfium (R 875, dextromoramide)]","CHARBONNIER A.","Med Nov. 1959 Nov 28;48:2358-61.","CHARBONNIER A","Med Nov","1959","1959/11/28","","",""
"13803405","[The place of pyrrolamidol among analgesics]","BOUYARD P.","Montp Med. 1959 Apr;55:375-9.","BOUYARD P","Montp Med","1959","1959/04/01","","",""
"13803062","[Our experience on the use of R-875 in anesthesiology]","BOSIO S, GARGANO F, DI BENEDETTO A.","Acta Anaesthesiol. 1960 May-Jun;11:191-204.","BOSIO S","Acta Anaesthesiol","1960","1960/05/01","","",""
"13801874","[Habit formation and serious withdrawal symtoms after the use of dextromoramide (jetrium, MCP 875, palfium, R 875, errecalme, pyrrolamidol)]","BOCHNIK HJ.","Arch Toxikol. 1960;18:170-6.","BOCHNIK HJ","Arch Toxikol","1960","1960/01/01","","",""
"13795006","[A method for the study and determination of dextromoramide (pyrrolamidol or R. 875) in in biological media. Application to the experimental study of accumulation of R. 875 in rats]","ATTISSO M.","Therapie. 1959;14:650-60.","ATTISSO M","Therapie","1959","1959/01/01","","",""
"13793825","[On the effect of palfium (R 875) on adrenaline-pulmonary edema in the mouse]","ANTILA V, HARTEL G.","Ann Med Exp Biol Fenn. 1959;37:239-42.","ANTILA V","Ann Med Exp Biol Fenn","1959","1959/01/01","","",""
