PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"13717737","Central nervous effects of neurolept-analgesia as induced by haloperidol and phenoperidine","INGVAR D, NILSSON E.","Acta Anaesthesiol Scand. 1961;5:85-8. doi: 10.1111/j.1399-6576.1961.tb00086.x.","INGVAR D","Acta Anaesthesiol Scand","1961","1961/01/01","","","10.1111/j.1399-6576.1961.tb00086.x"
"12556734","Contemporary strategies to preserve renal function during cardiac and vascular surgery","Sheinbaum R, Ignacio C, Safi HJ, Estrera A.","Rev Cardiovasc Med. 2003;4 Suppl 1:S21-8.","Sheinbaum R","Rev Cardiovasc Med","2003","2003/01/31","","",""
"7772114","Does sedation help in fibreoptic bronchoscopy?","Hatton MQ, Allen MB, Vathenen AS, Mellor E, Cooke NJ.","BMJ. 1994 Nov 5;309(6963):1206-7. doi: 10.1136/bmj.309.6963.1206.","Hatton MQ","BMJ","1994","1994/11/05","PMC2541711","","10.1136/bmj.309.6963.1206"
"7554317","Glycosylated and non-glycosylated prolactin forms are increased after opioid administration as part of surgical anaesthesia","Priou A, Bruder N, Bégou D, Morange I, Graziani N, Grisoli F, Brue T.","Clin Endocrinol (Oxf). 1995 Aug;43(2):213-7. doi: 10.1111/j.1365-2265.1995.tb01917.x.","Priou A","Clin Endocrinol (Oxf)","1995","1995/08/01","","","10.1111/j.1365-2265.1995.tb01917.x"
"7387808","Plasma concentration and metabolism of phenoperidine in man","Milne L, Williams NE, Calvey TN, Murray GR, Chan K.","Br J Anaesth. 1980 May;52(5):537-40. doi: 10.1093/bja/52.5.537.","Milne L","Br J Anaesth","1980","1980/05/01","","","10.1093/bja/52.5.537"
"7356883","A comparison of the physico-chemical properties and potency of pethidine and phenoperidine [proceedings]","Chan K, Murray GR, Ong GC.","Br J Clin Pharmacol. 1980 Jan;9(1):122P. doi: 10.1111/j.1365-2125.1980.tb04824.x.","Chan K","Br J Clin Pharmacol","1980","1980/01/01","","","10.1111/j.1365-2125.1980.tb04824.x"
"7251768","Quantitative gas-liquid chromatographic method for the determination of phenoperidine in human plasma","Chan K, Murray GR, Rostron C, Calvey TN, Williams NE.","J Chromatogr. 1981 Apr 10;223(1):213-8. doi: 10.1016/s0378-4347(00)80089-4.","Chan K","J Chromatogr","1981","1981/04/10","","","10.1016/s0378-4347(00)80089-4"
"7113634","Potent, new analgesics, tailor-made for different purposes","Janssen PA.","Acta Anaesthesiol Scand. 1982 Jun;26(3):262-8. doi: 10.1111/j.1399-6576.1982.tb01765.x.","Janssen PA","Acta Anaesthesiol Scand","1982","1982/06/01","","","10.1111/j.1399-6576.1982.tb01765.x"
"7081672","Severe cardiovascular collapse following phenoperidine","Easy WR.","Anaesthesia. 1982 Feb;37(2):211-2. doi: 10.1111/j.1365-2044.1982.tb01065.x.","Easy WR","Anaesthesia","1982","1982/02/01","","","10.1111/j.1365-2044.1982.tb01065.x"
"7073917","Blood loss in total hip replacement: extradural v. phenoperidine analgesia","Chin SP, Abou-Madi MN, Eurin B, Witvoët J, Montagne J.","Br J Anaesth. 1982 May;54(5):491-5. doi: 10.1093/bja/54.5.491.","Chin SP","Br J Anaesth","1982","1982/05/01","","","10.1093/bja/54.5.491"
"7047171","A comparison of diazepam and phenoperidine in premedication for upper gastrointestinal endoscopy: a randomized double blind controlled study","Werner D, Ratnaike RN, Lawson MJ, Barrie J, Streeter J, Read T, Grant AK.","Eur J Clin Pharmacol. 1982;22(2):143-5. doi: 10.1007/BF00542459.","Werner D","Eur J Clin Pharmacol","1982","1982/01/01","","","10.1007/BF00542459"
"7008650","[Trans-cerebral electric analgesia: reality, hypothesis or placebo? (author's transl)]","Malgouzou M, Riboulot M, Milhaud A, Destailleurs B, Boulard M, Agha BE, Freville M, Maingueux P.","Anesth Analg (Paris). 1980;37(9-10):527-9.","Malgouzou M","Anesth Analg (Paris)","1980","1980/01/01","","",""
"7004256","Sedation for ventilation. A retrospective study of fifty patients","Miller-Jones CM, Williams JH.","Anaesthesia. 1980 Nov;35(11):1104-6. doi: 10.1111/j.1365-2044.1980.tb05052.x.","Miller-Jones CM","Anaesthesia","1980","1980/11/01","","","10.1111/j.1365-2044.1980.tb05052.x"
"6882616","Effect of urine pH on the elimination of phenoperidine","Milne LA, Williams NE, Calvey TN, Murray GR, Chan K.","Br J Clin Pharmacol. 1983 Jul;16(1):101-3. doi: 10.1111/j.1365-2125.1983.tb02150.x.","Milne LA","Br J Clin Pharmacol","1983","1983/07/01","PMC1427958","","10.1111/j.1365-2125.1983.tb02150.x"
"6860522","Effect of antacids on the plasma concentration of phenoperidine","Calvey TN, Milne LA, Williams NE, Chan K, Murray GR.","Br J Anaesth. 1983 Jun;55(6):535-9. doi: 10.1093/bja/55.6.535.","Calvey TN","Br J Anaesth","1983","1983/06/01","","","10.1093/bja/55.6.535"
"6800282","[Anesthesia with halothane. Phenoperidine in children. Measurements of capillary PO2, PCO2, PH (author's transl)]","Eustratiades N, Beynier D, Boulier A, Quesnel J.","Anesth Analg (Paris). 1981;38(9-10):455-62.","Eustratiades N","Anesth Analg (Paris)","1981","1981/01/01","","",""
"6791516","Severe cardiovascular collapse following phenoperidine. Detection with an infrared CO2 analyser and treatment with naloxone","Green DW.","Anaesthesia. 1981 Jun;36(6):617-9. doi: 10.1111/j.1365-2044.1981.tb10326.x.","Green DW","Anaesthesia","1981","1981/06/01","","","10.1111/j.1365-2044.1981.tb10326.x"
"6743448","Elimination of phenoperidine in liver disease","Isherwood CN, Calvey TN, Williams NE, Chan K, Murray GR.","Br J Anaesth. 1984 Aug;56(8):843-7. doi: 10.1093/bja/56.8.843.","Isherwood CN","Br J Anaesth","1984","1984/08/01","","","10.1093/bja/56.8.843"
"6742389","Intracranial pressure after phenoperidine","Grummitt RM, Goat VA.","Anaesthesia. 1984 Jun;39(6):565-7. doi: 10.1111/j.1365-2044.1984.tb07363.x.","Grummitt RM","Anaesthesia","1984","1984/06/01","","","10.1111/j.1365-2044.1984.tb07363.x"
"6666788","[Intracranial pressure and morphine-like drugs]","Blanchet P.","Agressologie. 1983 Oct;24(9):461.","Blanchet P","Agressologie","1983","1983/10/01","","",""
"6637352","The epileptogenicity of neurolept anaesthesia in patients during and after neuroradiological examinations with metrizamide","Rudehill A, Gordon E, Grepe A, Widén L.","Acta Anaesthesiol Scand. 1983 Aug;27(4):285-8. doi: 10.1111/j.1399-6576.1983.tb01952.x.","Rudehill A","Acta Anaesthesiol Scand","1983","1983/08/01","","","10.1111/j.1399-6576.1983.tb01952.x"
"6507841","Intracranial pressure after phenoperidine","Barker J.","Anaesthesia. 1984 Nov;39(11):1150.","Barker J","Anaesthesia","1984","1984/11/01","","",""
"6476312","Serum morphine levels. A comparison between continuous subcutaneous infusion and continuous intravenous infusion in postoperative patients","Waldmann CS, Eason JR, Rambohul E, Hanson GC.","Anaesthesia. 1984 Aug;39(8):768-71. doi: 10.1111/j.1365-2044.1984.tb06520.x.","Waldmann CS","Anaesthesia","1984","1984/08/01","","","10.1111/j.1365-2044.1984.tb06520.x"
"6442195","[The flunitrazepam-phenoperidine combination in neuroradiology without intubation]","Soret J.","Cah Anesthesiol. 1984 Dec;32(8 Suppl):41-5.","Soret J","Cah Anesthesiol","1984","1984/12/01","","",""
"6107061","[Phenoperidine and operative common bile duct pressure (author's transl)]","Olivero de Rubiana JP, Ghesquière F, Garen C, Mourot N, Benichou A, Richer R, Langlois P.","Anesth Analg (Paris). 1980;37(7-8):409-12.","Olivero de Rubiana JP","Anesth Analg (Paris)","1980","1980/01/01","","",""
"6101765","Paralysis or sedation for controlled ventilation?","Jones CM.","Lancet. 1980 Feb 9;1(8163):312.","Jones CM","Lancet","1980","1980/02/09","","",""
"6079545","[Symposium on neuroleptoanalgesia (6): Phenoperidine in open heart surgery]","Westerholm CJ.","Lakartidningen. 1967 Feb 15;64(7):695-6.","Westerholm CJ","Lakartidningen","1967","1967/02/15","","",""
"6069939","[Experimental comparative study of the secondary effects of dextromoramide, of fentanyl and of phenoperidine]","Roquebert J, Canellas J, Dumartin A, Sabathié M.","Arch Int Pharmacodyn Ther. 1967 Jun;167(2):297-307.","Roquebert J","Arch Int Pharmacodyn Ther","1967","1967/06/01","","",""
"6051521","[Haloperidol-phenoperidine combination. Apropos of 50 cases of neuroleptoanalgesia carried out in a department of general surgery]","Lagache G, Modaine L, Combemale B.","Anesth Analg (Paris). 1967 May-Jun;24(3):341-52.","Lagache G","Anesth Analg (Paris)","1967","1967/05/01","","",""
"6027964","Changes in blood sugar during intravenous anaesthesia with and without surgery","Clarke RS.","Br J Anaesth. 1967 Jun;39(6):518.","Clarke RS","Br J Anaesth","1967","1967/06/01","","",""
"6026503","Action of various new analgesic drugs on the human common bile duct","Hopton DS, Torrance HB.","Gut. 1967 Jun;8(3):296-300. doi: 10.1136/gut.8.3.296.","Hopton DS","Gut","1967","1967/06/01","PMC1552465","","10.1136/gut.8.3.296"
"6021157","The influence of drugs used in neuroleptanalgesia on cardiovascular and ventilatory function","Prys-Roberts C, Kelman GR.","Br J Anaesth. 1967 Feb;39(2):134-45. doi: 10.1093/bja/39.2.134.","Prys-Roberts C","Br J Anaesth","1967","1967/02/01","","","10.1093/bja/39.2.134"
"6003637","Modified neuroleptanalgesia for cerebral angiography","Wins MH, Gonik B, Toledo E, Karny H.","Acta Anaesthesiol Scand Suppl. 1966;23:24-6. doi: 10.1111/j.1399-6576.1966.tb00987.x.","Wins MH","Acta Anaesthesiol Scand Suppl","1966","1966/01/01","","","10.1111/j.1399-6576.1966.tb00987.x"
"6003601","Neuroleptanalgesia for cataract surgery","Thomas KB.","Acta Anaesthesiol Scand Suppl. 1966;24:229-33. doi: 10.1111/j.1399-6576.1966.tb01129.x.","Thomas KB","Acta Anaesthesiol Scand Suppl","1966","1966/01/01","","","10.1111/j.1399-6576.1966.tb01129.x"
"5976765","[Experimental study of side effects in neuroleptoanalgesia. II. Study of phenoperidine-droperidol association]","Roquebert J, Canellas J, Dumartin A, Sabathié M.","Therapie. 1966 Sep-Oct;21(5):1167-74.","Roquebert J","Therapie","1966","1966/09/01","","",""
"5971729","[Study of the use of combined phenoperidine and dehydrobenzperidol in peripheral surgery]","Gaveau T, Viars P.","Anesth Analg (Paris). 1966 Oct-Dec;23(4):927-43.","Gaveau T","Anesth Analg (Paris)","1966","1966/10/01","","",""
"5955569","[Drug combinations in the treatment of pain in hemophiliacs]","Simon E, Roux C, Moret J.","Bibl Haematol. 1966;26:78-80.","Simon E","Bibl Haematol","1966","1966/01/01","","",""
"5949710","The use of dehydrobenzperidol and phenoperidine for repeated burns dressings. A preliminary communication","Smith GB, Hollis DA.","Br J Anaesth. 1966 Jun;38(6):471-5. doi: 10.1093/bja/38.6.471.","Smith GB","Br J Anaesth","1966","1966/06/01","","","10.1093/bja/38.6.471"
"5938231","Anaesthesia for open heart surgery. The use of phenoperidine, methohexitone and nitrous oxide","Vale RJ, Hellewell J.","Anaesthesia. 1966 Jul;21(3):357-62. doi: 10.1111/j.1365-2044.1966.tb02625.x.","Vale RJ","Anaesthesia","1966","1966/07/01","","","10.1111/j.1365-2044.1966.tb02625.x"
"5923971","Cerebral blood flow during neurolept-analgesia in the cat. A preliminary study","Nilsson E, Ingvar DH.","Acta Anaesthesiol Scand. 1966;10(1):47-54. doi: 10.1111/j.1399-6576.1966.tb00331.x.","Nilsson E","Acta Anaesthesiol Scand","1966","1966/01/01","","","10.1111/j.1399-6576.1966.tb00331.x"
"5901797","The use of phenoperidine in thoracic surgery. A preliminary report","Jenkins AV, Das B.","Anaesthesia. 1966 Jan;21(1):51-6. doi: 10.1111/j.1365-2044.1966.tb02564.x.","Jenkins AV","Anaesthesia","1966","1966/01/01","","","10.1111/j.1365-2044.1966.tb02564.x"
"5898144","[Neuroleptic-analgesic combinations in anesthesiology. Value of ""mixed neuroleptanalgesia"" in a case of major abdominal surgery]","Moine.","Bull Mens Soc Med Mil Fr. 1965 Nov;59(9):513-7.","Moine","Bull Mens Soc Med Mil Fr","1965","1965/11/01","","",""
"5860667","[Phenoperidine and butyrophenones in neurosurgery and neuroradiology]","Leleu G.","Neurochirurgie. 1965 Jul-Aug;11(4):356-61.","Leleu G","Neurochirurgie","1965","1965/07/01","","",""
"5854879","[Applications of neuroleptoanalgesia in pediatric surgery]","Trompeo MA, Zaffiri O, Giardina B, Gorgerino F.","Minerva Anestesiol. 1965 Aug;31(8):394-6.","Trompeo MA","Minerva Anestesiol","1965","1965/08/01","","",""
"5810127","Analgesia for burns dressing in children. A dose-finding study for phenoperidine and droperidol with and without 50 per cent nitrous oxide and oxygen","Baskett PJ, Hyland J, Deane M, Wray G.","Br J Anaesth. 1969 Aug;41(8):684-8. doi: 10.1093/bja/41.8.684.","Baskett PJ","Br J Anaesth","1969","1969/08/01","","","10.1093/bja/41.8.684"
"5804830","[About importance of the analgesia in the associations currently used in anesthesiology. Apropos of 5 series of 100 cases based on the use of phenoperidine]","Gaveau T, Viars P.","Anesth Analg (Paris). 1969 May-Jun;26(3):421-36.","Gaveau T","Anesth Analg (Paris)","1969","1969/05/01","","",""
"5804003","[General rules of prescription for central analgesics in surgery]","Vourc'h G, Viars P.","Anesth Analg (Paris). 1969 Mar-Apr;26(2):179-230.","Vourc'h G","Anesth Analg (Paris)","1969","1969/03/01","","",""
"5776786","[Neuroleptoanalgesia]","Kortas J, Uherek-Straszko H.","Pol Tyg Lek. 1969 Jan 27;24(4):149-50.","Kortas J","Pol Tyg Lek","1969","1969/01/27","","",""
"5736580","[Neuroleptoanalgesia]","De Blasi A, Appiani L, Brienza A, Gasparetto A, Manni C, Maritano M, Mazzarella B, Morpurgo V.","Minerva Anestesiol. 1968 Aug;34(8):933-90.","De Blasi A","Minerva Anestesiol","1968","1968/08/01","","",""
"5717060","[Reflections on the clinical use of phenoperidine (continued)]","Viars P, Gaveau T.","Anesth Analg (Paris). 1968 Jul-Aug;25(4):373-87.","Viars P","Anesth Analg (Paris)","1968","1968/07/01","","",""
"5689233","A neuroinhibitory substance: gamma hydroxybutyric acid. Preliminary report of first clinical trial in Britain","Appleton PJ, Burn JM.","Anesth Analg. 1968 Mar-Apr;47(2):164-70.","Appleton PJ","Anesth Analg","1968","1968/03/01","","",""
"5686944","[Clinical use of phenoperidine in aged persons and adolescents]","Viars P, Gaveau T.","Anesth Analg (Paris). 1968 May-Jun;25(3):319-33.","Viars P","Anesth Analg (Paris)","1968","1968/05/01","","",""
"5641086","Neuroleptanalgesia in the management of mass burn cases","Roberts FW, Thompson WF.","Med J Aust. 1968 Jan 27;1(4):128-9.","Roberts FW","Med J Aust","1968","1968/01/27","","",""
"5622936","[Neuroleptoanalgesia]","Vourc'h G, Boissier A, Kreuscher, Sabathie, Simon, Viars, Winckler.","Cah Anesthesiol. 1967 Dec;15(8):929-77.","Vourc'h G","Cah Anesthesiol","1967","1967/12/01","","",""
"5614386","[Value of neuroleptics for anesthesia in gas myelography]","Philippart C, Thibaut A.","J Belge Radiol. 1967;50(3):133-6.","Philippart C","J Belge Radiol","1967","1967/01/01","","",""
"5559814","[Intra-arterial blood pressure in continuous measurement by microcatheter. Indication, technic, results]","Otteni JC, Dupuis J, Gauthier-Lafaye JP.","Anesth Analg (Paris). 1971 Jan-Feb;28(1):167-82.","Otteni JC","Anesth Analg (Paris)","1971","1971/01/01","","",""
"5558634","[Value and difficulty of general anesthesia for examination of neoplasms of the oral cavity, of the pharynx and of the larynx]","Vergnes Y, Rodier D, Janser JC.","Anesth Analg (Paris). 1971 Mar-Apr;28(2):363-9.","Vergnes Y","Anesth Analg (Paris)","1971","1971/03/01","","",""
"5540012","Anaesthesia and multiple sclerosis","Frost PM.","Anaesthesia. 1971 Jan;26(1):104-5. doi: 10.1111/j.1365-2044.1971.tb04740.x.","Frost PM","Anaesthesia","1971","1971/01/01","","","10.1111/j.1365-2044.1971.tb04740.x"
"5504974","[Use of a combination of droperidol and phenoperidine in intracranial surgery]","Foucher-Colin E, Bridgman N, Delahaye-Plouvier G, Viars P.","Anesth Analg (Paris). 1970 Nov-Dec;27(6):977-94.","Foucher-Colin E","Anesth Analg (Paris)","1970","1970/11/01","","",""
"5504969","[Droperidol phenoperidine in neuro-radiology]","Gaveau T, Bridgman N, Delahaye-Plouvier G, Viars P.","Anesth Analg (Paris). 1970 Nov-Dec;27(6):1023-36.","Gaveau T","Anesth Analg (Paris)","1970","1970/11/01","","",""
"5504968","[Combination of chlorprothixene and phenoperidine in peripheral surgery]","Gaveau T, Viars P.","Anesth Analg (Paris). 1970 Nov-Dec;27(6):1007-21.","Gaveau T","Anesth Analg (Paris)","1970","1970/11/01","","",""
"5504455","Studies of drugs given before anaesthesia. XXII. Phenoperidine and fentanyl, alone and in combination with droperidol","Morrison JD.","Br J Anaesth. 1970 Dec;42(12):1119-26. doi: 10.1093/bja/42.12.1119.","Morrison JD","Br J Anaesth","1970","1970/12/01","","","10.1093/bja/42.12.1119"
"5495195","[Use of pentazocine-henoperiine association: 1st comparative trials (20 cases)]","Muhlmann-Weill M, Mangeney F.","Cah Anesthesiol. 1970 Oct;18(6):795-9.","Muhlmann-Weill M","Cah Anesthesiol","1970","1970/10/01","","",""
"5416307","The hyperglycaemic response to different types of surgery and anaesthesia","Clarke RS.","Br J Anaesth. 1970 Jan;42(1):45-53. doi: 10.1093/bja/42.1.45.","Clarke RS","Br J Anaesth","1970","1970/01/01","","","10.1093/bja/42.1.45"
"5378669","[Digital photoplethysmography: application to the study of some anesthetic and analgesic drugs]","Otteni JC, Sauvage MR, Gauthier-Lafaye JP.","Anesth Analg (Paris). 1969 Nov-Dec;26(6):821-6.","Otteni JC","Anesth Analg (Paris)","1969","1969/11/01","","",""
"5370808","Neuroleptanalgesia","Brown AS.","Int Anesthesiol Clin. 1969 Spring;7(1):159-75. doi: 10.1097/00004311-196900710-00011.","Brown AS","Int Anesthesiol Clin","1969","1969/01/01","","","10.1097/00004311-196900710-00011"
"5370807","Drugs used in neuroleptanalgesia","Morrison JD.","Int Anesthesiol Clin. 1969 Spring;7(1):141-57. doi: 10.1097/00004311-196900710-00010.","Morrison JD","Int Anesthesiol Clin","1969","1969/01/01","","","10.1097/00004311-196900710-00010"
"5366847","[Neurolept-analgesia and practice of anesthesia in children]","Anglade G.","Anesth Analg (Paris). 1969 Jul-Aug;26(4):481-9.","Anglade G","Anesth Analg (Paris)","1969","1969/07/01","","",""
"5348430","Comparison of effect of morphine-like analgesics on transmurally stimulated guinea-pig ileum","Fennessy MR, Heimans RL, Rand MJ.","Br J Pharmacol. 1969 Oct;37(2):436-49. doi: 10.1111/j.1476-5381.1969.tb10580.x.","Fennessy MR","Br J Pharmacol","1969","1969/10/01","PMC1703699","","10.1111/j.1476-5381.1969.tb10580.x"
"5347154","The influence of neuroleptanalgesic drugs on cerebrospinal fluid pressure","Fitch W, Barker J, Jennett WB, McDowall DG.","Br J Anaesth. 1969 Oct;41(10):800-6. doi: 10.1093/bja/41.10.800.","Fitch W","Br J Anaesth","1969","1969/10/01","","","10.1093/bja/41.10.800"
"5330110","Clinical and circulatory effects of neuroleptanalgesia with dehydrobenzperidol and phenoperidine","Macdonald HR, Braid DP, Stead BR, Crawford IC, Taylor SH.","Br Heart J. 1966 Sep;28(5):654-62. doi: 10.1136/hrt.28.5.654.","Macdonald HR","Br Heart J","1966","1966/09/01","PMC459100","","10.1136/hrt.28.5.654"
"5314771","Polytome-encephalography in the investigation of pituitary tumours","McLachlan MS, Lavender JP, Edwards CR.","Clin Radiol. 1971 Jul;22(3):361-9. doi: 10.1016/s0009-9260(71)80085-5.","McLachlan MS","Clin Radiol","1971","1971/07/01","","","10.1016/s0009-9260(71)80085-5"
"5311439","Polytome encephalography in investigation of pituitary tumours","McLachlan MS.","Proc R Soc Med. 1970 May;63(5):464.","McLachlan MS","Proc R Soc Med","1970","1970/05/01","PMC1811804","",""
"5270983","Anaesthesia and obstetrics","Hutchison I, McQuillan DA.","N Z Med J. 1970 May;71(456):318.","Hutchison I","N Z Med J","1970","1970/05/01","","",""
"5234550","Neuroleptanalgesia. 2","Gibbs JM, Holmes CM.","N Z Med J. 1967 Sep;66(421):611-5.","Gibbs JM","N Z Med J","1967","1967/09/01","","",""
"5164739","[Elimination of triamterene, an antikaliuretic, and its phenolic metabolite, 2,4,7-triamino-6-p-hydroxyphenylpteridine, in the urine of subjects with normal liver function and in subjects suffering from liver cirrhosis]","Andrasch H, Fink T, Schmid E.","Z Gastroenterol. 1971;9(4):240-5.","Andrasch H","Z Gastroenterol","1971","1971/01/01","","",""
"5131292","The burns dressing","Davies RM.","Proc R Soc Med. 1971 Dec;64(12):1289-92.","Davies RM","Proc R Soc Med","1971","1971/12/01","PMC1813145","",""
"5119126","[Influence of imipramine on the respiratory depressive action of dextromoramide and phenoperidine (experimental study)]","Gavend M, Stieglitz P, Bessard G, Cordeiro A, Gavend MR.","Therapie. 1971 Jul-Aug;26(4):733-9.","Gavend M","Therapie","1971","1971/07/01","","",""
"5090226","Phenoperidine and droperidol as premedicants. A controlled study in ophthalmic surgical procedures in combination with retrobulbar block","Steele PR, Masheter HC.","Anaesthesia. 1971 Jul;26(3):311-7. doi: 10.1111/j.1365-2044.1971.tb04791.x.","Steele PR","Anaesthesia","1971","1971/07/01","","","10.1111/j.1365-2044.1971.tb04791.x"
"5089931","Studies of anaesthesia in relation to hypertension. II. Haemodynamic consequences of induction and endotracheal intubation","Prys-Roberts C, Greene LT, Meloche R, Foëx P.","Br J Anaesth. 1971 Jun;43(6):531-47. doi: 10.1093/bja/43.6.531.","Prys-Roberts C","Br J Anaesth","1971","1971/06/01","","","10.1093/bja/43.6.531"
"5069147","[Possibilities and limitations of neuroleptoanalgesia use in neuroradiology]","Delahaye-Plouvier G, Gaveau T, Viars P, Bridgman N.","Anesth Analg (Paris). 1972 Jan-Feb;29(1):111-24.","Delahaye-Plouvier G","Anesth Analg (Paris)","1972","1972/01/01","","",""
"5039449","Experiences with a technique of neuroleptanalgesia for bronchography","Stevenson HM, Pandit SK, Dundee JW, McDowell S, Morrison JD.","Thorax. 1972 May;27(3):334-7. doi: 10.1136/thx.27.3.334.","Stevenson HM","Thorax","1972","1972/05/01","PMC472592","","10.1136/thx.27.3.334"
"5024151","Analgesia for the dressing of burns in children: a method using neuroleptanalgesia and Entonox","Baskett PJ.","Postgrad Med J. 1972 Mar;48(557):138-42.","Baskett PJ","Postgrad Med J","1972","1972/03/01","PMC2495215","",""
"5002393","Investigation of a drug possibly implicated in sporadic jaundice using human liver cells in culture","Armato U, Zuckerman AJ.","Sperimentale. 1969 Sep-Oct;119(5):399-405.","Armato U","Sperimentale","1969","1969/09/01","","",""
"4975516","Effect of noradrenalin on intraocular pressure and outflow in cynomolgus monkeys","Hoffmann F.","Exp Eye Res. 1968 Jul;7(3):369-82. doi: 10.1016/s0014-4835(68)80051-x.","Hoffmann F","Exp Eye Res","1968","1968/07/01","","","10.1016/s0014-4835(68)80051-x"
