PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"17401437","NO counterbalances HO-1 overexpression-induced acceleration of hepatocyte proliferation in mice","Schuett H, Eipel C, Maletzki C, Menger MD, Vollmar B.","Lab Invest. 2007 Jun;87(6):602-12. doi: 10.1038/labinvest.3700548. Epub 2007 Apr 2.","Schuett H","Lab Invest","2007","2007/04/03","","","10.1038/labinvest.3700548"
"17286334","Different components of opioid-substitution treatment predict outcomes of patients with and without a parent with substance-use problems","Trafton JA, Tracy SW, Oliva EM, Humphreys K.","J Stud Alcohol Drugs. 2007 Mar;68(2):165-72. doi: 10.15288/jsad.2007.68.165.","Trafton JA","J Stud Alcohol Drugs","2007","2007/02/09","","","10.15288/jsad.2007.68.165"
"17196563","Prenatal opiate exposure attenuates LPS-induced fever in adult rats: role of interleukin-1beta","Hamilton KL, Franklin L', Roy S, Schrott LM.","Brain Res. 2007 Feb 16;1133(1):92-9. doi: 10.1016/j.brainres.2006.11.044. Epub 2006 Dec 28.","Hamilton KL","Brain Res","2007","2007/01/02","PMC2701894","NIHMS17786","10.1016/j.brainres.2006.11.044"
"17001553","Role of human placental efflux transporter P-glycoprotein in the transfer of buprenorphine, levo-alpha-acetylmethadol, and paclitaxel","Nekhayeva IA, Nanovskaya TN, Hankins GD, Ahmed MS.","Am J Perinatol. 2006 Oct;23(7):423-30. doi: 10.1055/s-2006-951301. Epub 2006 Sep 25.","Nekhayeva IA","Am J Perinatol","2006","2006/09/27","","","10.1055/s-2006-951301"
"16919747","HIV risk behaviors during pharmacologic treatment for opioid dependence: a comparison of levomethadyl acetate [corrected] buprenorphine, and methadone","Lott DC, Strain EC, Brooner RK, Bigelow GE, Johnson RE.","J Subst Abuse Treat. 2006 Sep;31(2):187-94. doi: 10.1016/j.jsat.2006.04.005. Epub 2006 Jul 18.","Lott DC","J Subst Abuse Treat","2006","2006/08/22","","","10.1016/j.jsat.2006.04.005"
"16859402","Pharmacokinetic interactions between HIV antiretroviral therapy and drugs used to treat opioid dependence","Maas B, Kerr T, Fairbairn N, Montaner J, Wood E.","Expert Opin Drug Metab Toxicol. 2006 Aug;2(4):533-43. doi: 10.1517/17425255.2.4.533.","Maas B","Expert Opin Drug Metab Toxicol","2006","2006/07/25","","","10.1517/17425255.2.4.533"
"16687365","A placebo controlled, double-blind study of mecamylamine treatment for cocaine dependence in patients enrolled in an opiate replacement program","Reid MS, Angrist B, Baker SA, O'leary S, Stone J, Schwartz M, Leiderman D, Montgomery A, Elkashef A, Majewska D, Robinson J, Rotrosen J.","Subst Abus. 2005 Jun;26(2):5-14. doi: 10.1300/j465v26n02_02.","Reid MS","Subst Abus","2005","2006/05/12","","","10.1300/j465v26n02_02"
"16616162","Effect of opioid substitution therapy on alcohol metabolism","Clark NC, Dietze P, Lenné MG, Redman JR.","J Subst Abuse Treat. 2006 Apr;30(3):191-6. doi: 10.1016/j.jsat.2005.11.010.","Clark NC","J Subst Abuse Treat","2006","2006/04/18","","","10.1016/j.jsat.2005.11.010"
"16487227","Differential in vitro inhibition of M3G and M6G formation from morphine by (R)- and (S)-methadone and structurally related opioids","Morrish GA, Foster DJ, Somogyi AA.","Br J Clin Pharmacol. 2006 Mar;61(3):326-35. doi: 10.1111/j.1365-2125.2005.02573.x.","Morrish GA","Br J Clin Pharmacol","2006","2006/02/21","PMC1885024","","10.1111/j.1365-2125.2005.02573.x"
"16449090","Drug interactions between opioids and antiretroviral medications: interaction between methadone, LAAM, and delavirdine","McCance-Katz EF, Rainey PM, Smith P, Morse GD, Friedland G, Boyarsky B, Gourevitch M, Jatlow P.","Am J Addict. 2006 Jan-Feb;15(1):23-34. doi: 10.1080/10550490500419029.","McCance-Katz EF","Am J Addict","2006","2006/02/02","","","10.1080/10550490500419029"
"16384657","Predictors of retention in methadone programs: a signal detection analysis","Villafranca SW, McKellar JD, Trafton JA, Humphreys K.","Drug Alcohol Depend. 2006 Jul 27;83(3):218-24. doi: 10.1016/j.drugalcdep.2005.11.020. Epub 2005 Dec 27.","Villafranca SW","Drug Alcohol Depend","2006","2005/12/31","","","10.1016/j.drugalcdep.2005.11.020"
"16366759","Predictors of outcome in LAAM, buprenorphine, and methadone treatment for opioid dependence","Marsch LA, Stephens MA, Mudric T, Strain EC, Bigelow GE, Johnson RE.","Exp Clin Psychopharmacol. 2005 Nov;13(4):293-302. doi: 10.1037/1064-1297.13.4.293.","Marsch LA","Exp Clin Psychopharmacol","2005","2005/12/22","","","10.1037/1064-1297.13.4.293"
"16364566","Facilitating entry into drug treatment among injection drug users referred from a needle exchange program: Results from a community-based behavioral intervention trial","Strathdee SA, Ricketts EP, Huettner S, Cornelius L, Bishai D, Havens JR, Beilenson P, Rapp C, Lloyd JJ, Latkin CA.","Drug Alcohol Depend. 2006 Jul 27;83(3):225-32. doi: 10.1016/j.drugalcdep.2005.11.015. Epub 2005 Dec 20.","Strathdee SA","Drug Alcohol Depend","2006","2005/12/21","PMC2196224","NIHMS36559","10.1016/j.drugalcdep.2005.11.015"
"16299549","Blood-brain equilibration kinetics of levo-alpha-acetyl-methadol using a chronically instrumented sheep preparation","Foster DJ, Jensen ML, Upton RN, Somogyi AA, Grant C, Martinez A.","Br J Pharmacol. 2006 Jan;147(2):209-17. doi: 10.1038/sj.bjp.0706470.","Foster DJ","Br J Pharmacol","2006","2005/11/22","PMC1615857","","10.1038/sj.bjp.0706470"
"16161728","A novel opioid maintenance program for prisoners: report of post-release outcomes","Kinlock TW, Battjes RJ, Schwartz RP; MTC Project Team.","Am J Drug Alcohol Abuse. 2005;31(3):433-54. doi: 10.1081/ada-200056804.","Kinlock TW","Am J Drug Alcohol Abuse","2005","2005/09/16","","","10.1081/ada-200056804"
"16055764","Medication development for addictive disorders: the state of the science","Vocci FJ, Acri J, Elkashef A.","Am J Psychiatry. 2005 Aug;162(8):1432-40. doi: 10.1176/appi.ajp.162.8.1432.","Vocci FJ","Am J Psychiatry","2005","2005/08/02","","","10.1176/appi.ajp.162.8.1432"
"16042643","Levo-alpha-acetylmethadol (LAAM) versus methadone: treatment retention and opiate use","Longshore D, Annon J, Anglin MD, Rawson RA.","Addiction. 2005 Aug;100(8):1131-9. doi: 10.1111/j.1360-0443.2005.01122.x.","Longshore D","Addiction","2005","2005/07/27","","","10.1111/j.1360-0443.2005.01122.x"
"16019973","Males and females differ in response to opioid agonist medications","Jones HE, Fitzgerald H, Johnson RE.","Am J Addict. 2005 May-Jun;14(3):223-33. doi: 10.1080/10550490590949569.","Jones HE","Am J Addict","2005","2005/07/16","","","10.1080/10550490590949569"
"16002025","Efficacy of dose and contingency management procedures in LAAM-maintained cocaine-dependent patients","Oliveto A, Poling J, Sevarino KA, Gonsai KR, McCance-Katz EF, Stine SM, Kosten TR.","Drug Alcohol Depend. 2005 Aug 1;79(2):157-65. doi: 10.1016/j.drugalcdep.2005.01.007.","Oliveto A","Drug Alcohol Depend","2005","2005/07/09","","","10.1016/j.drugalcdep.2005.01.007"
"15966756","Paradoxical role of cytochrome P450 3A in the bioactivation and clinical effects of levo-alpha-acetylmethadol: importance of clinical investigations to validate in vitro drug metabolism studies","Kharasch ED, Whittington D, Hoffer C, Krudys K, Craig K, Vicini P, Sheffels P, Lalovic B.","Clin Pharmacokinet. 2005;44(7):731-51. doi: 10.2165/00003088-200544070-00005.","Kharasch ED","Clin Pharmacokinet","2005","2005/06/22","","","10.2165/00003088-200544070-00005"
"15946731","Cross-tolerance and mu agonist efficacy in pigeons treated with LAAM or buprenorphine","Galici R, McMahon LR, France CP.","Pharmacol Biochem Behav. 2005 Jul;81(3):626-34. doi: 10.1016/j.pbb.2005.05.003.","Galici R","Pharmacol Biochem Behav","2005","2005/06/11","","","10.1016/j.pbb.2005.05.003"
"15882404","Anti-nociceptive efficacy of carprofen, levomethadone and buprenorphine for pain relief in cats following major orthopaedic surgery","Möllenhoff A, Nolte I, Kramer S.","J Vet Med A Physiol Pathol Clin Med. 2005 May;52(4):186-98. doi: 10.1111/j.1439-0442.2005.00710.x.","Möllenhoff A","J Vet Med A Physiol Pathol Clin Med","2005","2005/05/11","","","10.1111/j.1439-0442.2005.00710.x"
"15706138","Monoaminergic drugs and directly observable signs of LAAM withdrawal in rhesus monkeys","Sell SL, McMahon LR, Koek W, France CP.","Behav Pharmacol. 2005 Feb;16(1):53-8. doi: 10.1097/00008877-200502000-00006.","Sell SL","Behav Pharmacol","2005","2005/02/12","","","10.1097/00008877-200502000-00006"
"15681124","HPA axis dysregulation following prenatal opiate exposure and postnatal withdrawal","Hamilton KL, Harris AC, Gewirtz JC, Sparber SB, Schrott LM.","Neurotoxicol Teratol. 2005 Jan-Feb;27(1):95-103. doi: 10.1016/j.ntt.2004.09.004.","Hamilton KL","Neurotoxicol Teratol","2005","2005/02/01","","","10.1016/j.ntt.2004.09.004"
"15380290","Evaluation of levo-alpha-acetylmethdol (LAAM) as an alternative treatment for methadone maintenance patients who regularly experience withdrawal: a pharmacokinetic and pharmacodynamic analysis","Newcombe DA, Bochner F, White JM, Somogyi AA.","Drug Alcohol Depend. 2004 Oct 5;76(1):63-72. doi: 10.1016/j.drugalcdep.2004.04.004.","Newcombe DA","Drug Alcohol Depend","2004","2004/09/24","","","10.1016/j.drugalcdep.2004.04.004"
"15331122","Suppressed fever and hypersensitivity responses in chicks prenatally exposed to opiates","Schrott LM, Sparber SB.","Brain Behav Immun. 2004 Nov;18(6):515-25. doi: 10.1016/j.bbi.2003.12.006.","Schrott LM","Brain Behav Immun","2004","2004/08/28","","","10.1016/j.bbi.2003.12.006"
"15289792","Ketoconazole, a cytochrome P450 3A4 inhibitor, markedly increases concentrations of levo-acetyl-alpha-methadol in opioid-naive individuals","Moody DE, Walsh SL, Rollins DE, Neff JA, Huang W.","Clin Pharmacol Ther. 2004 Aug;76(2):154-66. doi: 10.1016/j.clpt.2004.04.004.","Moody DE","Clin Pharmacol Ther","2004","2004/08/04","","","10.1016/j.clpt.2004.04.004"
"15279123","Diffusion of substance abuse treatment: will buprenorphine be a success?","Ling W, Cunningham-Rathner J, Rawson R.","J Psychoactive Drugs. 2004 May;Suppl 2:115-7. doi: 10.1080/02791072.2004.10400046.","Ling W","J Psychoactive Drugs","2004","2004/07/29","","","10.1080/02791072.2004.10400046"
"15204667","Drug interactions between opioids and antiretroviral medications: interaction between methadone, LAAM, and nelfinavir","McCance-Katz EF, Rainey PM, Smith P, Morse G, Friedland G, Gourevitch M, Jatlow P.","Am J Addict. 2004 Mar-Apr;13(2):163-80. doi: 10.1080/10550490490436037.","McCance-Katz EF","Am J Addict","2004","2004/06/19","","","10.1080/10550490490436037"
"15113550","Determination of human plasma levels of levo-alpha-acetylmethadol and its metabolites by gas chromatography-mass spectrometry","Eap CB, Bouchoux G, Scherbaum N, Gastpar M, Powell Golay K, Baumann P.","J Chromatogr B Analyt Technol Biomed Life Sci. 2004 Jun 5;805(1):141-6. doi: 10.1016/j.jchromb.2004.02.034.","Eap CB","J Chromatogr B Analyt Technol Biomed Life Sci","2004","2004/04/29","","","10.1016/j.jchromb.2004.02.034"
"15104241","N-demethylation of levo-alpha-acetylmethadol by human placental aromatase","Deshmukh SV, Nanovskaya TN, Hankins GD, Ahmed MS.","Biochem Pharmacol. 2004 Mar 1;67(5):885-92. doi: 10.1016/j.bcp.2003.10.007.","Deshmukh SV","Biochem Pharmacol","2004","2004/04/24","","","10.1016/j.bcp.2003.10.007"
"15049750","Comments on Ritter et al.'s report of a comparative trial of LAAM and methadone maintenance","Caplehorn J.","Addiction. 2004 Apr;99(4):509-10; author reply 510-1. doi: 10.1111/j.1360-0443.2004.00682.x.","Caplehorn J","Addiction","2004","2004/03/31","","","10.1111/j.1360-0443.2004.00682.x"
"15049745","Serious adverse events in the Australian National Evaluation of Pharmacotherapies for Opioid Dependence (NEPOD)","Digiusto E, Shakeshaft A, Ritter A, O'Brien S, Mattick RP; NEPOD Research Group.","Addiction. 2004 Apr;99(4):450-60. doi: 10.1111/j.1360-0443.2004.00654.x.","Digiusto E","Addiction","2004","2004/03/31","","","10.1111/j.1360-0443.2004.00654.x"
"14955776","Actions and addiction liabilities of alpha-acetyl-methadols in man","FRASER HF, ISBELL H.","J Pharmacol Exp Ther. 1952 Aug;105(4):458-65.","FRASER HF","J Pharmacol Exp Ther","1952","1952/08/01","","",""
"14928223","Analgesic activity and toxic effects of acetylmethadol isomers in man","KEATS AS, BEECHER HK.","J Pharmacol Exp Ther. 1952 Jun;105(2):210-5.","KEATS AS","J Pharmacol Exp Ther","1952","1952/06/01","","",""
"14769623","Treating opioid dependence. Growing implications for primary care","Krantz MJ, Mehler PS.","Arch Intern Med. 2004 Feb 9;164(3):277-88. doi: 10.1001/archinte.164.3.277.","Krantz MJ","Arch Intern Med","2004","2004/02/11","","","10.1001/archinte.164.3.277"
"14687956","Treatment needs associated with pain in substance use disorder patients: implications for concurrent treatment","Trafton JA, Oliva EM, Horst DA, Minkel JD, Humphreys K.","Drug Alcohol Depend. 2004 Jan 7;73(1):23-31. doi: 10.1016/j.drugalcdep.2003.08.007.","Trafton JA","Drug Alcohol Depend","2004","2003/12/23","","","10.1016/j.drugalcdep.2003.08.007"
"14643944","The effects of the opioid pharmacotherapies methadone, LAAM and buprenorphine, alone and in combination with alcohol, on simulated driving","Lenné MG, Dietze P, Rumbold GR, Redman JR, Triggs TJ.","Drug Alcohol Depend. 2003 Dec 11;72(3):271-8. doi: 10.1016/j.drugalcdep.2003.08.002.","Lenné MG","Drug Alcohol Depend","2003","2003/12/04","","","10.1016/j.drugalcdep.2003.08.002"
"14616187","A randomized trial comparing levo-alpha acetylmethadol with methadone maintenance for patients in primary care settings in Australia","Ritter AJ, Lintzeris N, Clark N, Kutin JJ, Bammer G, Panjari M.","Addiction. 2003 Nov;98(11):1605-13. doi: 10.1046/j.1360-0443.2003.00529.x.","Ritter AJ","Addiction","2003","2003/11/18","","","10.1046/j.1360-0443.2003.00529.x"
"14556394","[Substitutions therapy of opiate addiction in Denmark]","Ishøy T, Iversen C.","Ugeskr Laeger. 2003 Sep 15;165(38):3620-3.","Ishøy T","Ugeskr Laeger","2003","2003/10/15","","",""
"13357375","Modification of morphine, l-isomethadone, dl-alpha acetylmethadol, and n-allylnormorphine constipation by hydergine","DAVID NA, VAN ARSDEL WC 3rd.","J Am Pharm Assoc Am Pharm Assoc. 1956 Sep;45(9):645-9. doi: 10.1002/jps.3030450918.","DAVID NA","J Am Pharm Assoc Am Pharm Assoc","1956","1956/09/01","","","10.1002/jps.3030450918"
"13318970","Control of chronic pain by DL-alpha acetylmethadol","DAVID NA, SEMLER HJ, BURGNER PR.","J Am Med Assoc. 1956 Jun 16;161(7):599-603. doi: 10.1001/jama.1956.02970070031008.","DAVID NA","J Am Med Assoc","1956","1956/06/16","","","10.1001/jama.1956.02970070031008"
"13143472","The fate of the optical isomers of alpha-acetylmethadol","SUNG CY, WAY EL.","J Pharmacol Exp Ther. 1954 Mar;110(3):260-70.","SUNG CY","J Pharmacol Exp Ther","1954","1954/03/01","","",""
"13118488","Synthetic analgesics: III. Methadols, isomethadols, and their acyl derivatives","LEIMBACH DG, EDDY NB.","J Pharmacol Exp Ther. 1954 Feb;110(2):135-47.","LEIMBACH DG","J Pharmacol Exp Ther","1954","1954/02/01","","",""
"13083012","Addiction potentialities of some methadone analgesics and alpha acetylmethadol as determined by their hyperglycemic responses in rabbits","PHATAK NM, DAVID NA.","Curr Res Anesth Analg. 1953 Jul-Aug;32(4):242-9.","PHATAK NM","Curr Res Anesth Analg","1953","1953/07/01","","",""
"12875273","Behavioral health issue brief: pharmacotherapy treatment of alcoholism and drug addiction: overview and bibliography: year end report-2002","Colker AC.","Issue Brief Health Policy Track Serv. 2002 Dec 31:1-6.","Colker AC","Issue Brief Health Policy Track Serv","2002","2003/07/24","","",""
"12857659","Pharmacologic treatments for heroin and cocaine dependence","Kleber HD.","Am J Addict. 2003;12(s2):S5-S18.","Kleber HD","Am J Addict","2003","2003/07/15","","",""
"12766254","Relative efficacy of buprenorphine, nalbuphine and morphine in opioid-treated rhesus monkeys discriminating naltrexone","Sell SL, McMahon LR, France CP.","J Pharmacol Exp Ther. 2003 Sep;306(3):1167-73. doi: 10.1124/jpet.103.051425. Epub 2003 May 23.","Sell SL","J Pharmacol Exp Ther","2003","2003/05/27","","","10.1124/jpet.103.051425"
"12703332","Clinical treatment of opioid addiction and dependence","Ling W, Rawson RA, Compton M.","Methods Mol Med. 2003;84:285-95. doi: 10.1385/1-59259-379-8:285.","Ling W","Methods Mol Med","2003","2003/04/22","","","10.1385/1-59259-379-8:285"
"12676878","Transfer of L-alpha-acetylmethadol (LAAM) and L-alpha-acetyl-N-normethadol (norLAAM) by the perfused human placental lobule","Nanovskaya TN, Deshmukh SV, Miles R, Burmaster S, Ahmed MS.","J Pharmacol Exp Ther. 2003 Jul;306(1):205-12. doi: 10.1124/jpet.103.050690. Epub 2003 Apr 3.","Nanovskaya TN","J Pharmacol Exp Ther","2003","2003/04/05","","","10.1124/jpet.103.050690"
"12646332","Feasibility of referring drug users from a needle exchange program into an addiction treatment program: experience with a mobile treatment van and LAAM maintenance","Kuo I, Brady J, Butler C, Schwartz R, Brooner R, Vlahov D, Strathdee SA.","J Subst Abuse Treat. 2003 Jan;24(1):67-74. doi: 10.1016/s0740-5472(02)00343-4.","Kuo I","J Subst Abuse Treat","2003","2003/03/21","","","10.1016/s0740-5472(02)00343-4"
"12498903","Interactions of the narcotic l-alpha-acetylmethadol with human cardiac K+ channels","Kang J, Chen XL, Wang H, Rampe D.","Eur J Pharmacol. 2003 Jan 1;458(1-2):25-9. doi: 10.1016/s0014-2999(02)02700-0.","Kang J","Eur J Pharmacol","2003","2002/12/25","","","10.1016/s0014-2999(02)02700-0"
"12486677","Determination of l-alpha-acetylmethadol (LAAM), norLAAM, and dinorLAAM in clinical and in vitro samples using liquid chromatography with electrospray ionization and tandem mass spectrometry","Huang W, Bemis PA, Slawson MH, Moody DE.","J Pharm Sci. 2003 Jan;92(1):10-20. doi: 10.1002/jps.10263.","Huang W","J Pharm Sci","2003","2002/12/18","","","10.1002/jps.10263"
"12438837","Training primary health care professionals to provide buprenorphine and LAAM treatment","Lintzeris N, Ritter A, Dunlop A, Muhleisen P.","Subst Abus. 2002 Dec;23(4):245-54. doi: 10.1080/08897070209511497.","Lintzeris N","Subst Abus","2002","2002/11/20","","","10.1080/08897070209511497"
"12388652","Influence of opioid agonists on cardiac human ether-a-go-go-related gene K(+) currents","Katchman AN, McGroary KA, Kilborn MJ, Kornick CA, Manfredi PL, Woosley RL, Ebert SN.","J Pharmacol Exp Ther. 2002 Nov;303(2):688-94. doi: 10.1124/jpet.102.038240.","Katchman AN","J Pharmacol Exp Ther","2002","2002/10/22","","","10.1124/jpet.102.038240"
