PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"25163233","The influence of postoperative epidural analgesia on postoperative pain and stress response after major spine surgery--a randomized controlled double blind study","Servicl-Kuchler D, Maldini B, Borgeat A, Bilić N, Kosak R, Mavcic B, Novak-Jankovic V.","Acta Clin Croat. 2014 Jun;53(2):176-83.","Servicl-Kuchler D","Acta Clin Croat","2014","2014/08/29","","",""
"25123092","A specialized post anaesthetic care unit improves fast-track management in cardiac surgery: a prospective randomized trial","Probst S, Cech C, Haentschel D, Scholz M, Ender J.","Crit Care. 2014 Aug 15;18(4):468. doi: 10.1186/s13054-014-0468-2.","Probst S","Crit Care","2014","2014/08/16","PMC4243831","","10.1186/s13054-014-0468-2"
"24988826","Ultrasound guided femoral nerve block and lateral femoral cutaneous nerve block for postoperative pain control after primary hip arthroplasty: a retrospective study","Vandebroek A, Vertommen M, Huyghe M, Van Houwe P.","Acta Anaesthesiol Belg. 2014;65(1):39-44.","Vandebroek A","Acta Anaesthesiol Belg","2014","2014/07/04","","",""
"24813061","Pain after hernia repair with simultaneous extraperitoneal laparoscopic radical prostatectomy","Gözen AS, Tokas T, Akin Y, Atis G, Hruza M, Rassweiler J.","J Endourol. 2014 Sep;28(9):1143-8. doi: 10.1089/end.2014.0223. Epub 2014 Jun 23.","Gözen AS","J Endourol","2014","2014/05/13","","","10.1089/end.2014.0223"
"24492959","Continuous interscalene brachial plexus block versus parenteral analgesia for postoperative pain relief after major shoulder surgery","Ullah H, Samad K, Khan FA.","Cochrane Database Syst Rev. 2014 Feb 4;2014(2):CD007080. doi: 10.1002/14651858.CD007080.pub2.","Ullah H","Cochrane Database Syst Rev","2014","2014/02/05","PMC7182311","","10.1002/14651858.CD007080.pub2"
"24289500","Treatment of neuropathic pain with the capsaicin 8% patch: is pretreatment with lidocaine necessary?","Kern KU, Nowack W, Poole C.","Pain Pract. 2014 Feb;14(2):E42-50. doi: 10.1111/papr.12143. Epub 2013 Dec 1.","Kern KU","Pain Pract","2014","2013/12/03","PMC4282389","","10.1111/papr.12143"
"24220788","[Precipitation of piritramide and cefazolin. Study of the dependence on concentration and pH]","Eckle VS, Grasshoff C.","Anaesthesist. 2013 Nov;62(11):898-901. doi: 10.1007/s00101-013-2246-y. Epub 2013 Nov 14.","Eckle VS","Anaesthesist","2013","2013/11/14","","","10.1007/s00101-013-2246-y"
"23998556","Five minutes of extended assisted ventilation with an open umbilical trocar valve significantly reduces postoperative abdominal and shoulder pain in patients undergoing laparoscopic hysterectomy","Radosa JC, Radosa MP, Mavrova R, Rody A, Juhasz-Böss I, Bardens D, Brün K, Solomayer EF, Baum S.","Eur J Obstet Gynecol Reprod Biol. 2013 Nov;171(1):122-7. doi: 10.1016/j.ejogrb.2013.08.014. Epub 2013 Aug 12.","Radosa JC","Eur J Obstet Gynecol Reprod Biol","2013","2013/09/04","","","10.1016/j.ejogrb.2013.08.014"
"23670579","[Anesthesiological acute pain therapy in Germany: telephone-based survey]","Lassen CL, Link F, Lindenberg N, Klier TW, Graf BM, Maier C, Wiese CH.","Anaesthesist. 2013 May;62(5):355-64. doi: 10.1007/s00101-013-2169-7. Epub 2013 May 15.","Lassen CL","Anaesthesist","2013","2013/05/15","","","10.1007/s00101-013-2169-7"
"23447484","Incompatibility of piritramide with cephalosporins","Eckle VS, Heim E, Hahn M, Grasshoff C.","Ann Pharmacother. 2013 Mar;47(3):426-7. doi: 10.1345/aph.1R777. Epub 2013 Feb 27.","Eckle VS","Ann Pharmacother","2013","2013/03/01","","","10.1345/aph.1R777"
"23406179","Impact of MDR1 genetic polymorphisms on postoperative piritramide analgesia","Matouskova O, Slanar O, Adamkova J, Pafko P, Perlik F, Adamek S.","Bratisl Lek Listy. 2013;114(3):133-5. doi: 10.4149/bll_2013_029.","Matouskova O","Bratisl Lek Listy","2013","2013/02/15","","","10.4149/bll_2013_029"
"23404980","Treatment of refractory post-dural puncture headache with low doses of the strong opioid piritramide","Rachinger-Adam B, Kraft E, Luchting B, Woehrle T, Hasbargen U, Krueger W, Azad SC.","Br J Anaesth. 2013 Mar;110(3):490-1. doi: 10.1093/bja/aes589.","Rachinger-Adam B","Br J Anaesth","2013","2013/02/14","","","10.1093/bja/aes589"
"23385548","[Pain management after hemorrhoidectomy. Patient-controlled analgesia vs conventional pain therapy]","Hancke E, Lampinski M, Suchan K, Völke K.","Chirurg. 2013 Jul;84(7):587-93. doi: 10.1007/s00104-012-2447-y.","Hancke E","Chirurg","2013","2013/02/07","","","10.1007/s00104-012-2447-y"
"23327027","Efficacy of three IV non-opioid-analgesics on opioid consumption for postoperative pain relief after total thyroidectomy: a randomised, double-blind trial","Abdulla S, Eckhardt R, Netter U, Abdulla W.","Middle East J Anaesthesiol. 2012 Feb;21(4):543-52.","Abdulla S","Middle East J Anaesthesiol","2012","2013/01/19","","",""
"22783709","A randomized, double-blind, controlled trial on non-opioid analgesics and opioid consumption for postoperative pain relief after laparoscopic cholecystectomy","Abdulla S, Eckhardt R, Netter U, Abdulla W.","Acta Anaesthesiol Belg. 2012;63(1):43-50.","Abdulla S","Acta Anaesthesiol Belg","2012","2012/07/13","","",""
"22622852","Pain management after cesarean: a randomized controlled trial of oxycodone versus intravenous piritramide","Dieterich M, Müller-Jordan K, Stubert J, Kundt G, Wagner K, Gerber B.","Arch Gynecol Obstet. 2012 Oct;286(4):859-65. doi: 10.1007/s00404-012-2384-5. Epub 2012 May 24.","Dieterich M","Arch Gynecol Obstet","2012","2012/05/25","","","10.1007/s00404-012-2384-5"
"22526577","Postoperative pain assessment after functional endoscopic sinus surgery (FESS) for chronic pansinusitis","Finkensieper M, Poller K, Wittekindt C, Meissner W, Guntinas-Lichius O.","Eur Arch Otorhinolaryngol. 2013 Jan;270(1):157-66. doi: 10.1007/s00405-012-2015-6. Epub 2012 Apr 13.","Finkensieper M","Eur Arch Otorhinolaryngol","2013","2012/04/25","","","10.1007/s00405-012-2015-6"
"22508203","Intrathecal morphine is superior to intravenous PCA in patients undergoing minimally invasive cardiac surgery","Mukherjee C, Koch E, Banusch J, Scholz M, Kaisers UX, Ender J.","Ann Card Anaesth. 2012 Apr-Jun;15(2):122-7. doi: 10.4103/0971-9784.95075.","Mukherjee C","Ann Card Anaesth","2012","2012/04/18","","","10.4103/0971-9784.95075"
"21919372","Low-dose intravenous ketamine and clonidine for poor postoperative opioid responsiveness: a double blind randomized study","Salengros JC, Hecquet F, Touihri K, Sekkat J, Barvais L, Engelman E.","Acta Anaesthesiol Belg. 2011;62(2):65-72.","Salengros JC","Acta Anaesthesiol Belg","2011","2011/09/17","","",""
"21918824","[Obstetric analgesia in German clinics. Remifentanil as alternative to regional analgesia]","Schnabel A, Hahn N, Muellenbach R, Frambach T, Hoenig A, Roewer N, Kranke P.","Anaesthesist. 2011 Nov;60(11):995-1001. doi: 10.1007/s00101-011-1933-9. Epub 2011 Sep 16.","Schnabel A","Anaesthesist","2011","2011/09/16","","","10.1007/s00101-011-1933-9"
"21534181","[An algorithm for postoperative pain management in visceral and thoracic surgery: an observational study]","Klammer F, Gehling M, Klammer A, Fass J, Tryba M.","Zentralbl Chir. 2013 Dec;138(6):616-21. doi: 10.1055/s-0031-1271430. Epub 2011 Apr 29.","Klammer F","Zentralbl Chir","2013","2011/05/03","","","10.1055/s-0031-1271430"
"21495003","[Perioperative anaesthesiological management in 167  patients undergoing bariatric surgery]","Heinrich S, Horbach T, Salleck D, Birkholz T, Irouschek A, Schmidt J.","Zentralbl Chir. 2011 Dec;136(6):604-11. doi: 10.1055/s-0031-1271382. Epub 2011 Apr 14.","Heinrich S","Zentralbl Chir","2011","2011/04/16","","","10.1055/s-0031-1271382"
"21483383","Continuous spinal anesthesia versus continuous femoral nerve block for elective total knee replacement","Krämer S, Wenk M, Fischer G, Möllmann M, Pöpping DM.","Minerva Anestesiol. 2011 Apr;77(4):394-400. Epub 2011 Feb 1.","Krämer S","Minerva Anestesiol","2011","2011/04/13","","",""
"21441884","Auricular acupuncture for postoperative pain after gynecological surgery: a randomized controlled trail","Holzer A, Leitgeb U, Spacek A, Wenzl R, Herkner H, Kettner S.","Minerva Anestesiol. 2011 Mar;77(3):298-304.","Holzer A","Minerva Anestesiol","2011","2011/03/29","","",""
"21384749","The role of diclofenac and piritramide in the management of acute postoperative pain in hernioplasty","Adamek S, Matouskova O, Pafko P, Slanar O, Perlik F.","Bratisl Lek Listy. 2010;111(11):616-8.","Adamek S","Bratisl Lek Listy","2010","2011/03/10","","",""
"21366644","Stability-indicating HPLC assays for the determination of piritramide and droperidol in PCA solution","Selbach S, Diederich WE, Fett S, Fründ D, Koch T, Eberhart LH.","J Clin Pharm Ther. 2011 Apr;36(2):161-5. doi: 10.1111/j.1365-2710.2010.01169.x. Epub 2010 Aug 13.","Selbach S","J Clin Pharm Ther","2011","2011/03/04","","","10.1111/j.1365-2710.2010.01169.x"
"21356580","Development and validation of a sensitive UPLC-MS/MS method for the analysis of narcotic analgesics in urine and whole blood in forensic context","Verplaetse R, Tytgat J.","Forensic Sci Int. 2012 Feb 10;215(1-3):136-45. doi: 10.1016/j.forsciint.2011.01.047. Epub 2011 Feb 26.","Verplaetse R","Forensic Sci Int","2012","2011/03/02","","","10.1016/j.forsciint.2011.01.047"
"21273350","Percutaneous balloon kyphoplasty with the patient under intravenous analgesia and sedation: a feasibility study","Mohr M, Pillich D, Kirsch M, Mueller JU, Fleck S, Hosten N, Langner S.","AJNR Am J Neuroradiol. 2011 Apr;32(4):649-53. doi: 10.3174/ajnr.A2345. Epub 2011 Jan 27.","Mohr M","AJNR Am J Neuroradiol","2011","2011/01/29","","","10.3174/ajnr.A2345"
"21258820","[Levobupivacaine vs. ropivacaine for continuous femoral analgesia after anterior cruciate ligament reconstruction]","Schuster M, Engelhardt L, Erler W, Dienert B, Wagner M, Birnbaum J, Volk T.","Schmerz. 2011 Feb;25(1):62-8. doi: 10.1007/s00482-010-1006-z.","Schuster M","Schmerz","2011","2011/01/25","","","10.1007/s00482-010-1006-z"
"21181618","[Estimation of postoperative pain after tonsillectomy in adults using QUIPS: an instrument to improve postoperative pain management]","Poller K, Volk GF, Wittekindt C, Meissner W, Guntinas-Lichius O.","Laryngorhinootologie. 2011 Feb;90(2):82-9. doi: 10.1055/s-0030-1269848. Epub 2010 Dec 21.","Poller K","Laryngorhinootologie","2011","2010/12/25","","","10.1055/s-0030-1269848"
"21088598","A randomised trial comparing sufentanil versus remifentanil for laparoscopic gastroplasty in the morbidly obese patient","Bidgoli J, Delesalle S, De Hert SG, Reiles E, Van der Linden PJ.","Eur J Anaesthesiol. 2011 Feb;28(2):120-4. doi: 10.1097/EJA.0b013e3283405048.","Bidgoli J","Eur J Anaesthesiol","2011","2010/11/20","","","10.1097/EJA.0b013e3283405048"
"20890207","Efficacy of intravenous paracetamol compared to dipyrone and parecoxib for postoperative pain management after minor-to-intermediate surgery: a randomised, double-blind trial","Brodner G, Gogarten W, Van Aken H, Hahnenkamp K, Wempe C, Freise H, Cosanne I, Huppertz-Thyssen M, Ellger B.","Eur J Anaesthesiol. 2011 Feb;28(2):125-32. doi: 10.1097/EJA.0b013e32833fedfa.","Brodner G","Eur J Anaesthesiol","2011","2010/10/05","","","10.1097/EJA.0b013e32833fedfa"
"20491351","[Pain perception and pain therapy in premature infants]","Braun B, Reber M.","Kinderkrankenschwester. 2010 May;29(5):187-97.","Braun B","Kinderkrankenschwester","2010","2010/05/25","","",""
"20479664","Prospective assessment of postoperative pain after craniotomy","Mordhorst C, Latz B, Kerz T, Wisser G, Schmidt A, Schneider A, Jahn-Eimermacher A, Werner C, Engelhard K.","J Neurosurg Anesthesiol. 2010 Jul;22(3):202-6. doi: 10.1097/ANA.0b013e3181df0600.","Mordhorst C","J Neurosurg Anesthesiol","2010","2010/05/19","","","10.1097/ANA.0b013e3181df0600"
"20427369","Postoperative analgesia with parecoxib, acetaminophen, and the combination of both: a randomized, double-blind, placebo-controlled trial in patients undergoing thyroid surgery","Gehling M, Arndt C, Eberhart LH, Koch T, Krüger T, Wulf H.","Br J Anaesth. 2010 Jun;104(6):761-7. doi: 10.1093/bja/aeq096. Epub 2010 Apr 28.","Gehling M","Br J Anaesth","2010","2010/04/30","","","10.1093/bja/aeq096"
"20404748","Transient downbeat nystagmus after intravenous administration of the opioid piritramide","Kaut O, Kornblum C.","J Neuroophthalmol. 2010 Jun;30(2):164. doi: 10.1097/WNO.0b013e3181c25477.","Kaut O","J Neuroophthalmol","2010","2010/04/21","","","10.1097/WNO.0b013e3181c25477"
"20192944","Systemic allergic contact dermatitis from intravenous piritramide","Waltermann K, Geier J, Diessenbacher P, Schadendorf D, Hillen U.","Allergy. 2010 Sep;65(9):1203-4. doi: 10.1111/j.1398-9995.2010.02331.x. Epub 2010 Feb 26.","Waltermann K","Allergy","2010","2010/03/03","","","10.1111/j.1398-9995.2010.02331.x"
"19828484","Magnesium and headache after aneurysmal subarachnoid haemorrhage","Dorhout Mees SM, Bertens D, van der Worp HB, Rinkel GJ, van den Bergh WM.","J Neurol Neurosurg Psychiatry. 2010 May;81(5):490-3. doi: 10.1136/jnnp.2009.181404. Epub 2009 Oct 13.","Dorhout Mees SM","J Neurol Neurosurg Psychiatry","2010","2009/10/16","","","10.1136/jnnp.2009.181404"
"19825903","The anxiolytic effect of pregabalin in outpatients undergoing minor orthopaedic surgery","Gonano C, Latzke D, Sabeti-Aschraf M, Kettner SC, Chiari A, Gustorff B.","J Psychopharmacol. 2011 Feb;25(2):249-53. doi: 10.1177/0269881109106928. Epub 2009 Oct 13.","Gonano C","J Psychopharmacol","2011","2009/10/15","","","10.1177/0269881109106928"
"19779370","Postoperative and preincisional electrical nerve stimulation TENS reduce postoperative opioid requirement after major spinal surgery","Unterrainer AF, Friedrich C, Krenn MH, Piotrowski WP, Golaszewski SM, Hitzl W.","J Neurosurg Anesthesiol. 2010 Jan;22(1):1-5. doi: 10.1097/ANA.0b013e3181b7fef5.","Unterrainer AF","J Neurosurg Anesthesiol","2010","2009/09/26","","","10.1097/ANA.0b013e3181b7fef5"
"19618674","Stability of piritramide in patient-controlled analgesia (PCA) solutions","Remane D, Scriba G, Meissner W, Hartmann M.","Pharmazie. 2009 Jun;64(6):380-1.","Remane D","Pharmazie","2009","2009/07/22","","",""
"19513760","[Influence of acupuncture on postoperative pain, nausea and vomiting after visceral surgery : a prospective, randomized comparative study of metamizole and standard treatment]","Grube T, Uhlemann C, Weiss T, Meissner W.","Schmerz. 2009 Aug;23(4):370-6. doi: 10.1007/s00482-009-0798-1.","Grube T","Schmerz","2009","2009/06/11","","","10.1007/s00482-009-0798-1"
"19474689","Midline versus transverse incision in major abdominal surgery: a randomized, double-blind equivalence trial (POVATI: ISRCTN60734227)","Seiler CM, Deckert A, Diener MK, Knaebel HP, Weigand MA, Victor N, Büchler MW.","Ann Surg. 2009 Jun;249(6):913-20. doi: 10.1097/SLA.0b013e3181a77c92.","Seiler CM","Ann Surg","2009","2009/05/29","","","10.1097/SLA.0b013e3181a77c92"
"19468278","Assessment of recovery, dreaming, hemodynamics, and satisfaction in postcardiac surgery patients receiving supplementary propofol sedation with S(+)-ketamine","Piper SN, Beschmann R, Mengistu A, Kalenka A, Maleck WH, Boldt J, Röhm KD.","Minerva Anestesiol. 2009 Jun;75(6):363-73.","Piper SN","Minerva Anestesiol","2009","2009/05/27","","",""
"19308464","[Pain therapy using stimulating catheters after total knee arthroplasty]","Fritze P, Anderl S, Marouf A, Cumlivski R, Müller Ch, Pernicka E, Redl G.","Schmerz. 2009 Jun;23(3):292-8. doi: 10.1007/s00482-009-0781-x.","Fritze P","Schmerz","2009","2009/03/25","","","10.1007/s00482-009-0781-x"
"19298362","Combined ultrasound and nerve stimulation-guided thoracic epidural catheter placement for analgesia following anterior spine fusion in scoliosis","Pandin P, Haentjens L, Salengros JC, Quintin J, Barvais L.","Pain Pract. 2009 May-Jun;9(3):230-4. doi: 10.1111/j.1533-2500.2009.00275.x. Epub 2009 Mar 3.","Pandin P","Pain Pract","2009","2009/03/21","","","10.1111/j.1533-2500.2009.00275.x"
"19084439","Effect of somatostatin analogue octreotide on pain relief after major abdominal surgery","Dahaba AA, Mueller G, Mattiassich G, Rumpold-Seitlinger G, Bornemann H, Rehak PH, Linck G, Mischinger HJ, Metzler H.","Eur J Pain. 2009 Sep;13(8):861-4. doi: 10.1016/j.ejpain.2008.10.006. Epub 2008 Dec 11.","Dahaba AA","Eur J Pain","2009","2008/12/17","","","10.1016/j.ejpain.2008.10.006"
"19083025","[Circadian rhythm of PCA-based opioid consumption in children with chemotherapy-related mucositis]","Schiessl C, Schestag I, Griessinger N, Sittl R, Zernikow B.","Schmerz. 2009 Feb;23(1):7-19. doi: 10.1007/s00482-008-0734-9.","Schiessl C","Schmerz","2009","2008/12/17","","","10.1007/s00482-008-0734-9"
"18923312","Therapeutic effect of intrathecal morphine after posterior lumbar interbody fusion surgery: a prospective, double-blind, randomized study","Ziegeler S, Fritsch E, Bauer C, Mencke T, Müller BI, Soltesz S, Silomon M.","Spine (Phila Pa 1976). 2008 Oct 15;33(22):2379-86. doi: 10.1097/BRS.0b013e3181844ef2.","Ziegeler S","Spine (Phila Pa 1976)","2008","2008/10/17","","","10.1097/BRS.0b013e3181844ef2"
"18630765","Opioid sparing effect of epidural levobupivacaine on postoperative pain treatment in major spinal surgery","Unterrainer AF, Al-Schameri AR, Piotrowski WP, Krombholz-Reindl MA, Schmid AL, Hitzl W.","Middle East J Anaesthesiol. 2008 Feb;19(4):781-8.","Unterrainer AF","Middle East J Anaesthesiol","2008","2008/07/18","","",""
"18544002","Parecoxib versus dipyrone (metamizole) for postoperative pain relief after hysterectomy : a prospective, single-centre, randomized, double-blind trial","Soltesz S, Gerbershagen MU, Pantke B, Eichler F, Molter G.","Clin Drug Investig. 2008;28(7):421-8. doi: 10.2165/00044011-200828070-00003.","Soltesz S","Clin Drug Investig","2008","2008/06/12","","","10.2165/00044011-200828070-00003"
"18042413","Millimetre wave therapy for pain relief after total knee arthroplasty: a randomised controlled trial","Usichenko TI, Edinger H, Witstruck T, Pavlovic D, Zach M, Lange J, Gizhko V, Wendt M, Koch B, Lehmann C.","Eur J Pain. 2008 Jul;12(5):617-23. doi: 10.1016/j.ejpain.2007.10.004. Epub 2007 Nov 26.","Usichenko TI","Eur J Pain","2008","2007/11/29","","","10.1016/j.ejpain.2007.10.004"
"17934758","Prospective evaluation of the pharmacodynamics of piritramide in neonates and infants","Huenseler C, Borucki D, Mueller C, Hering F, Kremer W, Theisohn M, Roth B.","Eur J Pediatr. 2008 Aug;167(8):867-72. doi: 10.1007/s00431-007-0601-1. Epub 2007 Oct 13.","Huenseler C","Eur J Pediatr","2008","2007/10/16","","","10.1007/s00431-007-0601-1"
"17726586","[Intra-articular ketamine after arthroscopic knee surgery. Optimisation of postoperative analgesia]","Borner M, Bürkle H, Trojan S, Horoshun G, Riewendt HD, Wappler F.","Anaesthesist. 2007 Nov;56(11):1120-7. doi: 10.1007/s00101-007-1249-y.","Borner M","Anaesthesist","2007","2007/08/30","","","10.1007/s00101-007-1249-y"
"17533543","Pain management during uterine artery embolization for symptomatic uterine fibroids","Lampmann LE, Lohle PN, Smeets A, Boekkooi PF, Vervest H, van Oirschot CM, Bremer RC.","Cardiovasc Intervent Radiol. 2007 Jul-Aug;30(4):809-11. doi: 10.1007/s00270-007-9069-7. Epub 2007 May 29.","Lampmann LE","Cardiovasc Intervent Radiol","2007","2007/05/30","PMC2700250","","10.1007/s00270-007-9069-7"
"17464606","Continuous psoas and sciatic block after knee arthroplasty: good effects compared to epidural analgesia or i.v. opioid analgesia: a prospective study of 63 patients","Raimer C, Priem K, Wiese AA, Birnbaum J, Dirkmorfeld LM, Mossner A, Matziolis G, Perka C, Volk T.","Acta Orthop. 2007 Apr;78(2):193-200. doi: 10.1080/17453670710013672.","Raimer C","Acta Orthop","2007","2007/04/28","","","10.1080/17453670710013672"
"17410731","[Experimental study of the use of piritramide as intrathecal analgesic]","Tica VI, Neştianu V, Tica AA, Beghim M, Serbanescu L, Beghim E, Bafani S.","Chirurgia (Bucur). 2007 Jan-Feb;102(1):57-63.","Tica VI","Chirurgia (Bucur)","2007","2007/04/07","","",""
"17319560","Electronically monitored single-use patient-controlled analgesia pumps in postoperative pain control","Zimmermann M, Friedrich K, Kirchner R.","J Opioid Manag. 2005 Nov-Dec;1(5):267-72. doi: 10.5055/jom.2005.0056.","Zimmermann M","J Opioid Manag","2005","2007/02/27","","","10.5055/jom.2005.0056"
"17197840","Intravenous lidocaine infusion facilitates acute rehabilitation after laparoscopic colectomy","Kaba A, Laurent SR, Detroz BJ, Sessler DI, Durieux ME, Lamy ML, Joris JL.","Anesthesiology. 2007 Jan;106(1):11-8; discussion 5-6. doi: 10.1097/00000542-200701000-00007.","Kaba A","Anesthesiology","2007","2007/01/02","","","10.1097/00000542-200701000-00007"
"17174527","Influence of pain treatment by epidural fentanyl and bupivacaine on homing of opioid-containing leukocytes to surgical wounds","Heurich M, Mousa SA, Lenzner M, Morciniec P, Kopf A, Welte M, Stein C.","Brain Behav Immun. 2007 Jul;21(5):544-52. doi: 10.1016/j.bbi.2006.10.014. Epub 2006 Dec 15.","Heurich M","Brain Behav Immun","2007","2006/12/19","","","10.1016/j.bbi.2006.10.014"
