PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"29634552","Naloxegol to Treat Constipation in a Patient Taking Opioids for Cancer Pain: A Case Report","Gálvez R, Maire C, Tovar I, Vargas P.","A A Pract. 2018 Jul 1;11(1):22-24. doi: 10.1213/XAA.0000000000000726.","Gálvez R","A A Pract","2018","2018/04/11","","","10.1213/XAA.0000000000000726"
"29621475","Management of Opioid-Induced Constipation in Patients with Malignancy","Garcia JM, Shamliyan TA.","Am J Med. 2018 Sep;131(9):1041-1051.e3. doi: 10.1016/j.amjmed.2018.02.038. Epub 2018 Apr 2.","Garcia JM","Am J Med","2018","2018/04/06","","","10.1016/j.amjmed.2018.02.038"
"29504415","Cardiovascular Safety of the Selective μ-Opioid Receptor Antagonist Naloxegol: A Novel Therapy for Opioid-Induced Constipation","White WB, Kowey P, Diva U, Sostek M, Tummala R.","J Cardiovasc Pharmacol Ther. 2018 Jul;23(4):309-317. doi: 10.1177/1074248418760239. Epub 2018 Mar 4.","White WB","J Cardiovasc Pharmacol Ther","2018","2018/03/06","","","10.1177/1074248418760239"
"29432808","The impact of naloxegol on anal sphincter function - Using a human experimental model of opioid-induced bowel dysfunction","Grønlund D, Poulsen JL, Krogh K, Brock C, Liao D, Gregersen H, Drewes AM, Olesen AE.","Eur J Pharm Sci. 2018 May 30;117:187-192. doi: 10.1016/j.ejps.2018.02.008. Epub 2018 Feb 9.","Grønlund D","Eur J Pharm Sci","2018","2018/02/13","","","10.1016/j.ejps.2018.02.008"
"29405492","Effects of naloxegol on whole gut transit in opioid-naïve healthy subjects receiving codeine: A randomized, controlled trial","Halawi H, Vijayvargiya P, Busciglio I, Oduyebo I, Khemani D, Ryks M, Rhoten D, Burton D, Szarka LA, Acosta A, Camilleri M.","Neurogastroenterol Motil. 2018 May;30(5):e13298. doi: 10.1111/nmo.13298. Epub 2018 Feb 6.","Halawi H","Neurogastroenterol Motil","2018","2018/02/07","PMC5924457","NIHMS934063","10.1111/nmo.13298"
"29322659","Integrating dose estimation into a decision-making framework for model-based drug development","Dunyak J, Mitchell P, Hamrén B, Helmlinger G, Matcham J, Stanski D, Al-Huniti N.","Pharm Stat. 2018 Mar;17(2):155-168. doi: 10.1002/pst.1841. Epub 2018 Jan 10.","Dunyak J","Pharm Stat","2018","2018/01/12","","","10.1002/pst.1841"
"29301016","Movantik™ and the Frequency of Positive Naloxone in Urine","Wotring J, Countryman S, Wallace FN, Strickland EC, Cummings OT, McIntire GL.","J Anal Toxicol. 2018 Apr 1;42(3):e38-e40. doi: 10.1093/jat/bkx104.","Wotring J","J Anal Toxicol","2018","2018/01/05","","","10.1093/jat/bkx104"
"29210822","PERIPHERALLY ACTING MU-OPIOID RECEPTOR ANTAGONISTS","Martinez-Cox S, Espinosa K, Friece C, Rahman A.","Gastroenterol Nurs. 2017 Nov/Dec;40(6):517-522. doi: 10.1097/SGA.0000000000000326.","Martinez-Cox S","Gastroenterol Nurs","2017","2017/12/07","","","10.1097/SGA.0000000000000326"
"29119706","Insights on efficacious doses of PAMORAs for patients on chronic opioid therapy or opioid-naïve patients","van Malderen K, Halawi H, Camilleri M.","Neurogastroenterol Motil. 2018 May;30(5):e13250. doi: 10.1111/nmo.13250. Epub 2017 Nov 9.","van Malderen K","Neurogastroenterol Motil","2018","2017/11/10","","","10.1111/nmo.13250"
"29092627","Evidence Based Review of Pharmacotherapy for Opioid-Induced Constipation in Noncancer Pain","Murphy JA, Sheridan EA.","Ann Pharmacother. 2018 Apr;52(4):370-379. doi: 10.1177/1060028017739637. Epub 2017 Nov 2.","Murphy JA","Ann Pharmacother","2018","2017/11/03","","","10.1177/1060028017739637"
"28898536","Treatment with Naloxegol Versus Placebo: Pain Assessment in Patients with Noncancer Pain and Opioid-Induced Constipation","Webster L, Diva U, Tummala R, Sostek M.","Pain Pract. 2018 Apr;18(4):505-514. doi: 10.1111/papr.12640. Epub 2017 Nov 27.","Webster L","Pain Pract","2018","2017/09/13","","","10.1111/papr.12640"
"28858018","Naloxegol for managing opioid-induced constipation","Shelton KN, Clements JN.","JAAPA. 2017 Sep;30(9):51-53. doi: 10.1097/01.JAA.0000522146.29435.c7.","Shelton KN","JAAPA","2017","2017/09/01","","","10.1097/01.JAA.0000522146.29435.c7"
"28782266","Population Exposure-Response Modeling Supported Selection of Naloxegol Doses in Phase III Studies in Patients With Opioid-Induced Constipation","Al-Huniti N, Xu H, Zhou D, Aksenov S, Fox R, Bui KH.","CPT Pharmacometrics Syst Pharmacol. 2017 Oct;6(10):705-711. doi: 10.1002/psp4.12229. Epub 2017 Sep 25.","Al-Huniti N","CPT Pharmacometrics Syst Pharmacol","2017","2017/08/08","PMC5658281","","10.1002/psp4.12229"
"28651689","Clinical Pearls in palliative medicine","Feely MA, Litin SC, Bundrick JB.","Dis Mon. 2017 Jun;63(6):134-140. doi: 10.1016/j.disamonth.2017.03.013.","Feely MA","Dis Mon","2017","2017/06/28","","","10.1016/j.disamonth.2017.03.013"
"28554659","Naloxegol, an opioid antagonist with reduced CNS penetration: Mode-of-action and human relevance for rat testicular tumours","Andersson H, Mitchard T, Johnson N, Floettmann E.","Toxicol Appl Pharmacol. 2017 Aug 15;329:85-95. doi: 10.1016/j.taap.2017.05.032. Epub 2017 May 26.","Andersson H","Toxicol Appl Pharmacol","2017","2017/05/31","","","10.1016/j.taap.2017.05.032"
"28548207","Pharmacometric Modeling of Naloxegol Efficacy and Safety: Impact on Dose and Label","Al-Huniti N, Zhou D, Xu H, Aksenov S, Bui KH, Fox R, Helmlinger G, Stanski D.","Clin Pharmacol Ther. 2017 Nov;102(5):741-744. doi: 10.1002/cpt.719. Epub 2017 May 26.","Al-Huniti N","Clin Pharmacol Ther","2017","2017/05/27","","","10.1002/cpt.719"
"28504549","Determination of naloxegol in human biological matrices","Li Y, Hoffmann M, Severin P.","Bioanalysis. 2017 Apr;9(8):609-619. doi: 10.4155/bio-2016-0253. Epub 2017 May 15.","Li Y","Bioanalysis","2017","2017/05/16","","","10.4155/bio-2016-0253"
"28363231","[Management of adverse effects of opioid therapy]","Wirz S.","Z Gastroenterol. 2017 Apr;55(4):394-400. doi: 10.1055/s-0043-103348. Epub 2017 Mar 31.","Wirz S","Z Gastroenterol","2017","2017/04/01","","","10.1055/s-0043-103348"
"28336575","Pharmacologic Profile of Naloxegol, a Peripherally Acting µ-Opioid Receptor Antagonist, for the Treatment of Opioid-Induced Constipation","Floettmann E, Bui K, Sostek M, Payza K, Eldon M.","J Pharmacol Exp Ther. 2017 May;361(2):280-291. doi: 10.1124/jpet.116.239061. Epub 2017 Mar 23.","Floettmann E","J Pharmacol Exp Ther","2017","2017/03/25","PMC5399635","","10.1124/jpet.116.239061"
"28127938","An Open-Label, Randomized Bioavailability Study of Alternative Methods of Oral Administration of Naloxegol in Healthy Subjects","Bui K, Birmingham B, Diva U, Berger B.","Clin Pharmacol Drug Dev. 2017 Jul;6(4):420-427. doi: 10.1002/cpdd.335. Epub 2017 Jan 27.","Bui K","Clin Pharmacol Drug Dev","2017","2017/01/28","","","10.1002/cpdd.335"
"28059433","A 12-week extension study to assess the safety and tolerability of naloxegol in patients with noncancer pain and opioid-induced constipation","Webster L, Tummala R, Diva U, Lappalainen J.","J Opioid Manag. 2016 Nov/Dec;12(6):405-419. doi: 10.5055/jom.2016.0360.","Webster L","J Opioid Manag","2016","2017/01/07","","","10.5055/jom.2016.0360"
"28035588","Clinical Pharmacokinetics and Pharmacodynamics of Naloxegol, a Peripherally Acting µ-Opioid Receptor Antagonist","Bui K, Zhou D, Xu H, Floettmann E, Al-Huniti N.","Clin Pharmacokinet. 2017 Jun;56(6):573-582. doi: 10.1007/s40262-016-0479-z.","Bui K","Clin Pharmacokinet","2017","2016/12/31","","","10.1007/s40262-016-0479-z"
"27663572","Cost Effectiveness of Naloxegol for Opioid-Induced Constipation in the UK","Lawson R, Ryan J, King F, Goh JW, Tichy E, Marsh K.","Pharmacoeconomics. 2017 Feb;35(2):225-235. doi: 10.1007/s40273-016-0454-4.","Lawson R","Pharmacoeconomics","2017","2016/09/25","","","10.1007/s40273-016-0454-4"
"27435972","Population Exposure-Response Modeling of Naloxegol in Patients With Noncancer-Related Pain and Opioid-Induced Constipation","Al-Huniti N, Nielsen JC, Hutmacher MM, Lappalainen J, Cantagallo K, Sostek M.","CPT Pharmacometrics Syst Pharmacol. 2016 Jul;5(7):359-66. doi: 10.1002/psp4.12099. Epub 2016 Jul 20.","Al-Huniti N","CPT Pharmacometrics Syst Pharmacol","2016","2016/07/21","PMC4961079","","10.1002/psp4.12099"
"27342744","Impact of Treatment with Naloxegol for Opioid-Induced Constipation on Patients' Health State Utility","Lawson R, King F, Marsh K, Altincatal A, Cimen A.","Adv Ther. 2016 Aug;33(8):1331-46. doi: 10.1007/s12325-016-0365-y. Epub 2016 Jun 24.","Lawson R","Adv Ther","2016","2016/06/26","PMC4969326","","10.1007/s12325-016-0365-y"
"27299937","Simulation and Prediction of the Drug-Drug Interaction Potential of Naloxegol by Physiologically Based Pharmacokinetic Modeling","Zhou D, Bui K, Sostek M, Al-Huniti N.","CPT Pharmacometrics Syst Pharmacol. 2016 May;5(5):250-7. doi: 10.1002/psp4.12070. Epub 2016 Apr 16.","Zhou D","CPT Pharmacometrics Syst Pharmacol","2016","2016/06/15","PMC4879473","","10.1002/psp4.12070"
"27137716","Safety, tolerability, and pharmacokinetics of multiple ascending doses of naloxegol","Eldon MA, Kugler AR, Medve RA, Bui K, Butler K, Sostek M.","Clin Pharmacol Drug Dev. 2015 Nov;4(6):442-8. doi: 10.1002/cpdd.204. Epub 2015 Sep 4.","Eldon MA","Clin Pharmacol Drug Dev","2015","2016/05/04","","","10.1002/cpdd.204"
"27137715","Safety, tolerability, pharmacokinetics, and pharmacodynamic effects of naloxegol at peripheral and central nervous system receptors in healthy male subjects: A single ascending-dose study","Eldon MA, Kugler AR, Medve RA, Bui K, Butler K, Sostek M.","Clin Pharmacol Drug Dev. 2015 Nov;4(6):434-41. doi: 10.1002/cpdd.206. Epub 2015 Sep 4.","Eldon MA","Clin Pharmacol Drug Dev","2015","2016/05/04","","","10.1002/cpdd.206"
"26945548","Novel Oral Therapies for Opioid-induced Bowel Dysfunction in Patients with Chronic Noncancer Pain","Holder RM, Rhee D.","Pharmacotherapy. 2016 Mar;36(3):287-99. doi: 10.1002/phar.1711. Epub 2016 Mar 6.","Holder RM","Pharmacotherapy","2016","2016/03/07","","","10.1002/phar.1711"
"26945149","New drugs 2016, part 1","Hussar DA.","Nursing. 2016 Apr;46(4):38-46; quiz 467. doi: 10.1097/01.NURSE.0000481419.58222.43.","Hussar DA","Nursing","2016","2016/03/06","","","10.1097/01.NURSE.0000481419.58222.43"
"26702846","Opioid-induced constipation in chronic noncancer pain","Weber HC.","Curr Opin Endocrinol Diabetes Obes. 2016 Feb;23(1):11-7. doi: 10.1097/MED.0000000000000220.","Weber HC","Curr Opin Endocrinol Diabetes Obes","2016","2015/12/26","","","10.1097/MED.0000000000000220"
"26678015","Effects of CYP3A Modulators on the Pharmacokinetics of Naloxegol","Bui K, Zhou D, Sostek M, She F, Al-Huniti N.","J Clin Pharmacol. 2016 Aug;56(8):1019-27. doi: 10.1002/jcph.693. Epub 2016 Feb 24.","Bui K","J Clin Pharmacol","2016","2015/12/19","","","10.1002/jcph.693"
"26660436","▼Naloxegol for opioid-induced constipation","","Drug Ther Bull. 2015 Dec;53(12):138-40. doi: 10.1136/dtb.2015.12.0369.","","Drug Ther Bull","2015","2015/12/15","","","10.1136/dtb.2015.12.0369"
"26450143","Treating Opioid-Induced Constipation in Older Adults: New Options","Sani H, Mahan RJ.","Consult Pharm. 2015 Oct;30(10):612-5. doi: 10.4140/TCP.n.2015.612.","Sani H","Consult Pharm","2015","2015/10/10","","","10.4140/TCP.n.2015.612"
"26439728","Opioid-Induced Constipation Part 2: Newer Therapies #295","Badke A, Rosielle DA.","J Palliat Med. 2015 Oct;18(10):893-4. doi: 10.1089/jpm.2015.0153.","Badke A","J Palliat Med","2015","2015/10/07","","","10.1089/jpm.2015.0153"
"26393826","Naloxegol (Movantik) for opioid-induced constipation","","Med Lett Drugs Ther. 2015 Sep 28;57(1478):135-7.","","Med Lett Drugs Ther","2015","2015/09/23","","",""
"26380386","Naloxegol: the first orally administered, peripherally acting, mu opioid receptor antagonist, approved for the treatment of opioid-induced constipation","Corsetti M, Tack J.","Drugs Today (Barc). 2015 Aug;51(8):479-89. doi: 10.1358/dot.2015.51.8.2364896.","Corsetti M","Drugs Today (Barc)","2015","2015/09/18","","","10.1358/dot.2015.51.8.2364896"
"26329350","Absorption, distribution, metabolism, and excretion of [14C]-labeled naloxegol in healthy subjects","Bui K, She F, Hutchison M, Brunnström Å, Sostek M.","Int J Clin Pharmacol Ther. 2015 Oct;53(10):838-46. doi: 10.5414/CP202276.","Bui K","Int J Clin Pharmacol Ther","2015","2015/09/03","PMC4564822","","10.5414/CP202276"
"26317320","Population pharmacokinetics of naloxegol in a population of 1247 healthy subjects and patients","Al-Huniti N, Chapel S, Xu H, Bui KH, Sostek M.","Br J Clin Pharmacol. 2016 Jan;81(1):89-100. doi: 10.1111/bcp.12756. Epub 2015 Oct 27.","Al-Huniti N","Br J Clin Pharmacol","2016","2015/08/29","PMC4693583","","10.1111/bcp.12756"
"26248047","The effect of quinidine, a strong P-glycoprotein inhibitor, on the pharmacokinetics and central nervous system distribution of naloxegol","Bui K, She F, Zhou D, Butler K, Al-Huniti N, Sostek M.","J Clin Pharmacol. 2016 Apr;56(4):497-505. doi: 10.1002/jcph.613. Epub 2015 Nov 9.","Bui K","J Clin Pharmacol","2016","2015/08/07","","","10.1002/jcph.613"
"26161491","Naloxegol oxalate, pirfenidone, and nintedanib","Hussar DA, Jeon MM.","J Am Pharm Assoc (2003). 2015 Jul-Aug;55(4):461-3. doi: 10.1331/JAPhA.2015.15523.","Hussar DA","J Am Pharm Assoc (2003)","2015","2015/07/11","","","10.1331/JAPhA.2015.15523"
"26150678","Naloxegol: A Novel Therapy in the Management of Opioid-Induced Constipation","Jones R, Prommer E, Backstedt D.","Am J Hosp Palliat Care. 2016 Nov;33(9):875-880. doi: 10.1177/1049909115593937. Epub 2015 Jul 6.","Jones R","Am J Hosp Palliat Care","2016","2015/07/08","","","10.1177/1049909115593937"
"25666542","Naloxegol: a review of its use in patients with opioid-induced constipation","Garnock-Jones KP.","Drugs. 2015 Mar;75(4):419-25. doi: 10.1007/s40265-015-0357-2.","Garnock-Jones KP","Drugs","2015","2015/02/11","","","10.1007/s40265-015-0357-2"
"25496063","Naloxegol , a new drug for the treatment of opioid-induced constipation","Corsetti M, Tack J.","Expert Opin Pharmacother. 2015 Feb;16(3):399-406. doi: 10.1517/14656566.2015.991306. Epub 2014 Dec 13.","Corsetti M","Expert Opin Pharmacother","2015","2014/12/16","","","10.1517/14656566.2015.991306"
"25471070","Naloxegol: treatment for opioid-induced constipation in chronic non-cancer pain","Leonard J, Baker DE.","Ann Pharmacother. 2015 Mar;49(3):360-5. doi: 10.1177/1060028014560191. Epub 2014 Dec 3.","Leonard J","Ann Pharmacother","2015","2014/12/05","","","10.1177/1060028014560191"
"25220391","Naloxegol for the treatment of opioid-induced constipation","Tack J, Corsetti M.","Expert Rev Gastroenterol Hepatol. 2014 Nov;8(8):855-61. doi: 10.1586/17474124.2014.939629. Epub 2014 Sep 15.","Tack J","Expert Rev Gastroenterol Hepatol","2014","2014/09/16","","","10.1586/17474124.2014.939629"
"25112584","Randomised clinical trial: the long-term safety and tolerability of naloxegol in patients with pain and opioid-induced constipation","Webster L, Chey WD, Tack J, Lappalainen J, Diva U, Sostek M.","Aliment Pharmacol Ther. 2014 Oct;40(7):771-9. doi: 10.1111/apt.12899. Epub 2014 Aug 12.","Webster L","Aliment Pharmacol Ther","2014","2014/08/13","","","10.1111/apt.12899"
"24973366","GI relief may come sooner than later for patients with chronic noncancer pain","Thompson CA.","Am J Health Syst Pharm. 2014 Jul 15;71(14):1153-5. doi: 10.2146/news140049.","Thompson CA","Am J Health Syst Pharm","2014","2014/06/29","","","10.2146/news140049"
"24946021","The effects of renal impairment on the pharmacokinetics, safety, and tolerability of naloxegol","Bui K, She F, Sostek M.","J Clin Pharmacol. 2014 Dec;54(12):1375-82. doi: 10.1002/jcph.349. Epub 2014 Jul 1.","Bui K","J Clin Pharmacol","2014","2014/06/20","","","10.1002/jcph.349"
"24945932","The effects of mild or moderate hepatic impairment on the pharmacokinetics, safety, and tolerability of naloxegol","Bui K, She F, Sostek M.","J Clin Pharmacol. 2014 Dec;54(12):1368-74. doi: 10.1002/jcph.348. Epub 2014 Jun 27.","Bui K","J Clin Pharmacol","2014","2014/06/20","","","10.1002/jcph.348"
"24896818","Naloxegol for opioid-induced constipation in patients with noncancer pain","Chey WD, Webster L, Sostek M, Lappalainen J, Barker PN, Tack J.","N Engl J Med. 2014 Jun 19;370(25):2387-96. doi: 10.1056/NEJMoa1310246. Epub 2014 Jun 4.","Chey WD","N Engl J Med","2014","2014/06/05","","","10.1056/NEJMoa1310246"
"24238792","Evaluation of the effect of Naloxegol on cardiac repolarization: a randomized, placebo- and positive-controlled crossover thorough QT/QTc study in healthy volunteers","Gottfridsson C, Carlson G, Lappalainen J, Sostek M.","Clin Ther. 2013 Dec;35(12):1876-83. doi: 10.1016/j.clinthera.2013.09.019. Epub 2013 Nov 13.","Gottfridsson C","Clin Ther","2013","2013/11/19","","","10.1016/j.clinthera.2013.09.019"
