PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"29297843","SHORT DURATION IMMOBILIZATION OF ATLANTIC WALRUS ( ODOBENUS ROSMARUS ROSMARUS) WITH ETORPHINE, AND REVERSAL WITH NALTREXONE","Ølberg RA, Kovacs KM, Bertelsen MF, Semenova V, Lydersen C.","J Zoo Wildl Med. 2017 Dec;48(4):972-978. doi: 10.1638/2016-0232R.1.","Ølberg RA","J Zoo Wildl Med","2017","2018/01/04","","","10.1638/2016-0232R.1"
"29242121","Postinduction butorphanol administration alters oxygen consumption to improve blood gases in etorphine-immobilized white rhinoceros","Buss P, Miller M, Fuller A, Haw A, Stout E, Olea-Popelka F, Meyer L.","Vet Anaesth Analg. 2018 Jan;45(1):57-67. doi: 10.1016/j.vaa.2017.03.008. Epub 2017 Apr 17.","Buss P","Vet Anaesth Analg","2018","2017/12/16","","","10.1016/j.vaa.2017.03.008"
"28978715","Minimum effective naltrexone dose to antagonise etorphine immobilisation and prevent the complications of renarcotisation in domestic goats","O'Dell JH, Kock MD, Thompson PN, Meyer LCR.","Vet Rec. 2017 Nov;181(18):481. doi: 10.1136/vr.104435. Epub 2017 Oct 4.","O'Dell JH","Vet Rec","2017","2017/10/06","","","10.1136/vr.104435"
"28920822","A RETROSPECTIVE COMPARISON OF CHEMICAL IMMOBILIZATION WITH THIAFENTANIL, THIAFENTANIL-AZAPERONE, OR ETORPHINE-ACEPROMAZINE IN CAPTIVE PERSIAN FALLOW DEER (DAMA DAMA MESOPOTAMICA)","Lapid R, King R, Bdolah-Abram T, Shilo-Benjamini Y.","J Zoo Wildl Med. 2017 Sep;48(3):627-635. doi: 10.1638/2016-0280.1.","Lapid R","J Zoo Wildl Med","2017","2017/09/19","","","10.1638/2016-0280.1"
"28828865","Comparison of thiafentanil-medetomidine to etorphine-medetomidine immobilisation of impalas (<i>Aepyceros melampus</i>)","Zeiler GE, Meyer LCR.","J S Afr Vet Assoc. 2017 Aug 4;88(0):e1-e8. doi: 10.4102/jsava.v88i0.1520.","Zeiler GE","J S Afr Vet Assoc","2017","2017/08/23","PMC6138147","","10.4102/jsava.v88i0.1520"
"28814306","Blood acid-base status in impala (Aepyceros melampus) immobilised and maintained under total intravenous anaesthesia using two different drug protocols","Zeiler GE, Meyer LCR.","BMC Vet Res. 2017 Aug 16;13(1):246. doi: 10.1186/s12917-017-1163-8.","Zeiler GE","BMC Vet Res","2017","2017/08/18","PMC5559803","","10.1186/s12917-017-1163-8"
"28363076","CONTINUOUS INTRAVENOUS INFUSION ANESTHESIA WITH MEDETOMIDINE, KETAMINE, AND MIDAZOLAM AFTER INDUCTION WITH A COMBINATION OF ETORPHINE, MEDETOMIDINE, AND MIDAZOLAM OR WITH MEDETOMIDINE, KETAMINE, AND BUTORPHANOL IN IMPALA (AEPYCEROS MELAMPUS)","Gerlach CA, Kummrow MS, Meyer LC, Zeiler GE, Stegmann GF, Buck RK, Fosgate GT, Kästner SB.","J Zoo Wildl Med. 2017 Mar;48(1):62-71. doi: 10.1638/2016-0010.1.","Gerlach CA","J Zoo Wildl Med","2017","2017/04/01","","","10.1638/2016-0010.1"
"28281770","Tremors in white rhinoceroses (<i>Ceratotherium simum</i>) during etorphine-azaperone immobilisation","De Lange SS, Fuller A, Haw A, Hofmeyr M, Buss P, Miller M, Meyer LC.","J S Afr Vet Assoc. 2017 Feb 24;88(0):e1-e10. doi: 10.4102/jsava.v88i0.1466.","De Lange SS","J S Afr Vet Assoc","2017","2017/03/11","PMC6138155","","10.4102/jsava.v88i0.1466"
"28155294","Pulmonary gas exchange and acid-base status during immobilisation of black rhinoceroses (<i>Diceros bicornis</i>) in Zimbabwe","Fahlman Å, Edner A, Wenger S, Foggin C, Nyman G.","J S Afr Vet Assoc. 2016 Dec 2;87(1):e1-e9. doi: 10.4102/jsava.v87i1.1328.","Fahlman Å","J S Afr Vet Assoc","2016","2017/02/04","PMC6138189","","10.4102/jsava.v87i1.1328"
"28051570","Severe Hypoxemia in Muskoxen ( Ovibos moschatus ) Immobilized with Etorphine and Xylazine Corrected with Supplemental Nasal Oxygen","Lian M, Björck S, Arnemo JM, Esteruelas NF, Angel M, Minsaas SC, Jones KL, L Evans A.","J Wildl Dis. 2017 Apr;53(2):356-360. doi: 10.7589/2016-04-085. Epub 2017 Jan 4.","Lian M","J Wildl Dis","2017","2017/01/05","","","10.7589/2016-04-085"
"27707973","T394A Mutation at the μ Opioid Receptor Blocks Opioid Tolerance and Increases Vulnerability to Heroin Self-Administration in Mice","Wang XF, Barbier E, Chiu YT, He Y, Zhan J, Bi GH, Zhang HY, Feng B, Liu-Chen LY, Wang JB, Xi ZX.","J Neurosci. 2016 Oct 5;36(40):10392-10403. doi: 10.1523/JNEUROSCI.0603-16.2016.","Wang XF","J Neurosci","2016","2016/10/07","PMC5050331","","10.1523/JNEUROSCI.0603-16.2016"
"27691950","CARDIOVASCULAR EFFECTS OF ETORPHINE, AZAPERONE, AND BUTORPHANOL COMBINATIONS IN CHEMICALLY IMMOBILIZED CAPTIVE WHITE RHINOCEROS (CERATOTHERIUM SIMUM)","Buss P, Miller M, Fuller A, Haw A, Wanty R, Olea-Popelka F, Meyer L.","J Zoo Wildl Med. 2016 Sep;47(3):834-843. doi: 10.1638/2015-0298.1.","Buss P","J Zoo Wildl Med","2016","2016/10/04","","","10.1638/2015-0298.1"
"27691936","EVALUATION OF ETORPHINE AND MIDAZOLAM ANESTHESIA, AND THE EFFECT OF INTRAVENOUS BUTORPHANOL ON CARDIOPULMONARY PARAMETERS IN GAME-RANCHED WHITE RHINOCEROSES (CERATOTHERIUM SIMUM)","van Zijll Langhout M, Caraguel CG, Raath JP, Boardman WS.","J Zoo Wildl Med. 2016 Sep;47(3):827-833. doi: 10.1638/2015-0167.1.","van Zijll Langhout M","J Zoo Wildl Med","2016","2016/10/04","","","10.1638/2015-0167.1"
"27531058","Ampakine CX1942 attenuates opioid-induced respiratory depression and corrects the hypoxaemic effects of etorphine in immobilized goats (Capra hircus)","Haw AJ, Meyer LC, Greer JJ, Fuller A.","Vet Anaesth Analg. 2016 Sep;43(5):528-38. doi: 10.1111/vaa.12358. Epub 2016 Mar 1.","Haw AJ","Vet Anaesth Analg","2016","2016/08/18","","","10.1111/vaa.12358"
"27243152","Arterial pH and Blood Lactate Levels of Anesthetized Mongolian Khulan ( Equus hemionus hemionus) in the Mongolian Gobi Correlate with Induction Time","Gerritsmann H, Stalder GL, Kaczensky P, Buuveibaatar B, Payne J, Boldbaatar S, Walzer C.","J Wildl Dis. 2016 Jul;52(3):642-6. doi: 10.7589/2015-07-198. Epub 2016 May 31.","Gerritsmann H","J Wildl Dis","2016","2016/06/01","","","10.7589/2015-07-198"
"26878827","Nalbuphine and butorphanol reverse opioid-induced respiratory depression but increase arousal in etorphine-immobilized goats (Capra hircus)","Haw AJ, Meyer LC, Fuller A.","Vet Anaesth Analg. 2016 Sep;43(5):539-48. doi: 10.1111/vaa.12343. Epub 2016 Feb 16.","Haw AJ","Vet Anaesth Analg","2016","2016/02/17","","","10.1111/vaa.12343"
"26667544","COMPARISON OF ETORPHINE-ACEPROMAZINE AND MEDETOMIDINE-KETAMINE ANESTHESIA IN CAPTIVE IMPALA (AEPYCEROS MELAMPUS)","Perrin KL, Denwood MJ, Grøndahl C, Nissen P, Bertelsen MF.","J Zoo Wildl Med. 2015 Dec;46(4):870-9. doi: 10.1638/2015-0114.1.","Perrin KL","J Zoo Wildl Med","2015","2015/12/16","","","10.1638/2015-0114.1"
"26667531","ETORPHINE-KETAMINE-MEDETOMIDINE TOTAL INTRAVENOUS ANESTHESIA IN WILD IMPALA (AEPYCEROS MELAMPUS) OF 120-MINUTE DURATION","Zeiler GE, Stegmann GF, Fosgate G, Buck RK, Kästner SB, Kummrow M, Gerlach C, Meyer LC.","J Zoo Wildl Med. 2015 Dec;46(4):755-66. doi: 10.1638/2015-0052.1.","Zeiler GE","J Zoo Wildl Med","2015","2015/12/16","","","10.1638/2015-0052.1"
"26635353","Determination of sites of U50,488H-promoted phosphorylation of the mouse κ opioid receptor (KOPR): disconnect between KOPR phosphorylation and internalization","Chen C, Chiu YT, Wu W, Huang P, Mann A, Schulz S, Liu-Chen LY.","Biochem J. 2016 Feb 15;473(4):497-508. doi: 10.1042/BJ20141471. Epub 2015 Dec 3.","Chen C","Biochem J","2016","2015/12/05","PMC5444940","NIHMS855169","10.1042/BJ20141471"
"26304140","Butorphanol with oxygen insufflation improves cardiorespiratory function in field-immobilised white rhinoceros (Ceratotherium simum)","Haw A, Hofmeyr M, Fuller A, Buss P, Miller M, Fleming G, Meyer L.","J S Afr Vet Assoc. 2015 Aug 12;86(1):E1-E10. doi: 10.4102/jsava.v86i1.1276.","Haw A","J S Afr Vet Assoc","2015","2015/08/26","PMC6138115","","10.4102/jsava.v86i1.1276"
"25644810","Hypoxia following etorphine administration in goats (Capra hircus) results more from pulmonary hypertension than from hypoventilation","Meyer LC, Hetem RS, Mitchell D, Fuller A.","BMC Vet Res. 2015 Feb 3;11:18. doi: 10.1186/s12917-015-0337-5.","Meyer LC","BMC Vet Res","2015","2015/02/04","PMC4322799","","10.1186/s12917-015-0337-5"
"25588014","Chemical immobilization of free-ranging fallow deer (Dama dama): effect of needle length on induction time","Bergvall UA, Kjellander P, Ahlqvist P, Johansson Ö, Sköld K, Arnemo JM.","J Wildl Dis. 2015 Apr;51(2):484-7. doi: 10.7589/2013-11-290. Epub 2015 Jan 14.","Bergvall UA","J Wildl Dis","2015","2015/01/15","","","10.7589/2013-11-290"
"25315767","Butorphanol with oxygen insufflation corrects etorphine-induced hypoxaemia in chemically immobilized white rhinoceros (Ceratotherium simum)","Haw A, Hofmeyr M, Fuller A, Buss P, Miller M, Fleming G, Meyer L.","BMC Vet Res. 2014 Oct 15;10:253. doi: 10.1186/s12917-014-0253-0.","Haw A","BMC Vet Res","2014","2014/10/16","PMC4205281","","10.1186/s12917-014-0253-0"
"25124367","Improvement of arterial oxygenation in free-ranging moose (Alces alces) immobilized with etorphine-acepromazine-xylazine","Lian M, Evans AL, Bertelsen MF, Fahlman Å, Haga HA, Ericsson G, Arnemo JM.","Acta Vet Scand. 2014 Aug 15;56(1):51. doi: 10.1186/s13028-014-0051-5.","Lian M","Acta Vet Scand","2014","2014/08/16","PMC4236542","","10.1186/s13028-014-0051-5"
"25105814","Intravenous butorphanol improves cardiopulmonary parameters in game-ranched white rhinoceroses (Ceratotherium simum) immobilized with etorphine and azaperone","Boardman WS, Caraguel CG, Raath JP, Van Zijll Langhout M.","J Wildl Dis. 2014 Oct;50(4):849-57. doi: 10.7589/2013-12-327. Epub 2014 Aug 8.","Boardman WS","J Wildl Dis","2014","2014/08/09","","","10.7589/2013-12-327"
"24962404","Accelerated induction of etorphine immobilization in blue wildebeest (Connochaetes taurinus) through the addition of hyaluronidase","Dittberner MJ, Venter L, Naidoo V.","Vet Anaesth Analg. 2015 Mar;42(2):173-7. doi: 10.1111/vaa.12188. Epub 2014 Jun 25.","Dittberner MJ","Vet Anaesth Analg","2015","2014/06/26","","","10.1111/vaa.12188"
"24923251","Anti-nociception mediated by a κ opioid receptor agonist is blocked by a δ receptor agonist","Taylor AM, Roberts KW, Pradhan AA, Akbari HA, Walwyn W, Lutfy K, Carroll FI, Cahill CM, Evans CJ.","Br J Pharmacol. 2015 Jan;172(2):691-703. doi: 10.1111/bph.12810. Epub 2014 Sep 5.","Taylor AM","Br J Pharmacol","2015","2014/06/14","PMC4292979","","10.1111/bph.12810"
"23374194","Posttranslation modification of G protein-coupled receptor in relationship to biased agonism","Zheng H, Loh HH, Law PY.","Methods Enzymol. 2013;522:391-408. doi: 10.1016/B978-0-12-407865-9.00018-2.","Zheng H","Methods Enzymol","2013","2013/02/05","PMC3833076","NIHMS472260","10.1016/B978-0-12-407865-9.00018-2"
"23276208","Physiological evaluation of free-ranging moose (Alces alces) immobilized with etorphine-xylazine-acepromazine in Northern Sweden","Evans AL, Fahlman Å, Ericsson G, Haga HA, Arnemo JM.","Acta Vet Scand. 2012 Dec 31;54(1):77. doi: 10.1186/1751-0147-54-77.","Evans AL","Acta Vet Scand","2012","2013/01/02","PMC3541067","","10.1186/1751-0147-54-77"
"22521552","Differences in the characteristics of tolerance to μ-opioid receptor agonists in the colon from wild type and β-arrestin2 knockout mice","Maguma HT, Dewey WL, Akbarali HI.","Eur J Pharmacol. 2012 Jun 15;685(1-3):133-40. doi: 10.1016/j.ejphar.2012.04.001. Epub 2012 Apr 11.","Maguma HT","Eur J Pharmacol","2012","2012/04/24","PMC3358422","NIHMS370098","10.1016/j.ejphar.2012.04.001"
"22413193","Restraint of undomesticated animals","Harthoorn AM.","J Am Vet Med Assoc. 1966 Oct 1;149(7):875-80.","Harthoorn AM","J Am Vet Med Assoc","1966","2012/03/15","","",""
"22101011","ßarrestin1-biased agonism at human δ-opioid receptor by peptidic and alkaloid ligands","Aguila B, Coulbault L, Davis A, Marie N, Hasbi A, Le bras F, Tóth G, Borsodi A, Gurevich VV, Jauzac P, Allouche S.","Cell Signal. 2012 Mar;24(3):699-707. doi: 10.1016/j.cellsig.2011.10.018. Epub 2011 Nov 9.","Aguila B","Cell Signal","2012","2011/11/22","PMC3392209","NIHMS383507","10.1016/j.cellsig.2011.10.018"
"21707976","Immobilization of muskoxen (Ovibos moschatus) with etorphine and xylazine","Blix AS, Lian H, Ness J.","Acta Vet Scand. 2011 Jun 27;53(1):42. doi: 10.1186/1751-0147-53-42.","Blix AS","Acta Vet Scand","2011","2011/06/29","PMC3141559","","10.1186/1751-0147-53-42"
"21594658","TH-030418: a potent long-acting opioid analgesic with low dependence liability","Yu G, Yan LD, Li YL, Wen Q, Dong HJ, Gong ZH.","Naunyn Schmiedebergs Arch Pharmacol. 2011 Aug;384(2):125-31. doi: 10.1007/s00210-011-0652-8. Epub 2011 May 19.","Yu G","Naunyn Schmiedebergs Arch Pharmacol","2011","2011/05/20","","","10.1007/s00210-011-0652-8"
"21348352","Superior colliculus cells respond to noxious stimuli","Stein BE, Dixon JP.","Brain Res. 1978 Dec 8;158(1):65-73. doi: 10.1016/0006-8993(78)90006-9.","Stein BE","Brain Res","1978","2011/02/26","","","10.1016/0006-8993(78)90006-9"
"21338590","Membrane-delimited proteolytic regulation of opioid receptors","Kaplan E, Binyaminy B, Gafni M, Keren O, Sarne Y.","Brain Res. 2011 Apr 22;1386:25-34. doi: 10.1016/j.brainres.2011.02.040. Epub 2011 Feb 19.","Kaplan E","Brain Res","2011","2011/02/23","","","10.1016/j.brainres.2011.02.040"
"21292762","Modulating micro-opioid receptor phosphorylation switches agonist-dependent signaling as reflected in PKCepsilon activation and dendritic spine stability","Zheng H, Chu J, Zhang Y, Loh HH, Law PY.","J Biol Chem. 2011 Apr 8;286(14):12724-33. doi: 10.1074/jbc.M110.177089. Epub 2011 Feb 3.","Zheng H","J Biol Chem","2011","2011/02/05","PMC3069472","","10.1074/jbc.M110.177089"
"20688644","Effects of serotonin agonists and doxapram on respiratory depression and hypoxemia in etorphine-immobilized impala (Aepyceros melampus)","Meyer LC, Hetem RS, Fick LG, Mitchell D, Fuller A.","J Wildl Dis. 2010 Apr;46(2):514-24. doi: 10.7589/0090-3558-46.2.514.","Meyer LC","J Wildl Dis","2010","2010/08/07","","","10.7589/0090-3558-46.2.514"
"20228826","Paradoxical relationship between RAVE (relative activity versus endocytosis) values of several opioid receptor agonists and their liability to cause dependence","Wang YH, Sun JF, Tao YM, Xu XJ, Chi ZQ, Liu JG.","Acta Pharmacol Sin. 2010 Apr;31(4):393-8. doi: 10.1038/aps.2010.19. Epub 2010 Mar 15.","Wang YH","Acta Pharmacol Sin","2010","2010/03/16","PMC4007660","","10.1038/aps.2010.19"
"20090037","Acid-base balance and ventilation during sternal and lateral recumbency in field immobilized black rhinoceros (Diceros bicornis) receiving oxygen insufflation: a preliminary report","Morkel PV, Radcliffe RW, Jago M, du Preez P, Flaminio MJ, Nydam DV, Taft A, Lain D, Miller MM, Gleed RD.","J Wildl Dis. 2010 Jan;46(1):236-45. doi: 10.7589/0090-3558-46.1.236.","Morkel PV","J Wildl Dis","2010","2010/01/22","","","10.7589/0090-3558-46.1.236"
"20077594","No hyperalgesia following opioid withdrawal after the oripavine derivative etorphine compared to remifentanil and sufentanil","Freye E, Levy JV.","Eur J Anaesthesiol. 2010 Feb;27(2):174-80. doi: 10.1097/eja.0b013e32832ff528.","Freye E","Eur J Anaesthesiol","2010","2010/01/16","","","10.1097/eja.0b013e32832ff528"
"19861419","GRIN1 regulates micro-opioid receptor activities by tethering the receptor and G protein in the lipid raft","Ge X, Qiu Y, Loh HH, Law PY.","J Biol Chem. 2009 Dec 25;284(52):36521-34. doi: 10.1074/jbc.M109.024109. Epub 2009 Oct 27.","Ge X","J Biol Chem","2009","2009/10/29","PMC2794768","","10.1074/jbc.M109.024109"
"19845927","Plasma lactate concentrations in free-ranging moose (Alces alces) immobilized with etorphine","Haga HA, Wenger S, Hvarnes S, Os O, Rolandsen CM, Solberg EJ.","Vet Anaesth Analg. 2009 Nov;36(6):555-61. doi: 10.1111/j.1467-2995.2009.00498.x.","Haga HA","Vet Anaesth Analg","2009","2009/10/23","","","10.1111/j.1467-2995.2009.00498.x"
"19828455","Down-regulation of c-Cbl by morphine accounts for persistent ERK1/2 signaling in delta-opioid receptor-expressing HEK293 cells","Eisinger DA, Ammer H.","J Biol Chem. 2009 Dec 11;284(50):34819-28. doi: 10.1074/jbc.M109.042937. Epub 2009 Oct 14.","Eisinger DA","J Biol Chem","2009","2009/10/16","PMC2787344","","10.1074/jbc.M109.042937"
"19816677","Dosing protocol and analgesic efficacy determine opioid tolerance in the mouse","Madia PA, Dighe SV, Sirohi S, Walker EA, Yoburn BC.","Psychopharmacology (Berl). 2009 Dec;207(3):413-22. doi: 10.1007/s00213-009-1673-6. Epub 2009 Oct 9.","Madia PA","Psychopharmacology (Berl)","2009","2009/10/10","","","10.1007/s00213-009-1673-6"
"19362548","delta-Opioid receptor-stimulated Akt signaling in neuroblastoma x glioma (NG108-15) hybrid cells involves receptor tyrosine kinase-mediated PI3K activation","Heiss A, Ammer H, Eisinger DA.","Exp Cell Res. 2009 Jul 15;315(12):2115-25. doi: 10.1016/j.yexcr.2009.04.002. Epub 2009 Apr 10.","Heiss A","Exp Cell Res","2009","2009/04/14","","","10.1016/j.yexcr.2009.04.002"
"19244820","Thermal, cardiorespiratory and cortisol responses of impala (Aepyceros melampus) to chemical immobilisation with 4 different drug combinations","Meyer LC, Hetem RS, Fick LG, Matthee A, Mitchell D, Fuller A.","J S Afr Vet Assoc. 2008 Sep;79(3):121-9. doi: 10.4102/jsava.v79i3.258.","Meyer LC","J S Afr Vet Assoc","2008","2009/02/28","","","10.4102/jsava.v79i3.258"
"18804531","Delta-opioid receptors activate ERK/MAP kinase via integrin-stimulated receptor tyrosine kinases","Eisinger DA, Ammer H.","Cell Signal. 2008 Dec;20(12):2324-31. doi: 10.1016/j.cellsig.2008.09.002. Epub 2008 Sep 5.","Eisinger DA","Cell Signal","2008","2008/09/23","","","10.1016/j.cellsig.2008.09.002"
"18775707","delta-Opioid receptors stimulate ERK1/2 activity in NG108-15 hybrid cells by integrin-mediated transactivation of TrkA receptors","Eisinger DA, Ammer H.","FEBS Lett. 2008 Oct 15;582(23-24):3325-9. doi: 10.1016/j.febslet.2008.08.021. Epub 2008 Sep 5.","Eisinger DA","FEBS Lett","2008","2008/09/09","","","10.1016/j.febslet.2008.08.021"
"18639745","Differential effects of opioid agonists on G protein expression in CHO cells expressing cloned human opioid receptors","Xu H, Wang X, Partilla JS, Bishop-Mathis K, Benaderet TS, Dersch CM, Simpson DS, Prisinzano TE, Rothman RB.","Brain Res Bull. 2008 Sep 5;77(1):49-54. doi: 10.1016/j.brainresbull.2008.05.003. Epub 2008 Jun 4.","Xu H","Brain Res Bull","2008","2008/07/22","PMC2538684","NIHMS50458","10.1016/j.brainresbull.2008.05.003"
"18612077","Differential activation and trafficking of micro-opioid receptors in brain slices","Arttamangkul S, Quillinan N, Low MJ, von Zastrow M, Pintar J, Williams JT.","Mol Pharmacol. 2008 Oct;74(4):972-9. doi: 10.1124/mol.108.048512. Epub 2008 Jul 8.","Arttamangkul S","Mol Pharmacol","2008","2008/07/10","PMC3125947","NIHMS303447","10.1124/mol.108.048512"
"18599439","Agonist-selective signaling is determined by the receptor location within the membrane domains","Zheng H, Chu J, Qiu Y, Loh HH, Law PY.","Proc Natl Acad Sci U S A. 2008 Jul 8;105(27):9421-6. doi: 10.1073/pnas.0802253105. Epub 2008 Jul 1.","Zheng H","Proc Natl Acad Sci U S A","2008","2008/07/05","PMC2453714","","10.1073/pnas.0802253105"
"18498561","To catch a buffalo: field immobilisation of Asian swamp buffalo using etorphine and xylazine","McMahon CR, Bradshaw CJ.","Aust Vet J. 2008 Jun;86(6):235-41. doi: 10.1111/j.1751-0813.2008.00303.x.","McMahon CR","Aust Vet J","2008","2008/05/24","","","10.1111/j.1751-0813.2008.00303.x"
"18395423","Different kinases desensitize the human delta-opioid receptor (hDOP-R) in the neuroblastoma cell line SK-N-BE upon peptidic and alkaloid agonists","Marie N, Aguila B, Hasbi A, Davis A, Jauzac P, Allouche S.","Cell Signal. 2008 Jun;20(6):1209-20. doi: 10.1016/j.cellsig.2008.02.010. Epub 2008 Feb 19.","Marie N","Cell Signal","2008","2008/04/09","","","10.1016/j.cellsig.2008.02.010"
"18358497","Agonist-specific down regulation of mu-opioid receptors: Different cellular pathways are activated by different opioid agonists","Binyaminy B, Gafni M, Shapira M, Sarne Y.","Life Sci. 2008 Apr 9;82(15-16):831-9. doi: 10.1016/j.lfs.2008.01.015. Epub 2008 Feb 8.","Binyaminy B","Life Sci","2008","2008/03/25","","","10.1016/j.lfs.2008.01.015"
"18198283","Agonist-specific regulation of mu-opioid receptor desensitization and recovery from desensitization","Virk MS, Williams JT.","Mol Pharmacol. 2008 Apr;73(4):1301-8. doi: 10.1124/mol.107.042952. Epub 2008 Jan 15.","Virk MS","Mol Pharmacol","2008","2008/01/17","PMC3640555","NIHMS456680","10.1124/mol.107.042952"
"18191464","High-throughput screening assay for D-amino acid oxidase","Khoronenkova SV, Tishkov VI.","Anal Biochem. 2008 Mar 15;374(2):405-10. doi: 10.1016/j.ab.2007.12.021. Epub 2007 Dec 25.","Khoronenkova SV","Anal Biochem","2008","2008/01/15","","","10.1016/j.ab.2007.12.021"
"18068691","Modulation of extracellular signal-regulated kinase (ERK) by opioid and cannabinoid receptors that are expressed in the same cell","Korzh A, Keren O, Gafni M, Bar-Josef H, Sarne Y.","Brain Res. 2008 Jan 16;1189:23-32. doi: 10.1016/j.brainres.2007.10.070. Epub 2007 Nov 4.","Korzh A","Brain Res","2008","2007/12/11","","","10.1016/j.brainres.2007.10.070"
