PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"14368492","The effect of levorphan and levallorphan on the respiratory mechanism of normal man","THOMAS DV, TENNEY SM.","J Pharmacol Exp Ther. 1955 Mar;113(3):250-5.","THOMAS DV","J Pharmacol Exp Ther","1955","1955/03/01","","",""
"14363558","The effects of nisentil hydrochloride and levallorphan tartrate on cerebrospinal fluid pressure","SWERDLOW M, FOLDES FF, SIKER ES.","Br J Anaesth. 1955 May;27(5):244-9. doi: 10.1093/bja/27.5.244.","SWERDLOW M","Br J Anaesth","1955","1955/05/01","","","10.1093/bja/27.5.244"
"14357383","Effect of levallorphan tartrate upon toxicity of morphine","GRUBER CM Jr.","Proc Soc Exp Biol Med. 1955 Feb;88(2):189-91. doi: 10.3181/00379727-88-21532.","GRUBER CM Jr","Proc Soc Exp Biol Med","1955","1955/02/01","","","10.3181/00379727-88-21532"
"14330044","LAPAROTOMY UNDER LOCAL ANESTHESIA AND NARCOSIS","EMANUEL LA.","Lancet. 1965 Jul 24;2(7404):150-1. doi: 10.1016/s0140-6736(65)90230-8.","EMANUEL LA","Lancet","1965","1965/07/24","","","10.1016/s0140-6736(65)90230-8"
"14330028","SEVERE EPISTAXIS","FREW IJ.","Lancet. 1965 Jul 17;2(7403):101-2. doi: 10.1016/s0140-6736(65)92219-1.","FREW IJ","Lancet","1965","1965/07/17","","","10.1016/s0140-6736(65)92219-1"
"14319086","COMPARATIVE STUDIES WITH NARCOTICS AND NARCOTIC ANTAGONISTS IN MAN","FOLDES FF, TORDA TA.","Acta Anaesthesiol Scand. 1965;9:121-38. doi: 10.1111/j.1399-6576.1965.tb00499.x.","FOLDES FF","Acta Anaesthesiol Scand","1965","1965/01/01","","","10.1111/j.1399-6576.1965.tb00499.x"
"14302843","[OPIATE ANTAGONISTS IN MODERN ANESTHESIA]","SALEHI E.","Med Welt. 1965 Apr 17;16:824-31.","SALEHI E","Med Welt","1965","1965/04/17","","",""
"14289953","STUDIES ON THE SPECIFICITY OF NARCOTIC ANTAGONISTS","FOLDES FF, SCHAPIRA M, TORDA TA, DUNCALF D, SHIFFMAN HP.","Anesthesiology. 1965 May-Jun;26:320-8. doi: 10.1097/00000542-196505000-00008.","FOLDES FF","Anesthesiology","1965","1965/05/01","","","10.1097/00000542-196505000-00008"
"14288505","ANTAGONISM OF DEXTRO-PROPOXYPHENE POISONING IN ALBINO MICE WITH NALORPHINE HC1, LEVALLORPHAN TARTRATE, AND METHYLENE BLU","HARPEL HS Jr, MANN DE Jr.","J Pharm Sci. 1965 Jan;54:97-100. doi: 10.1002/jps.2600540122.","HARPEL HS Jr","J Pharm Sci","1965","1965/01/01","","","10.1002/jps.2600540122"
"14277957","THE CLINICAL EVALUATION OF NARCOTIC AND SEDATIVE DRUGS. II. A RE-EVALUATION OF PETHIDINE AND PETHILORFAN","CAMPBELL D, MASSON AH, NORRIS W.","Br J Anaesth. 1965 Mar;37:198-207.","CAMPBELL D","Br J Anaesth","1965","1965/03/01","","",""
"14268686","USE OF WRITHING TEST FOR EVALUATING ANALGESIC ACTIVITY OF NARCOTIC ANTAGONISTS","BLUMBERG H, WOLF PS, DAYTON HB.","Proc Soc Exp Biol Med. 1965 Mar;118:763-6. doi: 10.3181/00379727-118-29963.","BLUMBERG H","Proc Soc Exp Biol Med","1965","1965/03/01","","","10.3181/00379727-118-29963"
"14254390","[ON THE INDISPENSABILITY OF A MORPHINE ANTAGONIST IN CLINICAL AND PRIVATE PRACTICE]","HARDER HJ.","Munch Med Wochenschr. 1964 Aug 28;106:1502-5.","HARDER HJ","Munch Med Wochenschr","1964","1964/08/28","","",""
"14254041","PETHIDINE COMPARED WITH PETHIDINE PLUS LEVALLORPHAN AND WITH A PLACEBO","TOMLIN PJ.","Br J Anaesth. 1965 Jan;37:23-8. doi: 10.1093/bja/37.1.23.","TOMLIN PJ","Br J Anaesth","1965","1965/01/01","","","10.1093/bja/37.1.23"
"14245507","ARTERIAL CARBON DIOXIDE AND OXYGEN TENSIONS DURING SPINAL BLOCK","DEJONG RH.","JAMA. 1965 Mar 1;191:698-702.","DEJONG RH","JAMA","1965","1965/03/01","","",""
"14230237","THE INHIBITION OF AUTONOMIC NEURO-EFFECTOR TRANSMISSION BY MORPHINE-LIKE DRUGS AND ITS USE AS A SCREENING TEST FOR NARCOTIC ANALGESIC DRUGS","GYANG EA, KOSTERLITZ HW, LEES GM.","Naunyn Schmiedebergs Arch Exp Pathol Pharmakol. 1964 May 25;248:231-46. doi: 10.1007/BF00348594.","GYANG EA","Naunyn Schmiedebergs Arch Exp Pathol Pharmakol","1964","1964/05/25","","","10.1007/BF00348594"
"14222755","[THE SITES OF ACTION OF MORPHINE AND THE ANTAGONISTIC ACTION OF LEVALLORPHAN ON THE CENTRAL NERVOUS SYSTEM OF THE DOG]","MIZOGUCHI K.","Nihon Yakurigaku Zasshi. 1964 Jul;60:326-46.","MIZOGUCHI K","Nihon Yakurigaku Zasshi","1964","1964/07/01","","",""
"14202202","A CLINICAL TRIAL OF A MIXTURE OF LEVORPHANOL AND LEVALLORPHAN AS AN ORAL ANALEGESIC","DUNDEE JW.","Br J Anaesth. 1964 Aug;36:486-93. doi: 10.1093/bja/36.8.486.","DUNDEE JW","Br J Anaesth","1964","1964/08/01","","","10.1093/bja/36.8.486"
"14194101","INHIBITION OF BACTERIAL GROWTH BY DRUGS OF THE MORPHINE SERIES","SIMON EJ.","Science. 1964 May 1;144(3618):543-4. doi: 10.1126/science.144.3618.543.","SIMON EJ","Science","1964","1964/05/01","","","10.1126/science.144.3618.543"
"14187360","PENTAZOCINE. STRONG ANALGESICS AND ANALGESIC ANTAGONISTS IN THE BENZOMORPHAN SERIES","ARCHER S, ALBERTSON NF, HARRIS LS, PIERSON AK, BIRD JG.","J Med Chem. 1964 Mar;7:123-7. doi: 10.1021/jm00332a001.","ARCHER S","J Med Chem","1964","1964/03/01","","","10.1021/jm00332a001"
"14076877","EFFECTS OF LEVORPHANOL AND LEVALLORPHAN ON OSMOLALITY OF SERUM FROM WATER LOADED RATS","FUJIMOTO JM, FRENCH RJ, GRAHAM JK, INTURRISI CE.","Proc Soc Exp Biol Med. 1963 Oct;114:193-5. doi: 10.3181/00379727-114-28622.","FUJIMOTO JM","Proc Soc Exp Biol Med","1963","1963/10/01","","","10.3181/00379727-114-28622"
"14055369","STUDIES ON TOLERANCE TO NALORPHINE AND TO LEVALLORPHAN","CONTRERAS E, HUIDOBRO F, MAGGIOLO C.","Acta Physiol Lat Am. 1963;13:43-8.","CONTRERAS E","Acta Physiol Lat Am","1963","1963/01/01","","",""
"14048175","NARCOSIS FOR OTOLOGIC SURGERY. USE OF THIAMYLAL, ALPHAPRODINE, LEVALLORPHAN","MILLER GL, SHEA JJ.","Arch Otolaryngol. 1963 Aug;78:155-9. doi: 10.1001/archotol.1963.00750020163010.","MILLER GL","Arch Otolaryngol","1963","1963/08/01","","","10.1001/archotol.1963.00750020163010"
"14043644","STUDIES ON MORPHINE. I. EFFECTS OF NALORPHINE AND LEVALLORPHAN IN MICE IMPLANTED WITH PELLETS OF MORPHINE","HUIDOBRO F, MAGGIOLO C, CONTRERAS E.","Arch Int Pharmacodyn Ther. 1963 Jul 1;144:196-205.","HUIDOBRO F","Arch Int Pharmacodyn Ther","1963","1963/07/01","","",""
"14016878","Intravenous Nisentil and Lorfan in dental anesthesia: a report on 2,000 cases","BURBANK PM.","Anesth Analg. 1963 Mar-Apr;42:275-82.","BURBANK PM","Anesth Analg","1963","1963/03/01","","",""
"14000851","An evaluation of a combination of pethidine and levallorphan (""pethilorfan"") in labour","WILLIAMS G, COPE I.","Med J Aust. 1962 Sep 29;49(2):499-503.","WILLIAMS G","Med J Aust","1962","1962/09/29","","",""
"13999802","Effects of morphine, levallorphan, and respiratory gases on increased intracranial pressure","WEITZNER SW, McCOY GT, BINDER LS.","Anesthesiology. 1963 May-Jun;24:291-8. doi: 10.1097/00000542-196305000-00007.","WEITZNER SW","Anesthesiology","1963","1963/05/01","","","10.1097/00000542-196305000-00007"
"13928568","[Clinical and experimental research on the combination of Scophedal and lorfan as a premedication in local operative interventions]","LANGE D.","Med Welt. 1962 Dec 1;48:2577-80.","LANGE D","Med Welt","1962","1962/12/01","","",""
"13908617","[Observations on the lorfan treatment of respiratory paralysis in the newborn infant after morphine administration to the parturient]","HOLWEG HJ.","Arch Toxikol. 1961;19:164-8.","HOLWEG HJ","Arch Toxikol","1961","1961/01/01","","",""
"13893795","The respiratory effects of oxymorphone administered alone or in combination with levallorphan","FOLDES FF, LUNN JN, KLEIN S, SIKER ES.","Am J Med Sci. 1962 Apr;243:480-8. doi: 10.1097/00000441-196204000-00009.","FOLDES FF","Am J Med Sci","1962","1962/04/01","","","10.1097/00000441-196204000-00009"
"13847440","[Lorfan, a new morphine antagonist in poisonings in children]","ZIEHME E.","Kinderarztl Prax. 1960 Mar;28:101-4.","ZIEHME E","Kinderarztl Prax","1960","1960/03/01","","",""
"13829296","The use of promazine and levallorphan to improve obstetric sedation","GRIFFIN EL, CLEMENT JE.","South Med J. 1960 May;53:655-8. doi: 10.1097/00007611-196005000-00024.","GRIFFIN EL","South Med J","1960","1960/05/01","","","10.1097/00007611-196005000-00024"
"13825263","A further study in the combined use of alphaprodine (nisentil) hydrochloride and levallorphan (lorfan) tartrate for analgesia in obstetrics","FRISCHMAN B, BACKNER DD, VISENFELD A.","Isr Med J. 1960 Mar-Apr;19:64-8.","FRISCHMAN B","Isr Med J","1960","1960/03/01","","",""
"13819214","The combined intra-venous use of pethidine, phenergan and lorfan for analgesia in obstetrics: a study of 1350 cases","ECKERLING B, GOLDMAN JA, GANS B.","Obstet Gynecol. 1959 Sep;14:331-6.","ECKERLING B","Obstet Gynecol","1959","1959/09/01","","",""
"13805887","Use of premixed pethidine and antagonists in obstetrical analgesia; with special reference to cases in which levallorphan was used","BULLOUGH J.","Br Med J. 1959 Oct 31;2(5156):859-62. doi: 10.1136/bmj.2.5156.859.","BULLOUGH J","Br Med J","1959","1959/10/31","PMC1990381","","10.1136/bmj.2.5156.859"
"13804003","[Hypersensitivity to scophedal and its control with lorfan]","BRAUN V.","Arztl Wochensch. 1960 Jan 8;15:35-7.","BRAUN V","Arztl Wochensch","1960","1960/01/08","","",""
"13776048","The use of levallorphan with pethidine in obstetrics","TERVILA L, KIVALO I.","Ann Chir Gynaecol Fenn. 1961;50:29-35.","TERVILA L","Ann Chir Gynaecol Fenn","1961","1961/01/01","","",""
"13775573","The effect of analgesia and anesthesia on the initial fetal respirations, with particular reference to the use of chloroform, levallorphan, and halothane","TAYLOR CR.","Am J Obstet Gynecol. 1961 Jun;81:1260-5. doi: 10.1016/s0002-9378(15)33363-9.","TAYLOR CR","Am J Obstet Gynecol","1961","1961/06/01","","","10.1016/s0002-9378(15)33363-9"
"13748312","The effect of levallorphan tartrate and of adiphenine hydrochloride on the antidiuretic action of morphine and nicotine","SCHNIEDEN H.","Br J Pharmacol Chemother. 1960 Dec;15(4):510-2. doi: 10.1111/j.1476-5381.1960.tb00272.x.","SCHNIEDEN H","Br J Pharmacol Chemother","1960","1960/12/01","PMC1482260","","10.1111/j.1476-5381.1960.tb00272.x"
"13746928","Pethidine and levallorphan premedication in cesarean section","SAVOLAINEN VP, SOIVA K, SALMI A.","Ann Chir Gynaecol Fenn. 1961;50:19-28.","SAVOLAINEN VP","Ann Chir Gynaecol Fenn","1961","1961/01/01","","",""
"13742151","Use of alphaprodine and levallorphan during labour","ROBERTS H, KUCK MA.","Can Med Assoc J. 1960 Nov 19;83(21):1088-93.","ROBERTS H","Can Med Assoc J","1960","1960/11/19","PMC1938855","",""
"13740512","The respiratory effects of meperidine alone and in combination with levallorphan in patients with pulmonary emphysema","REIDT WU, CULLEN JH, SMITH LH.","Am Rev Respir Dis. 1961 Apr;83:481-8. doi: 10.1164/arrd.1961.83.4.481.","REIDT WU","Am Rev Respir Dis","1961","1961/04/01","","","10.1164/arrd.1961.83.4.481"
"13736719","[An antagonist of morphine and its synthetic substitutes--levallorphan]","POLEZHAEVA AI.","Med Prom SSSR. 1961 May;5:45-7.","POLEZHAEVA AI","Med Prom SSSR","1961","1961/05/01","","",""
"13728720","Effects of morphine and meperidine on the central respiratory mechanisms in the cat; the action of levallorphan in antagonizing these effects","NGAI SH.","J Pharmacol Exp Ther. 1961 Jan;131:91-9.","NGAI SH","J Pharmacol Exp Ther","1961","1961/01/01","","",""
"13711886","[Clinical and experimental research on the effects of levallorphan tartrate (Lorfan) on morphine-induced intestinal function changes]","HART W, BECKER F.","Anaesthesist. 1961 Aug;10:230-4.","HART W","Anaesthesist","1961","1961/08/01","","",""
"13661589","Pethidine and levallorphan; their combined use for premedication","FOLDES FF, McNALL PG, KOUKAL LR, TANAKA R.","Anaesthesia. 1959 Jul;14(3):255-61. doi: 10.1111/j.1365-2044.1959.tb02431.x.","FOLDES FF","Anaesthesia","1959","1959/07/01","","","10.1111/j.1365-2044.1959.tb02431.x"
"13651463","[Levallorphan-morphine antagonism in cat in normal conditions & in thalamic preparations in acute states]","PICCINELLI D.","Boll Soc Ital Biol Sper. 1959 Mar 31;35(6):286-9.","PICCINELLI D","Boll Soc Ital Biol Sper","1959","1959/03/31","","",""
"13637372","The duration of action of levallorphan","SWERDLOW M.","Anaesthesia. 1959 Apr;14(2):178-83. doi: 10.1111/j.1365-2044.1959.tb01695.x.","SWERDLOW M","Anaesthesia","1959","1959/04/01","","","10.1111/j.1365-2044.1959.tb01695.x"
"13611631","Metabolic fate of levo-3-hydroxy-N-allylmorphinan (levallorphan)","MANNERING GJ, SCHANKER LS.","J Pharmacol Exp Ther. 1958 Dec;124(4):296-304.","MANNERING GJ","J Pharmacol Exp Ther","1958","1958/12/01","","",""
"13604475","[Effects of morphine, dromoran & levallorphan on the function of the respiration center]","WILBRAND U, MATTHAES P.","Z Gesamte Exp Med. 1958;130(4):354-73.","WILBRAND U","Z Gesamte Exp Med","1958","1958/01/01","","",""
"13545551","Levallorphan; effects of large doses","SWERDLOW M.","Anaesthesia. 1958 Jul;13(3):318-23. doi: 10.1111/j.1365-2044.1958.tb08100.x.","SWERDLOW M","Anaesthesia","1958","1958/07/01","","","10.1111/j.1365-2044.1958.tb08100.x"
"13536203","Levallorphan in anaesthesia","HUNTER AR.","Br J Anaesth. 1958 May;30(5):233-9. doi: 10.1093/bja/30.5.233.","HUNTER AR","Br J Anaesth","1958","1958/05/01","","","10.1093/bja/30.5.233"
"13521191","Meperidine-levallorphan in anesthesia; study of usefulness of such mixtures in supplementation of nitrous oxide-oxygen-thiopental anesthesia","MARGOLIUS BR, KEPES ER.","Am J Surg. 1958 May;95(5):787-92. doi: 10.1016/0002-9610(58)90628-7.","MARGOLIUS BR","Am J Surg","1958","1958/05/01","","","10.1016/0002-9610(58)90628-7"
"13515082","[Inhibition of the antidiuretic effect of morphine and dromoran by 3-hydroxy-N-allyl-morphinan (levallorphan) in man]","GRIESSER G.","Klin Wochenschr. 1957 Sep 1;35(17):851-5. doi: 10.1007/BF01481470.","GRIESSER G","Klin Wochenschr","1957","1957/09/01","","","10.1007/BF01481470"
"13513377","Levallorphan and meperidine in anesthesia; study of effects in supplementation of nitrous oxide-oxygenthiopental sodium anesthesia","FOLDES FF, ERGIN KH.","J Am Med Assoc. 1958 Mar 22;166(12):1453-8. doi: 10.1001/jama.1958.02990120045009.","FOLDES FF","J Am Med Assoc","1958","1958/03/22","","","10.1001/jama.1958.02990120045009"
"13513374","Use of meperidine and meperidine-levallorphan mixtures in the recovery room","SADOVE MS, SCHIFFRIN MJ, NICKERSON WR, GROVE WJ.","J Am Med Assoc. 1958 Mar 22;166(12):1432-7. doi: 10.1001/jama.1958.02990120024006.","SADOVE MS","J Am Med Assoc","1958","1958/03/22","","","10.1001/jama.1958.02990120024006"
"13486020","[Lorfan as a morphine antagonist in gynecology and obstetrics]","HOCHULI E.","Schweiz Med Wochenschr. 1957 Oct 26;87(43):1327-32.","HOCHULI E","Schweiz Med Wochenschr","1957","1957/10/26","","",""
"13481830","The topical action of morphine, levorphanol (levorphan) and the morphine antagonist levallorphan on the unanesthetized rabbit's brain","GANGLOFF H, MONNIER M.","J Pharmacol Exp Ther. 1957 Sep;121(1):78-95.","GANGLOFF H","J Pharmacol Exp Ther","1957","1957/09/01","","",""
"13478895","Effect of N-allylnormorphine and levallorphan on respiration during and after ether anesthesia","MAY G, PHILLIPS M, ADRIANI J.","Anesthesiology. 1957 Nov-Dec;18(6):871-7. doi: 10.1097/00000542-195711000-00007.","MAY G","Anesthesiology","1957","1957/11/01","","","10.1097/00000542-195711000-00007"
"13477400","An evaluation of the respiratory and sedative effects of meperidine hydrochloride combined with levallorphan tartrate in postoperative patients","MEGIRIAN R, WHITE CW Jr.","N Engl J Med. 1957 Oct 31;257(18):849-55. doi: 10.1056/NEJM195710312571802.","MEGIRIAN R","N Engl J Med","1957","1957/10/31","","","10.1056/NEJM195710312571802"
"13472483","Some effects of levallorphan on responses to meperidine","SCHIFFRIN MJ, BALAGOT RC, SADOVE MS.","Can Anaesth Soc J. 1957 Oct;4(4):372-7. doi: 10.1007/BF03021123.","SCHIFFRIN MJ","Can Anaesth Soc J","1957","1957/10/01","","","10.1007/BF03021123"
"13471981","Analgesic action of pethidine-levallorphan mixtures in man","HERXHEIMER A, SANGER C.","Br Med J. 1957 Oct 5;2(5048):802-3. doi: 10.1136/bmj.2.5048.802.","HERXHEIMER A","Br Med J","1957","1957/10/05","PMC1962540","","10.1136/bmj.2.5048.802"
"13459516","Interaction of cholinesterase inhibitors with morphine and levallorphan","SZERB JC.","Arch Int Pharmacodyn Ther. 1957 Aug 1;111(3):314-21.","SZERB JC","Arch Int Pharmacodyn Ther","1957","1957/08/01","","",""
"13444352","The combined use of alphaprodine (nisentil) hydrochloride and levallorphan (lorfan) tartrate for analgesia in obstetrics","BACKNER DD, FOLDES FF, GORDON EH.","Am J Obstet Gynecol. 1957 Aug;74(2):271-82. doi: 10.1016/s0002-9378(16)37072-7.","BACKNER DD","Am J Obstet Gynecol","1957","1957/08/01","","","10.1016/s0002-9378(16)37072-7"
"13425605","[Respiratory failure after therapeutic morphine administration and relief by levallorphan]","LEITHAUSER KH, MALORNY G.","Arch Toxikol. 1957;16(4):224-9.","LEITHAUSER KH","Arch Toxikol","1957","1957/01/01","","",""
"13424987","The respiratory effects of pethidine and levallorphan","SWERDLOW M.","Anaesthesia. 1957 Apr;12(2):174-81. doi: 10.1111/j.1365-2044.1957.tb03612.x.","SWERDLOW M","Anaesthesia","1957","1957/04/01","","","10.1111/j.1365-2044.1957.tb03612.x"
"13411619","Studies on nitrous oxide, meperidine and levallorphan with unipolar electroencephalography","PEARCY WC, KNOTT JR, BJURSTROM RO.","Anesthesiology. 1957 Mar-Apr;18(2):310-5. doi: 10.1097/00000542-195703000-00018.","PEARCY WC","Anesthesiology","1957","1957/03/01","","","10.1097/00000542-195703000-00018"
"13410340","Effect of levallorphan tartrate on levorphanol tartrate analgesia in postoperative patients","RANKIN J, MEHNERT J, CURRERI AR.","AMA Arch Surg. 1957 Apr;74(4):602-5. doi: 10.1001/archsurg.1957.01280100120021.","RANKIN J","AMA Arch Surg","1957","1957/04/01","","","10.1001/archsurg.1957.01280100120021"
"13381912","Respiratory effects of anaesthetics; the effects of thiopentone, nisentil and levallorphan on the respiration","SWERDLOW M.","Anaesthesia. 1957 Jan;12(1):42-8. doi: 10.1111/j.1365-2044.1957.tb03587.x.","SWERDLOW M","Anaesthesia","1957","1957/01/01","","","10.1111/j.1365-2044.1957.tb03587.x"
"13381079","Levallorphan in obstetrics","LLOYD TS Jr.","Va Med Mon (1918). 1956 Dec;83(12):551-3.","LLOYD TS Jr","Va Med Mon (1918)","1956","1956/12/01","","",""
"13368417","[Comparative research on the effect of theophyllin-ethylendiamin (euphyllin), oxyethyl-theophyllin (cordalin), coramin, n-allylnormorphin and levallorphan on inhibited breathing by morphine and dromoran]","BECKER HM, NASSR H, SCHWAB M.","Klin Wochenschr. 1956 Sep 1;34(33-34):891-5. doi: 10.1007/BF01472974.","BECKER HM","Klin Wochenschr","1956","1956/09/01","","","10.1007/BF01472974"
"13368057","Simultaneous respiratory minute volume and tooth pulp threshold changes following chronic administration of levorphan and a levorphan-levallorphan mixture in rabbits","GROSS EG, KEASLING HH, YIM GK.","J Pharmacol Exp Ther. 1956 Oct;118(2):193-7.","GROSS EG","J Pharmacol Exp Ther","1956","1956/10/01","","",""
"13365271","The effect of nisentil (alphaprodine) hydrochloride and lorfan (levallorphan) tartrate on respiration","AUERBACH J, COAKLEY CS.","Curr Res Anesth Analg. 1956 Sep-Oct;35(5):460-7.","AUERBACH J","Curr Res Anesth Analg","1956","1956/09/01","","",""
"13357782","Nitrous oxide-oxygen anesthesia supplemented by levo-dromoran tartrate and lorfan T.M. tartrate","RADNAY AP.","J Int Coll Surg. 1956 Aug;26(2):155-65.","RADNAY AP","J Int Coll Surg","1956","1956/08/01","","",""
"13346835","Improved analgesia with nisentil and levallorphan in urological procedures","GARNES HA.","J Urol. 1956 Aug;76(2):204-5. doi: 10.1016/s0022-5347(17)66684-9.","GARNES HA","J Urol","1956","1956/08/01","","","10.1016/s0022-5347(17)66684-9"
"13314877","[Inhibition of levallorphan (N-allyl-3-oxymorphone) considering the emetic and anti-emetic effect of morphine]","PICCINELLI D, CRUCIANI A, DORDONI F.","Arch Ital Sci Farmacol. 1956 Jan;6(1):65-71.","PICCINELLI D","Arch Ital Sci Farmacol","1956","1956/01/01","","",""
"13314010","[Effect of morphine antagonists, 3-hydroxy-N-allylmorphinan tartrate (levallorphan, Ro 1-7700) and N-allylmorphine in anesthetized man]","MEYER O, OEHMIG H.","Anaesthesist. 1956 Feb;5(1):4-7.","MEYER O","Anaesthesist","1956","1956/02/01","","",""
"13302592","The effect of nisentil hydrochloride and lorfan tartrate on respiration during nitrous oxide-oxygen anesthesia","KEPES ER, MARGOLIUS BR.","Am J Surg. 1956 May;91(5):761-9. doi: 10.1016/0002-9610(56)90382-8.","KEPES ER","Am J Surg","1956","1956/05/01","","","10.1016/0002-9610(56)90382-8"
"13283636","Combined toxicity of morphine sulfate, nalorphine hydrochloride, and levallorphan tartrate","GRUBER CM Jr.","Arch Int Pharmacodyn Ther. 1955 Oct 15;103(4):489-94.","GRUBER CM Jr","Arch Int Pharmacodyn Ther","1955","1955/10/15","","",""
"13278165","Levallorphan (lorfan) and alphaprodine (nisentil) in anesthesia, study of effects in supplementation of nitrous oxide-oxygen-thiopental (pentothal) sodium anesthesia","FOLDES FF, LIPSCHITZ E, WEBER GM, SWERDLOW M, PIRK LA.","J Am Med Assoc. 1956 Jan 21;160(3):168-75. doi: 10.1001/jama.1956.02960380016006.","FOLDES FF","J Am Med Assoc","1956","1956/01/21","","","10.1001/jama.1956.02960380016006"
"13273385","Effect of levallorphan and nalorphine upon barbiturate-induced respiratory depression in rats","COSTA PJ, BONNYCASTLE DD.","Proc Soc Exp Biol Med. 1955 Oct;90(1):166-8. doi: 10.3181/00379727-90-21970.","COSTA PJ","Proc Soc Exp Biol Med","1955","1955/10/01","","","10.3181/00379727-90-21970"
"13272187","The effects of levallorphan tartrate (levo-3-hydroxy-N-allylmorphinan tartrate) on the respiration of rabbits given morphine","MILLER JW, GILFOIL TM, SHIDEMAN FE.","J Pharmacol Exp Ther. 1955 Nov;115(3):350-9.","MILLER JW","J Pharmacol Exp Ther","1955","1955/11/01","","",""
"13264060","Simultaneous respiratory minute volume and tooth pulp threshold changes following levorphan, morphine and levorphan-levallorphan mixtures in rabbits","YIM GK, KEASLING HH, GROSS EG, MITCHELL CW.","J Pharmacol Exp Ther. 1955 Sep;115(1):96-105.","YIM GK","J Pharmacol Exp Ther","1955","1955/09/01","","",""
"13252561","The effect of nalorphine, levallorphan and analogues of levallorphan upon the hyperglycemic response of dogs to levorphan","PITTINGER CB, GROSS EG, RICHARDSON OM.","J Pharmacol Exp Ther. 1955 Aug;114(4):439-44.","PITTINGER CB","J Pharmacol Exp Ther","1955","1955/08/01","","",""
"13248856","The effects of nisentil HCl (alpha-prodine HCl) and levallorphan tartrate on respiration","SWERDLOW M, FOLDES FF, SIKER ES.","Am J Med Sci. 1955 Sep;230(3):237-50. doi: 10.1097/00000441-195509000-00001.","SWERDLOW M","Am J Med Sci","1955","1955/09/01","","","10.1097/00000441-195509000-00001"
"13238869","Comparative effects of a new narcotic antagonist (levallorphan tartrate) upon the respiratory responses to carbon dioxide during narcotic and barbiturate depression in anesthetized man","LANDMESSER CM, FORMEL PF, CONVERSE JG.","Anesthesiology. 1955 Jul;16(4):520-35. doi: 10.1097/00000542-195507000-00008.","LANDMESSER CM","Anesthesiology","1955","1955/07/01","","","10.1097/00000542-195507000-00008"
