PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"13815567","Influence of alphaprodine hydrochloride on intravenous barbiturate induction dosage","DELAPA RJ.","J Oral Surg Anesth Hosp Dent Serv. 1960 Mar;18:163-8.","DELAPA RJ","J Oral Surg Anesth Hosp Dent Serv","1960","1960/03/01","","",""
"13742151","Use of alphaprodine and levallorphan during labour","ROBERTS H, KUCK MA.","Can Med Assoc J. 1960 Nov 19;83(21):1088-93.","ROBERTS H","Can Med Assoc J","1960","1960/11/19","PMC1938855","",""
"13655028","Alpha- and beta-prodine type compounds","BECKETT AH, CASY AF, KIRK G.","J Med Pharm Chem. 1959 Feb;1(1):37-58. doi: 10.1021/jm50002a004.","BECKETT AH","J Med Pharm Chem","1959","1959/02/01","","","10.1021/jm50002a004"
"13539592","The use of nisentil in general practice","LAMB H.","J Mich State Med Soc. 1958 May;57(5):706-8.","LAMB H","J Mich State Med Soc","1958","1958/05/01","","",""
"13520837","Meperidine hydrochloride and alphaprodine hydrochloride as obstetric Analgesic agents; a double-blind study","GILLAM JS, HUNTER GW, DARNER CB, THOMPSON GR.","Am J Obstet Gynecol. 1958 May;75(5):1105-10. doi: 10.1016/0002-9378(58)90833-0.","GILLAM JS","Am J Obstet Gynecol","1958","1958/05/01","","","10.1016/0002-9378(58)90833-0"
"13515369","[Artificial hibernation & nisentil in thoracic surgery]","DECHENE JP, HOULD R.","Laval Med. 1957 Dec;24(3):307-20.","DECHENE JP","Laval Med","1957","1957/12/01","","",""
"13496362","[Use of alphaprodine as an analgesic in surgery & medicine]","DODIS A.","Union Med Can. 1957 Oct;86(10):1103-8.","DODIS A","Union Med Can","1957","1957/10/01","","",""
"13492182","Alpha- and beta-prodine type compounds: configurational studies","BECKETT AH, CASY AF, KIRK G, WALKER J.","J Pharm Pharmacol. 1957 Dec;9(12):939-48; discussion 948-9. doi: 10.1111/j.2042-7158.1957.tb12356.x.","BECKETT AH","J Pharm Pharmacol","1957","1957/12/01","","","10.1111/j.2042-7158.1957.tb12356.x"
"13444705","Alphaprodine hydrochloride with levaliorphan tartrate or RO 1-7780 postoperatively","MEGIRIAN R, WHITE CW Jr, MARCUS PS.","Anesthesiology. 1957 Jul-Aug;18(4):610-22. doi: 10.1097/00000542-195707000-00009.","MEGIRIAN R","Anesthesiology","1957","1957/07/01","","","10.1097/00000542-195707000-00009"
"13444352","The combined use of alphaprodine (nisentil) hydrochloride and levallorphan (lorfan) tartrate for analgesia in obstetrics","BACKNER DD, FOLDES FF, GORDON EH.","Am J Obstet Gynecol. 1957 Aug;74(2):271-82. doi: 10.1016/s0002-9378(16)37072-7.","BACKNER DD","Am J Obstet Gynecol","1957","1957/08/01","","","10.1016/s0002-9378(16)37072-7"
"13439719","Nisentil in urologic procedures: a review of 1,003 cases","REISER MP, CREEVY CD.","J Urol. 1957 Jun;77(6):880-3. doi: 10.1016/s0022-5347(17)66648-5.","REISER MP","J Urol","1957","1957/06/01","","","10.1016/s0022-5347(17)66648-5"
"13415975","Cortical effect of alphaprodine and of chlorpromazine during thiopental narcosis","MAZZIA VD, VAN POZNAK A, ARTUSIO JF Jr.","J Am Med Assoc. 1957 May 18;164(3):270-3. doi: 10.1001/jama.1957.02980030046011.","MAZZIA VD","J Am Med Assoc","1957","1957/05/18","","","10.1001/jama.1957.02980030046011"
"13415884","Alphaprodine (nisentil) hydrochloride in anesthesia; its use, with or without antagonists, for supplementation or as sole agent","LIPSON HI, BRADFORD HR.","J Am Med Assoc. 1957 Apr 6;163(14):1244-8. doi: 10.1001/jama.1957.02970490042009.","LIPSON HI","J Am Med Assoc","1957","1957/04/06","","","10.1001/jama.1957.02970490042009"
"13381912","Respiratory effects of anaesthetics; the effects of thiopentone, nisentil and levallorphan on the respiration","SWERDLOW M.","Anaesthesia. 1957 Jan;12(1):42-8. doi: 10.1111/j.1365-2044.1957.tb03587.x.","SWERDLOW M","Anaesthesia","1957","1957/01/01","","","10.1111/j.1365-2044.1957.tb03587.x"
"13365271","The effect of nisentil (alphaprodine) hydrochloride and lorfan (levallorphan) tartrate on respiration","AUERBACH J, COAKLEY CS.","Curr Res Anesth Analg. 1956 Sep-Oct;35(5):460-7.","AUERBACH J","Curr Res Anesth Analg","1956","1956/09/01","","",""
"13365095","Nisentil hydrochloride analgesia and pentothal sodium amnesia in dental surgery","BITTE EM, DUNN JK, HALE DE.","Cleve Clin Q. 1956 Oct;23(4):265-8. doi: 10.3949/ccjm.23.4.265.","BITTE EM","Cleve Clin Q","1956","1956/10/01","","","10.3949/ccjm.23.4.265"
"13359450","RO-1-7780, a potent antagonist of alphaprodine","MARCUS PS, MEGIRIAN R, WHITE CW Jr.","Proc Soc Exp Biol Med. 1956 Jul;92(3):512-5. doi: 10.3181/00379727-92-22528.","MARCUS PS","Proc Soc Exp Biol Med","1956","1956/07/01","","","10.3181/00379727-92-22528"
"13346835","Improved analgesia with nisentil and levallorphan in urological procedures","GARNES HA.","J Urol. 1956 Aug;76(2):204-5. doi: 10.1016/s0022-5347(17)66684-9.","GARNES HA","J Urol","1956","1956/08/01","","","10.1016/s0022-5347(17)66684-9"
"13343848","Nisentil: its effect on attitude of patients undergoing surgery","WALTERS TH, MAYER HD, JOHNSON CL.","Curr Res Anesth Analg. 1956 Jul-Aug;35(4):369-74.","WALTERS TH","Curr Res Anesth Analg","1956","1956/07/01","","",""
"13317491","Bronchography with nisentil analgesia","BELINKOFF S.","Curr Res Anesth Analg. 1956 May-Jun;35(3):246-7.","BELINKOFF S","Curr Res Anesth Analg","1956","1956/05/01","","",""
"13313601","Perinatal hypoxia caused by obstetrical analgesia and its avoidance by the use of prodine","KING AG.","Am J Obstet Gynecol. 1956 May;71(5):1001-6. doi: 10.1016/0002-9378(56)90724-4.","KING AG","Am J Obstet Gynecol","1956","1956/05/01","","","10.1016/0002-9378(56)90724-4"
"13307144","Nisentil in the postoperative period","MACK FX.","J Maine Med Assoc. 1956 Apr;47(4):108; passim.","MACK FX","J Maine Med Assoc","1956","1956/04/01","","",""
"13302592","The effect of nisentil hydrochloride and lorfan tartrate on respiration during nitrous oxide-oxygen anesthesia","KEPES ER, MARGOLIUS BR.","Am J Surg. 1956 May;91(5):761-9. doi: 10.1016/0002-9610(56)90382-8.","KEPES ER","Am J Surg","1956","1956/05/01","","","10.1016/0002-9610(56)90382-8"
"13284334","Continuous nisentil and suxamethonium in anaesthesia","LANCASTER FM, LEVIN J.","Br Med J. 1956 Feb 18;1(4963):381-3. doi: 10.1136/bmj.1.4963.381.","LANCASTER FM","Br Med J","1956","1956/02/18","PMC1978723","","10.1136/bmj.1.4963.381"
"13278850","The configuration of alphaprodine and betaprodine","BECKETT AH, WALKER J.","J Pharm Pharmacol. 1955 Dec;7(12):1039-45. doi: 10.1111/j.2042-7158.1955.tb12115.x.","BECKETT AH","J Pharm Pharmacol","1955","1955/12/01","","","10.1111/j.2042-7158.1955.tb12115.x"
"13278165","Levallorphan (lorfan) and alphaprodine (nisentil) in anesthesia, study of effects in supplementation of nitrous oxide-oxygen-thiopental (pentothal) sodium anesthesia","FOLDES FF, LIPSCHITZ E, WEBER GM, SWERDLOW M, PIRK LA.","J Am Med Assoc. 1956 Jan 21;160(3):168-75. doi: 10.1001/jama.1956.02960380016006.","FOLDES FF","J Am Med Assoc","1956","1956/01/21","","","10.1001/jama.1956.02960380016006"
"13272994","Effect of the analgesic nisentil on uterine contractions considered by parity, stage of labor, and status of membranes","EKELMAN SB, REYNOLDS SR.","Obstet Gynecol. 1955 Dec;6(6):644-51. doi: 10.1097/00006250-195512000-00015.","EKELMAN SB","Obstet Gynecol","1955","1955/12/01","","","10.1097/00006250-195512000-00015"
"13264323","Use of nisentil in urology: a clinical evaluation","YOW RM, MATHIAS JE, BUNTS RC.","J Urol. 1955 Oct;74(4):570-2. doi: 10.1016/s0022-5347(17)67319-1.","YOW RM","J Urol","1955","1955/10/01","","","10.1016/s0022-5347(17)67319-1"
"13264322","Analgesic effect of nisentil in urological procedures","GARNES HA.","J Urol. 1955 Oct;74(4):567-9. doi: 10.1016/s0022-5347(17)67318-x.","GARNES HA","J Urol","1955","1955/10/01","","","10.1016/s0022-5347(17)67318-x"
"13252699","A clinical study of 100 cases in which nisentil hydrochloride was used for analgesia to facilitate cystoscopy and other urological procedures","TRIFILIO AA, HUDSON PB.","J Urol. 1955 Aug;74(2):246-51. doi: 10.1016/s0022-5347(17)67274-4.","TRIFILIO AA","J Urol","1955","1955/08/01","","","10.1016/s0022-5347(17)67274-4"
"13249103","Effect of nisentil, meperidine and morphine on respiration in man","ORKIN LR, EGGE RK, ROVENSTINE EA.","Anesthesiology. 1955 Sep;16(5):699-707. doi: 10.1097/00000542-195509000-00007.","ORKIN LR","Anesthesiology","1955","1955/09/01","","","10.1097/00000542-195509000-00007"
"13248856","The effects of nisentil HCl (alpha-prodine HCl) and levallorphan tartrate on respiration","SWERDLOW M, FOLDES FF, SIKER ES.","Am J Med Sci. 1955 Sep;230(3):237-50. doi: 10.1097/00000441-195509000-00001.","SWERDLOW M","Am J Med Sci","1955","1955/09/01","","","10.1097/00000441-195509000-00001"
"13242202","Nisentil; a new basal analgesic for oral surgery","WEINER E.","Int J Anesth. 1955 Jun;2(4):245-9.","WEINER E","Int J Anesth","1955","1955/06/01","","",""
"13231739","Nisentil as an analgesic in bronchoscopy","GIERSON HW, GOTTLIEB LS, RUBIN HJ.","Dis Chest. 1955 Jan;27(1):65-8. doi: 10.1378/chest.27.1.65.","GIERSON HW","Dis Chest","1955","1955/01/01","","","10.1378/chest.27.1.65"
"13218088","Nisentil; an obstetric analgesic","EMICH JP Jr.","Am J Obstet Gynecol. 1955 Jan;69(1):124-7. doi: 10.1016/s0002-9378(16)37920-0.","EMICH JP Jr","Am J Obstet Gynecol","1955","1955/01/01","","","10.1016/s0002-9378(16)37920-0"
"13214473","Nisentil: a preliminary screening study of its clinical applicability","GOTTSCHALK C, ORKIN LR, ROVENSTINE EA.","N Y State J Med. 1955 Jan 1;55(1):90-4.","GOTTSCHALK C","N Y State J Med","1955","1955/01/01","","",""
"13208910","Nisentil (1,3,dimethyl-4-phenyl-4 propionoxy piperidine): a new supplement for nitrous oxide-oxygen, thiopentone (pentothal sodium) anaesthesia","SIKER ES, FOLDES FF, PAHK NM, SWERDLOW M.","Br J Anaesth. 1954 Nov;26(6):405-10. doi: 10.1093/bja/26.6.405.","SIKER ES","Br J Anaesth","1954","1954/11/01","","","10.1093/bja/26.6.405"
"13174372","NEW AND nonofficial remedies: alphaprodine hydrochloride","","J Am Med Assoc. 1954 Jul 24;155(13):1159.","","J Am Med Assoc","1954","1954/07/24","","",""
"13172649","Evaluation of nisentil as an analgesic agent in labour","HUGHES HJ, PHILPOTT NW.","Can Med Assoc J. 1954 Jul;71(1):6-8.","HUGHES HJ","Can Med Assoc J","1954","1954/07/01","PMC1825061","",""
"13163471","Use of Nisentil hydrochloride as an analgesic agent during cystoscopic procedures","McCREA LE, POST E.","J Int Coll Surg. 1954 Apr;21(4 1):480-3.","McCREA LE","J Int Coll Surg","1954","1954/04/01","","",""
"13120039","Nisentil in obstetrics","POWELL PO Jr, SAVAGE JE.","Obstet Gynecol. 1953 Dec;2(6):658-60.","POWELL PO Jr","Obstet Gynecol","1953","1953/12/01","","",""
"13108735","Nisentil as an obstetric analgesic","TAYLOR AG, YOUNG A, HANSON T.","J Am Med Womens Assoc. 1953 Nov;8(11):363-5.","TAYLOR AG","J Am Med Womens Assoc","1953","1953/11/01","","",""
"13085225","Nisentil in obstetrics; clinical trials with a new analgesic","ROBERTS H, WRIGLEY F.","J Obstet Gynaecol Br Emp. 1953 Aug;60(4):538-40. doi: 10.1111/j.1471-0528.1953.tb07234.x.","ROBERTS H","J Obstet Gynaecol Br Emp","1953","1953/08/01","","","10.1111/j.1471-0528.1953.tb07234.x"
"13040420","The results of nisentil in 1,000 obstetrical cases","KANE WM.","Am J Obstet Gynecol. 1953 May;65(5):1020-6. doi: 10.1016/0002-9378(53)90626-7.","KANE WM","Am J Obstet Gynecol","1953","1953/05/01","","","10.1016/0002-9378(53)90626-7"
"8239944","[Synthesis and CNS-activity of spirocyclic pethidine and prodine analogs]","Wünsch B, Höfner G, Bauschke G.","Arch Pharm (Weinheim). 1993 Sep;326(9):513-8. doi: 10.1002/ardp.19933260904.","Wünsch B","Arch Pharm (Weinheim)","1993","1993/09/01","","","10.1002/ardp.19933260904"
"7921191","Chiral resolution of 1,3-dimethyl-4-phenylpiperidine derivatives using high-performance liquid chromatography with a chiral stationary phase","Yin D, Khanolkar AD, Makriyannis A, Froimowitz M.","J Chromatogr A. 1994 Aug 26;678(1):176-9. doi: 10.1016/0021-9673(94)87087-X.","Yin D","J Chromatogr A","1994","1994/08/26","","","10.1016/0021-9673(94)87087-X"
"7391942","Electronic study of receptor binding of analgesic aryl moiety II: Prodine analogs","Razzak KS, Hamid KA.","J Pharm Sci. 1980 Jul;69(7):796-9. doi: 10.1002/jps.2600690713.","Razzak KS","J Pharm Sci","1980","1980/07/01","","","10.1002/jps.2600690713"
"7383473","Sinusoidal fetal heart rate pattern in association with amnionitis","Gleicher N, Runowicz CD, Brown BL.","Obstet Gynecol. 1980 Jul;56(1):109-12.","Gleicher N","Obstet Gynecol","1980","1980/07/01","","",""
"7358866","A comparison of alphaprodine and meperidine pharmacokinetics","Fung DL, Asling JH, Eisele JH, Martucci R.","J Clin Pharmacol. 1980 Jan;20(1):37-41. doi: 10.1002/j.1552-4604.1980.tb01664.x.","Fung DL","J Clin Pharmacol","1980","1980/01/01","","","10.1002/j.1552-4604.1980.tb01664.x"
"7094677","Regional obstetric anesthesia and newborn behavior: a reanalysis toward synergistic effects","Lester BM, Als H, Brazelton TB.","Child Dev. 1982 Jun;53(3):687-92.","Lester BM","Child Dev","1982","1982/06/01","","",""
"7072998","Neonatal neurobehavioral effects of inhalation analgesia for vaginal delivery","Stefani SJ, Hughes SC, Schnider SM, Levinson G, Abboud TK, Henriksen EH, Williams V, Johnson J.","Anesthesiology. 1982 May;56(5):351-5. doi: 10.1097/00000542-198205000-00004.","Stefani SJ","Anesthesiology","1982","1982/05/01","","","10.1097/00000542-198205000-00004"
"7041650","Sinusoidal fetal heart rate pattern: its definition and clinical significance","Modanlou HD, Freeman RK.","Am J Obstet Gynecol. 1982 Apr 15;142(8):1033-8. doi: 10.1016/0002-9378(82)90789-x.","Modanlou HD","Am J Obstet Gynecol","1982","1982/04/15","","","10.1016/0002-9378(82)90789-x"
"7019292","Hypoxic encephalopathy after the administration of alphaprodine hydrochloride","Okuji DM.","J Am Dent Assoc. 1981 Jul;103(1):50-2. doi: 10.14219/jada.archive.1981.0436.","Okuji DM","J Am Dent Assoc","1981","1981/07/01","","","10.14219/jada.archive.1981.0436"
"6946134","Anesthetic misadventures","","J Am Dent Assoc. 1981 Nov;103(5):692-694. doi: 10.14219/jada.archive.1981.0364.","","J Am Dent Assoc","1981","1981/11/01","","","10.14219/jada.archive.1981.0364"
"6946054","Muscle rigidity and respiratory arrest with alphaprodine: a case report","DePaola LG, Eisen MZ.","J Baltimore Coll Dent Surg. 1981 Jun;35(1):4-6.","DePaola LG","J Baltimore Coll Dent Surg","1981","1981/06/01","","",""
"6935425","A submucous technique utilizing a narcotic and a potentiator","Metroka DC, Marchesani JR, Carrel R.","J Pedod. 1980 Winter;4(2):124-38.","Metroka DC","J Pedod","1980","1980/01/01","","",""
"6813465","Maternal and fetal response to alphaprodine during labor. A preliminary study","Miller FC, Mueller E, McCart D.","J Reprod Med. 1982 Aug;27(8):439-42.","Miller FC","J Reprod Med","1982","1982/08/01","","",""
"6589184","Problems of medication with the pediatric patient","Brandt SK, Bugg JL Jr.","Dent Clin North Am. 1984 Jul;28(3):563-79.","Brandt SK","Dent Clin North Am","1984","1984/07/01","","",""
"6447533","Comparison of haemodynamic effects of anaesthetic doses of alphaprodine and sulfentanil in the dog","Reddy P, Liu WS, Port D, Gillmor S, Stanley TH.","Can Anaesth Soc J. 1980 Jul;27(4):345-50. doi: 10.1007/BF03007455.","Reddy P","Can Anaesth Soc J","1980","1980/07/01","","","10.1007/BF03007455"
"6403205","Rebreathing and end-tidal CO2 during spontaneous breathing with the Bain circuit","Spoerel WE.","Can Anaesth Soc J. 1983 Mar;30(2):148-54. doi: 10.1007/BF03009344.","Spoerel WE","Can Anaesth Soc J","1983","1983/03/01","","","10.1007/BF03009344"
"6181255","The clinical significance of a sinusoidal fetal heart rate pattern associated with alphaprodine administration","Veren D, Boehm FH, Killam AP.","J Reprod Med. 1982 Jul;27(7):411-4.","Veren D","J Reprod Med","1982","1982/07/01","","",""
"6150663","Opioid analgesics in anesthesia: with special reference to their use in cardiovascular anesthesia","Bovill JG, Sebel PS, Stanley TH.","Anesthesiology. 1984 Dec;61(6):731-55.","Bovill JG","Anesthesiology","1984","1984/12/01","","",""
"6104822","Comparison of morphine, meperidine, anileridine, and alphaprodine on schedule-controlled responding and analgesia","Leander JD.","Pharmacol Biochem Behav. 1980 May;12(5):797-801. doi: 10.1016/0091-3057(80)90168-9.","Leander JD","Pharmacol Biochem Behav","1980","1980/05/01","","","10.1016/0091-3057(80)90168-9"
"5907367","Alphaprodine for continuous intravenous obstetric analgesia","Burnett RG, White CA.","Obstet Gynecol. 1966 Apr;27(4):472-7. doi: 10.1097/00006250-196604000-00003.","Burnett RG","Obstet Gynecol","1966","1966/04/01","","","10.1097/00006250-196604000-00003"
"5635845","Respiratory effects of alphaprodine in man","Forrest WH Jr, Bellville JW.","Obstet Gynecol. 1968 Jan;31(1):61-8. doi: 10.1097/00006250-196801000-00010.","Forrest WH Jr","Obstet Gynecol","1968","1968/01/01","","","10.1097/00006250-196801000-00010"
"5597734","[On the effect of analgesics of the morphine group based on prolonged nociceptive stimulation]","Vedernikov IuP, Zegel'man V, Mamin V.","Farmakol Toksikol. 1967 May-Jun;30(3):298-300.","Vedernikov IuP","Farmakol Toksikol","1967","1967/05/01","","",""
"5430291","The use of fentanyl, meperidine or alphaprodine for neuroleptanesthesia","Foldes FF, Shiffman HP, Kronfeld PP.","Anesthesiology. 1970 Jul;33(1):35-42. doi: 10.1097/00000542-197007000-00013.","Foldes FF","Anesthesiology","1970","1970/07/01","","","10.1097/00000542-197007000-00013"
"5378674","[Ataralgesia for endocavitary pacemaker implantation in serious cardiac patients]","Evers W.","Anesth Analg (Paris). 1969 Nov-Dec;26(6):871-5.","Evers W","Anesth Analg (Paris)","1969","1969/11/01","","",""
"5299955","Pneumoencephalography using neuroleptanalgesia","Wolfson B, Siker ES, Wible LR, Dubansky J.","Anesth Analg. 1968 Jan-Feb;47(1):14-7.","Wolfson B","Anesth Analg","1968","1968/01/01","","",""
"5287142","Complications of intravenous psychosedation. Case report","Anderson MW, Allen GD, Everett GB.","Anesth Prog. 1971 Sep-Oct;18(5):113-5.","Anderson MW","Anesth Prog","1971","1971/09/01","PMC2516335","",""
"5285092","Intravenous amnesia to obliterate fear, anxiety and pain in ambulatory dental patients","Shane SM.","J Philipp Dent Assoc. 1971 May;23(2):25-9.","Shane SM","J Philipp Dent Assoc","1971","1971/05/01","","",""
"5221807","An effective pre-medication procedure for dental patients","Carter WJ, Bogert JA.","J Mo Dent Assoc. 1966 Jun-Jul;46(6):8-9.","Carter WJ","J Mo Dent Assoc","1966","1966/06/01","","",""
"5214559","Intravenous amnesia for total dentistry in one sitting","Shane SM.","J Oral Surg. 1966 Jan;24(1):27-32.","Shane SM","J Oral Surg","1966","1966/01/01","","",""
"5073814","Fatality following use of alphaprodine","Hine CH, Pasi A.","Clin Toxicol. 1972;5(3):307-15. doi: 10.3109/15563657208991010.","Hine CH","Clin Toxicol","1972","1972/01/01","","","10.3109/15563657208991010"
"5059956","Methodological problems in conditioning the headturning response of newborn infants","Clifton RK, Meyers WJ, Solomons G.","J Exp Child Psychol. 1972 Feb;13(1):29-42. doi: 10.1016/0022-0965(72)90005-7.","Clifton RK","J Exp Child Psychol","1972","1972/02/01","","","10.1016/0022-0965(72)90005-7"
"5059053","Inhibition of constriction-induced reactive hyperemic edema","Brown JH, Garrett RL.","Proc Soc Exp Biol Med. 1972 Feb;139(2):610-4. doi: 10.3181/00379727-139-36198.","Brown JH","Proc Soc Exp Biol Med","1972","1972/02/01","","","10.3181/00379727-139-36198"
"5043867","Pharmacokinetics, metabolism, and urinary excretion of ( 3 H)alphaprodine in dogs","Abdel-Monem MM, Harris PA, Portoghese PS.","J Med Chem. 1972 Jul;15(7):706-8. doi: 10.1021/jm00277a003.","Abdel-Monem MM","J Med Chem","1972","1972/07/01","","","10.1021/jm00277a003"
"5035269","Stereochemical studies on medicinal agents. 11. Metabolism and distribution of prodine isomers in mice","Abdel-Monem MM, Larson DL, Kupferberg HJ, Portoghese PS.","J Med Chem. 1972 May;15(5):494-500. doi: 10.1021/jm00275a015.","Abdel-Monem MM","J Med Chem","1972","1972/05/01","","","10.1021/jm00275a015"
"5023259","Postpartum tubal ligation under local anesthesia","Munson AK, Scott JR.","Obstet Gynecol. 1972 May;39(5):756-8.","Munson AK","Obstet Gynecol","1972","1972/05/01","","",""
"4868932","Halothane and the heart","Shinozaki T, Mazuzan JE Jr, Abajian J Jr.","Br J Anaesth. 1968 Feb;40(2):79-88. doi: 10.1093/bja/40.2.79.","Shinozaki T","Br J Anaesth","1968","1968/02/01","","","10.1093/bja/40.2.79"
"4812709","Neurobehavioral responses of newborn infants after maternal epidural anesthesia","Scanlon JW, Brown WU Jr, Weiss JB, Alper MH.","Anesthesiology. 1974 Feb;40(2):121-8. doi: 10.1097/00000542-197402000-00005.","Scanlon JW","Anesthesiology","1974","1974/02/01","","","10.1097/00000542-197402000-00005"
