PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31092746","Effects of an anesthetic mixture of medetomidine, midazolam, and butorphanol and antagonism by atipamezole in rabbits","Kirihara Y, Takechi M, Kurosaki K, Matsuo H, Kajitani N, Saito Y.","Exp Anim. 2019 Nov 6;68(4):443-452. doi: 10.1538/expanim.18-0183. Epub 2019 May 14.","Kirihara Y","Exp Anim","2019","2019/05/17","PMC6842807","","10.1538/expanim.18-0183"
"31080189","Anesthetic effect of a mixture of alfaxalone, medetomidine, and butorphanol for inducing surgical anesthesia in ICR, BALB/c, and C57BL/6 mouse strains","Tsukamoto Y, Yamada N, Miyoshi K, Yamashita K, Ohsugi T.","J Vet Med Sci. 2019 Jun 28;81(6):937-945. doi: 10.1292/jvms.18-0712. Epub 2019 May 10.","Tsukamoto Y","J Vet Med Sci","2019","2019/05/14","PMC6612492","","10.1292/jvms.18-0712"
"31065139","Butorphanol in Labour Analgesia","Yadav J, Regmi MC, Basnet P, Guddy KM, Bhattarai B, Poudel P.","JNMA J Nepal Med Assoc. 2018 Nov-Dec;56(214):940-944.","Yadav J","JNMA J Nepal Med Assoc","2018","2019/05/09","","",""
"30935442","Butorphanol-Azaperone-Medetomidine for the Immobilization of Rhesus Macaques (Macaca mulatta)","Malinowski CM, Cameron AI, Burnside WM, West SE, Nunamaker EA.","J Am Assoc Lab Anim Sci. 2019 May 1;58(3):346-355. doi: 10.30802/AALAS-JAALAS-18-000088. Epub 2019 Apr 1.","Malinowski CM","J Am Assoc Lab Anim Sci","2019","2019/04/03","PMC6526489","","10.30802/AALAS-JAALAS-18-000088"
"30866108","A kinematic comparison of the locomotor pattern of horses sedated with detomidine alone and in combination with low doses of butorphanol","Frigerio MA, Gómez Cisneros D, Santiago Llorente I, Manso-Díaz G, López-Sanromán J.","Equine Vet J. 2019 Nov;51(6):825-830. doi: 10.1111/evj.13098. Epub 2019 Apr 29.","Frigerio MA","Equine Vet J","2019","2019/03/14","","","10.1111/evj.13098"
"30819274","Intramuscular Administration of Alfaxalone Alone and in Combination for Sedation and Anesthesia of Rabbits (Oryctolagus cuniculus)","Bradley MP, Doerning CM, Nowland MH, Lester PA.","J Am Assoc Lab Anim Sci. 2019 Mar 1;58(2):216-222. doi: 10.30802/AALAS-JAALAS-18-000078. Epub 2019 Feb 28.","Bradley MP","J Am Assoc Lab Anim Sci","2019","2019/03/02","PMC6433347","","10.30802/AALAS-JAALAS-18-000078"
"30651651","The effect of intramuscular dexmedetomidine-butorphanol combination on tear production in dogs","Leonardi F, Costa GL, Stagnoli A, Zubin E, Boschi P, Sabbioni A, Simonazzi B.","Can Vet J. 2019 Jan;60(1):55-59.","Leonardi F","Can Vet J","2019","2019/01/18","PMC6294015","",""
"30605033","Changes in pupil size and intraocular pressure after topical application of 0.5% tropicamide to the eyes of dogs sedated with butorphanol","Jugant S, Grillot AE, Lyarzhri F, Régnier A, Douet JY.","Am J Vet Res. 2019 Jan;80(1):95-101. doi: 10.2460/ajvr.80.1.95.","Jugant S","Am J Vet Res","2019","2019/01/04","","","10.2460/ajvr.80.1.95"
"30554889","Evaluation of butorphanol-azaperone-medetomidine in captive cheetah (Acinonyx jubatus) immobilization","Semjonov A, Raath JP, Laubscher L, Orro T, Pfitzer S, Tiirats T, Rogers PS, Andrianov V.","Vet Anaesth Analg. 2019 Jan;46(1):90-95. doi: 10.1016/j.vaa.2018.09.038. Epub 2018 Sep 22.","Semjonov A","Vet Anaesth Analg","2019","2018/12/18","","","10.1016/j.vaa.2018.09.038"
"30526293","Comparison of pre-emptive butorphanol or metamizole with ketamine +medetomidine and s-ketamine + medetomidine anaesthesia in improving intraoperative analgesia in mice","Bauer C, Schillinger U, Brandl J, Meyer-Lindenberg A, Ott A, Baumgartner C.","Lab Anim. 2019 Oct;53(5):459-469. doi: 10.1177/0023677218815208. Epub 2018 Dec 8.","Bauer C","Lab Anim","2019","2018/12/12","","","10.1177/0023677218815208"
"30497306","Butorphanol effectively prevents etomidate-induced myoclonus: a pooled analysis of 788 patients","Zhu Y, Zhou C, He Q.","J Int Med Res. 2019 Jan;47(1):353-360. doi: 10.1177/0300060518801457. Epub 2018 Nov 30.","Zhu Y","J Int Med Res","2019","2018/12/01","PMC6384487","","10.1177/0300060518801457"
"30463817","Postoperative analgesic effect of different doses of naloxone combined with butorphanol and psychological nursing intervention","Haiying Z, Lijun Z, Yanjun L, Peiwu C, Aiyu W.","Pak J Pharm Sci. 2018 Sep;31(5(Special)):2229-2234.","Haiying Z","Pak J Pharm Sci","2018","2018/11/23","","",""
"30463811","Comparison of the analgesic effects of dezocine, tramadol and butorphanol after cesarean section","Zhu J, Xu C, Wang X, Shi W.","Pak J Pharm Sci. 2018 Sep;31(5(Special)):2191-2195.","Zhu J","Pak J Pharm Sci","2018","2018/11/23","","",""
"30457900","Assessment of sedation after intranasal administration of midazolam and midazolam-butorphanol in cockatiels (Nymphicus hollandicus)","Doss GA, Fink DM, Mans C.","Am J Vet Res. 2018 Dec;79(12):1246-1252. doi: 10.2460/ajvr.79.12.1246.","Doss GA","Am J Vet Res","2018","2018/11/21","","","10.2460/ajvr.79.12.1246"
"30456980","Use of butorphanol and diprenorphine to counter respiratory impairment in the immobilised white rhinoceros (Ceratotherium simum)","Meyer LCR, Fuller A, Hofmeyr M, Buss P, Miller M, Haw A.","J S Afr Vet Assoc. 2018 Oct 18;89(0):e1-e8. doi: 10.4102/jsava.v89i0.1683.","Meyer LCR","J S Afr Vet Assoc","2018","2018/11/21","PMC6244275","","10.4102/jsava.v89i0.1683"
"30323559","Effect of butorphanol on opioid-induced cough: a meta-analysis of randomized controlled trials","Zhang J, Miao S, Tu Q, Shi M, Zou L, Liu S, Wang G.","Drug Des Devel Ther. 2018 Oct 2;12:3263-3268. doi: 10.2147/DDDT.S180533. eCollection 2018.","Zhang J","Drug Des Devel Ther","2018","2018/10/17","PMC6173179","","10.2147/DDDT.S180533"
"30276919","Renal perfusion parameters measured by contrast-enhanced ultrasound in healthy dogs demonstrate a wide range of variability in the long-term","Liu DJX, Hesta M, Stock E, Bogaerts E, Broeckx BJG, Saunders JH, Vanderperren K.","Vet Radiol Ultrasound. 2019 Mar;60(2):201-209. doi: 10.1111/vru.12690. Epub 2018 Oct 1.","Liu DJX","Vet Radiol Ultrasound","2019","2018/10/03","","","10.1111/vru.12690"
"30268328","Peripherally acting α-adrenoceptor antagonist MK-467 with intramuscular medetomidine and butorphanol in dogs: A prospective, randomised, clinical trial","Kallio-Kujala IJ, Turunen HA, Raekallio MR, Honkavaara JM, Salla KM, Casoni D, Hautajärvi HJ, Vainio OM.","Vet J. 2018 Oct;240:22-26. doi: 10.1016/j.tvjl.2018.08.007. Epub 2018 Aug 23.","Kallio-Kujala IJ","Vet J","2018","2018/10/01","","","10.1016/j.tvjl.2018.08.007"
"30197106","Randomised clinical trial comparing clinically relevant sedation outcome measures in dogs after intramuscular administration of medetomidine in combination with midazolam or butorphanol for routine diagnostic imaging procedures","Le Chevallier D, Slingsby L, Murrell JC.","Vet J. 2018 Sep;239:30-34. doi: 10.1016/j.tvjl.2018.08.001. Epub 2018 Aug 10.","Le Chevallier D","Vet J","2018","2018/09/11","","","10.1016/j.tvjl.2018.08.001"
"30077553","Comparison of sedation in dogs: methadone or butorphanol in combination with dexmedetomidine intravenously","Trimble T, Bhalla RJ, Leece EA.","Vet Anaesth Analg. 2018 Sep;45(5):597-603. doi: 10.1016/j.vaa.2018.03.008. Epub 2018 Apr 18.","Trimble T","Vet Anaesth Analg","2018","2018/08/06","","","10.1016/j.vaa.2018.03.008"
"29989554","[Evaluation of a field-suitable injection anesthesia protocol for the castration of 8 to 14 days old piglets]","Rigamonti S, Bettschart-Wolfensberger R, Schwarz A, Nussbaumer I.","Schweiz Arch Tierheilkd. 2018 Jul;160(7-8):469-474. doi: 10.17236/sat00170.","Rigamonti S","Schweiz Arch Tierheilkd","2018","2018/07/11","","","10.17236/sat00170"
"29989553","Optimization of analgesia for piglet castration under isoflurane anaesthesia with parenteral butorphanol, meloxicam or intratesticular lidocaine","Hug PJ, Cap VH, Honegger J, Schüpbach-Regula G, Schwarz A, Bettschart-Wolfensberger R.","Schweiz Arch Tierheilkd. 2018 Jul;160(7-8):461-467. doi: 10.17236/sat00169.","Hug PJ","Schweiz Arch Tierheilkd","2018","2018/07/11","","","10.17236/sat00169"
"29949697","STUDYING THE PHYSICAL DEPENDENCE ON AND TOLERANCE TO THE ANTINOCICEPTIVE EFFECT OF RU-1205 SUBSTANCE","Grechko OY, Shtareva DM, Spasov AA, Litvinov LA, Rashchenko AI.","Eksp Klin Farmakol. 2016 Aug;79(4):8-11.","Grechko OY","Eksp Klin Farmakol","2016","2018/06/28","","",""
"29891212","Peripheral α(2)-adrenoceptor antagonism affects the absorption of intramuscularly coadministered drugs","Kallio-Kujala IJ, Raekallio MR, Honkavaara J, Bennett RC, Turunen H, Scheinin M, Hautajärvi H, Vainio O.","Vet Anaesth Analg. 2018 Jul;45(4):405-413. doi: 10.1016/j.vaa.2018.01.008. Epub 2018 Feb 3.","Kallio-Kujala IJ","Vet Anaesth Analg","2018","2018/06/13","","","10.1016/j.vaa.2018.01.008"
"29863971","Efficacy of a Butorphanol, Azaperone, and Medetomidine Combination for Helicopter-Based Immobilization of Bison ( Bison bison)","Harms NJ, Jung TS, Hallock M, Egli K.","J Wildl Dis. 2018 Oct;54(4):819-824. doi: 10.7589/2017-09-232. Epub 2018 Jun 4.","Harms NJ","J Wildl Dis","2018","2018/06/05","","","10.7589/2017-09-232"
"29853414","Evaluation of butorphanol-azaperone-medetomidine (BAM) in captive blesbok immobilization (Damaliscus pygargus phillipsi)","Semjonov A, Andrianov V, Raath JP, Orro T, Laubscher L, Pfitzer S, Tiirats T.","Vet Anaesth Analg. 2018 Jul;45(4):496-501. doi: 10.1016/j.vaa.2017.03.011. Epub 2018 Mar 29.","Semjonov A","Vet Anaesth Analg","2018","2018/06/02","","","10.1016/j.vaa.2017.03.011"
"29786177","Usefulness of an anesthetic mixture of medetomidine, midazolam, and butorphanol in cotton rats (Sigmodn hispidus)","Nakamura T, Ichii O, Irie T, Hosotani M, Dantsuka A, Nakamura S, Sato S, Sotozaki K, Kouguchi H, Yoshiyasu T, Nagasaki KI, Kon Y.","Jpn J Vet Res. 2016 Nov;64(4):273-276.","Nakamura T","Jpn J Vet Res","2016","2018/05/23","","",""
"29778749","Injection Butorphanol dependence: A case report","Shah B, Gupta R, Sarkar S, Balhara YPS.","Asian J Psychiatr. 2018 Jun;35:45-46. doi: 10.1016/j.ajp.2018.05.008. Epub 2018 May 14.","Shah B","Asian J Psychiatr","2018","2018/05/21","","","10.1016/j.ajp.2018.05.008"
"29697312","A Mixture of Butorphanol, Azaperone, and Medetomidine for the Immobilization of American Beavers ( Castor canadensis)","Roug A, Talley H, Davis T, Roueche M, DeBloois D.","J Wildl Dis. 2018 Jul;54(3):617-621. doi: 10.7589/2017-12-296. Epub 2018 Apr 26.","Roug A","J Wildl Dis","2018","2018/04/27","","","10.7589/2017-12-296"
"29671713","Butorphanol-Azaperone-Medetomidine for the Immobilization of Captive Caribou ( Rangifer tarandus granti) in Alaska, USA","Hansen CM, Beckmen KB.","J Wildl Dis. 2018 Jul;54(3):650-652. doi: 10.7589/2017-12-312. Epub 2018 Apr 19.","Hansen CM","J Wildl Dis","2018","2018/04/20","","","10.7589/2017-12-312"
"29630131","Butorphanol attenuates myocardial ischemia reperfusion injury through inhibiting mitochondria-mediated apoptosis in mice","Huang LH, Li J, Gu JP, Qu MX, Yu J, Wang ZY.","Eur Rev Med Pharmacol Sci. 2018 Mar;22(6):1819-1824. doi: 10.26355/eurrev_201803_14601.","Huang LH","Eur Rev Med Pharmacol Sci","2018","2018/04/10","","","10.26355/eurrev_201803_14601"
"29628389","Effects of buprenorphine, butorphanol or tramadol premedication on anaesthetic induction with alfaxalone in common marmosets (Callithrix jacchus)","Bakker J, Roubos S, Remarque EJ, Arndt SS, Kronen PW, Langermans JA.","Vet Anaesth Analg. 2018 May;45(3):309-319. doi: 10.1016/j.vaa.2017.06.009. Epub 2018 Feb 5.","Bakker J","Vet Anaesth Analg","2018","2018/04/10","","","10.1016/j.vaa.2017.06.009"
"29625917","Alfaxalone anaesthesia in Lemur catta following dexmedetomidine-butorphanol-midazolam sedation","Gaudio E, Voltan L, De Benedictis GM.","Vet Anaesth Analg. 2018 May;45(3):351-356. doi: 10.1016/j.vaa.2018.01.004. Epub 2018 Feb 3.","Gaudio E","Vet Anaesth Analg","2018","2018/04/08","","","10.1016/j.vaa.2018.01.004"
"29624011","Comparison of the cardiovascular and respiratory effects and sevoflurane requirement in dogs premedicated with two doses of medetomidine and butorphanol undergoing surgical sterilization","Juodzente D, Macas A, Karveliene B, Petkevicius S, Riskeviciene V.","Pol J Vet Sci. 2018 Mar;21(1):101-110. doi: 10.24425/119027.","Juodzente D","Pol J Vet Sci","2018","2018/04/07","","","10.24425/119027"
"29616881","THE USE OF KETAMINE-XYLAZINE OR BUTORPHANOL-AZAPERONE-MEDETOMIDINE TO IMMOBILIZE AMERICAN BLACK BEARS ( URSUS AMERICANUS)","Williamson RH, Muller LI, Blair CD.","J Wildl Dis. 2018 Jul;54(3):503-510. doi: 10.7589/2017-10-255. Epub 2018 Apr 4.","Williamson RH","J Wildl Dis","2018","2018/04/05","","","10.7589/2017-10-255"
"29517446","ASPIRATION PNEUMONIA IN TWO TIBETAN YAK BULLS ( BOS GRUNNIENS) AS A COMPLICATION OF KETAMINE-XYLAZINE-BUTORPHANOL ANESTHESIA FOR RECUMBENT CASTRATION","Smith JS, Sheley M, Chigerwe M.","J Zoo Wildl Med. 2018 Mar;49(1):242-246. doi: 10.1638/2016-0205R1.1.","Smith JS","J Zoo Wildl Med","2018","2018/03/09","","","10.1638/2016-0205R1.1"
"29466048","Effects of dexmedetomidine combined with commonly administered opioids on clinical variables in dogs","Nishimura LT, Auckburally A, Santilli J, Vieira BHB, Garcia DO, Honsho CS, de Mattos-Junior E.","Am J Vet Res. 2018 Mar;79(3):267-275. doi: 10.2460/ajvr.79.3.267.","Nishimura LT","Am J Vet Res","2018","2018/02/22","","","10.2460/ajvr.79.3.267"
"29445064","The validity of anesthetic protocols for the surgical procedure of castration in rats","Tsukamoto A, Niino N, Sakamoto M, Ohtani R, Inomata T.","Exp Anim. 2018 Jul 30;67(3):329-336. doi: 10.1538/expanim.18-0003. Epub 2018 Mar 14.","Tsukamoto A","Exp Anim","2018","2018/02/16","PMC6083029","","10.1538/expanim.18-0003"
"29426677","Comparison of the effects of alfaxalone and propofol with acepromazine, butorphanol and/or doxapram on laryngeal motion and quality of examination in dogs","Radkey DI, Hardie RJ, Smith LJ.","Vet Anaesth Analg. 2018 May;45(3):241-249. doi: 10.1016/j.vaa.2017.08.014. Epub 2018 Feb 3.","Radkey DI","Vet Anaesth Analg","2018","2018/02/11","","","10.1016/j.vaa.2017.08.014"
"29398670","The effect of sedation with a combination of butorphanol and midazolam on quantitative contrast-enhanced ultrasonography of duodenum in healthy dogs","Nisa K, Lim SY, Osuga T, Yokoyama N, Tamura M, Nagata N, Sasaoka K, Dermlim A, Leela-Arporn R, Morita T, Sasaki N, Morishita K, Nakamura K, Ohta H, Takiguchi M.","J Vet Med Sci. 2018 Mar 24;80(3):453-459. doi: 10.1292/jvms.17-0525. Epub 2018 Feb 2.","Nisa K","J Vet Med Sci","2018","2018/02/06","PMC5880825","","10.1292/jvms.17-0525"
"29350447","Effect of sedation with butorphanol on variables pertaining to the ophthalmic examination in dogs","Douet JY, Regnier A, Dongay A, Jugant S, Jourdan G, Concordet D.","Vet Ophthalmol. 2018 Sep;21(5):452-458. doi: 10.1111/vop.12530. Epub 2018 Jan 19.","Douet JY","Vet Ophthalmol","2018","2018/01/20","","","10.1111/vop.12530"
"29297827","ALFAXALONE ANESTHESIA IN THE BENGALESE FINCH ( LONCHURA DOMESTICA)","Perrin KL, Nielsen JB, Thomsen AF, Bertelsen MF.","J Zoo Wildl Med. 2017 Dec;48(4):1146-1153. doi: 10.1638/2016-0300R.1.","Perrin KL","J Zoo Wildl Med","2017","2018/01/04","","","10.1638/2016-0300R.1"
"29249748","Blood biochemistry and hematological changes in rats after administration of a mixture of three anesthetic agents","Ochiai Y, Baba A, Hiramatsu M, Toyota N, Watanabe T, Yamashita K, Yokota H, Iwano H.","J Vet Med Sci. 2018 Mar 2;80(2):387-394. doi: 10.1292/jvms.17-0497. Epub 2017 Dec 18.","Ochiai Y","J Vet Med Sci","2018","2017/12/19","PMC5836782","","10.1292/jvms.17-0497"
"29242121","Postinduction butorphanol administration alters oxygen consumption to improve blood gases in etorphine-immobilized white rhinoceros","Buss P, Miller M, Fuller A, Haw A, Stout E, Olea-Popelka F, Meyer L.","Vet Anaesth Analg. 2018 Jan;45(1):57-67. doi: 10.1016/j.vaa.2017.03.008. Epub 2017 Apr 17.","Buss P","Vet Anaesth Analg","2018","2017/12/16","","","10.1016/j.vaa.2017.03.008"
"29212478","Effect of butorphanol, midazolam or ketamine on romifidine based sedation in horses during standing cheek tooth removal","Müller TM, Hopster K, Bienert-Zeit A, Rohn K, Kästner SBR.","BMC Vet Res. 2017 Dec 6;13(1):381. doi: 10.1186/s12917-017-1299-6.","Müller TM","BMC Vet Res","2017","2017/12/08","PMC5719754","","10.1186/s12917-017-1299-6"
"29192545","Cardiovascular, respiratory and sedative effects of intramuscular alfaxalone, butorphanol and dexmedetomidine compared with ketamine, butorphanol and dexmedetomidine in healthy cats","Cremer J, Riccó CH.","J Feline Med Surg. 2018 Oct;20(10):973-979. doi: 10.1177/1098612X17742289. Epub 2017 Dec 1.","Cremer J","J Feline Med Surg","2018","2017/12/02","","","10.1177/1098612X17742289"
"29183660","Comparison of the sedative effects of nalbuphine and butorphanol, alone or in combination with acepromazine in dogs","Gomes VH, Oliveira RL, Marques JL, Coelho CM, Silva MF.","Vet Anaesth Analg. 2018 Jan;45(1):68-72. doi: 10.1016/j.vaa.2017.08.003. Epub 2017 Sep 15.","Gomes VH","Vet Anaesth Analg","2018","2017/11/30","","","10.1016/j.vaa.2017.08.003"
"29182386","In vivo evaluation of effects of sedation on results of acoustoelastography of the superficial digital flexor tendons in clinically normal horses","De Gasperi D, Dzierzak SL, Muir P, Vanderby R Jr, Brounts SH.","Am J Vet Res. 2017 Dec;78(12):1421-1425. doi: 10.2460/ajvr.78.12.1421.","De Gasperi D","Am J Vet Res","2017","2017/11/29","","","10.2460/ajvr.78.12.1421"
"29174961","Effect of premedication with butorphanol or methadone on ease of endoscopic duodenal intubation in dogs","McFadzean WJ, Hall EJ, van Oostrom H.","Vet Anaesth Analg. 2017 Nov;44(6):1296-1302. doi: 10.1016/j.vaa.2017.05.004. Epub 2017 Jun 7.","McFadzean WJ","Vet Anaesth Analg","2017","2017/11/28","","","10.1016/j.vaa.2017.05.004"
"29165006","Effect of non-steroidal anti-inflammatory drugs on postoperative respiratory and heart rate in cats subjected to ovariohysterectomy","Höglund OV, Dyall B, Gräsman V, Edner A, Olsson U, Höglund K.","J Feline Med Surg. 2018 Oct;20(10):980-984. doi: 10.1177/1098612X17742290. Epub 2017 Nov 22.","Höglund OV","J Feline Med Surg","2018","2017/11/23","","","10.1177/1098612X17742290"
"28948901","Evaluation of an intramuscular butorphanol and alfaxalone protocol for feline blood donation: a pilot study","Granfone MC, Walker JM, Smith LJ.","J Feline Med Surg. 2018 Aug;20(8):793-798. doi: 10.1177/1098612X17732484. Epub 2017 Sep 26.","Granfone MC","J Feline Med Surg","2018","2017/09/27","","","10.1177/1098612X17732484"
"28920785","DETOMIDINE AND BUTORPHANOL FOR STANDING SEDATION IN A RANGE OF ZOO-KEPT UNGULATE SPECIES","Bouts T, Dodds J, Berry K, Arif A, Taylor P, Routh A, Gasthuys F.","J Zoo Wildl Med. 2017 Sep;48(3):616-626. doi: 10.1638/2016-0047.1.","Bouts T","J Zoo Wildl Med","2017","2017/09/19","","","10.1638/2016-0047.1"
"28865107","Effect of Body Position, Exercise, and Sedation on Estimation of Pulmonary Artery Pressure in Dogs with Degenerative Atrioventricular Valve Disease","Rhinehart JD, Schober KE, Scansen BA, Yildiz V, Bonagura JD.","J Vet Intern Med. 2017 Nov;31(6):1611-1621. doi: 10.1111/jvim.14814. Epub 2017 Sep 2.","Rhinehart JD","J Vet Intern Med","2017","2017/09/03","PMC5697194","","10.1111/jvim.14814"
"28836839","Antinociceptive efficacy of intramuscular administration of morphine sulfate and butorphanol tartrate in tegus (Salvator merianae)","Leal WP, Carregaro AB, Bressan TF, Bisetto SP, Melo CF, Sladky KK.","Am J Vet Res. 2017 Sep;78(9):1019-1024. doi: 10.2460/ajvr.78.9.1019.","Leal WP","Am J Vet Res","2017","2017/08/25","","","10.2460/ajvr.78.9.1019"
"28828865","Comparison of thiafentanil-medetomidine to etorphine-medetomidine immobilisation of impalas (<i>Aepyceros melampus</i>)","Zeiler GE, Meyer LCR.","J S Afr Vet Assoc. 2017 Aug 4;88(0):e1-e8. doi: 10.4102/jsava.v88i0.1520.","Zeiler GE","J S Afr Vet Assoc","2017","2017/08/23","PMC6138147","","10.4102/jsava.v88i0.1520"
"28822974","Sedative and cardiopulmonary effects of dexmedetomidine infusions randomly receiving, or not, butorphanol in standing horses","Medeiros LQ, Gozalo-Marcilla M, Taylor PM, Campagnol D, de Oliveira FA, Watanabe MJ, de Araujo Aguiar AJ.","Vet Rec. 2017 Oct 14;181(15):402. doi: 10.1136/vr.104359. Epub 2017 Aug 19.","Medeiros LQ","Vet Rec","2017","2017/08/21","","","10.1136/vr.104359"
"28765033","Assessment of butorphanol-azaperone-medetomidine combination as anesthesia for semen collection and evaluation of semen quality in white-tailed deer (Odocoileus virginianus)","Kirschner SM, Rodenkirch R.","Anim Reprod Sci. 2017 Sep;184:196-203. doi: 10.1016/j.anireprosci.2017.07.016. Epub 2017 Jul 25.","Kirschner SM","Anim Reprod Sci","2017","2017/08/03","","","10.1016/j.anireprosci.2017.07.016"
"28738000","Comparison of cardiac output measured by use of computed tomography and thermodilution in dogs","Tenenbaum S, Garcia-Pereira FL, Berry CR, Obert T.","Am J Vet Res. 2017 Aug;78(8):906-909. doi: 10.2460/ajvr.78.8.906.","Tenenbaum S","Am J Vet Res","2017","2017/07/25","","","10.2460/ajvr.78.8.906"
"28716685","The use of alfaxalone for premedication, induction and maintenance of anaesthesia in pigs: a pilot study","Bigby SE, Carter JE, Bauquier S, Beths T.","Vet Anaesth Analg. 2017 Jul;44(4):905-909. doi: 10.1016/j.vaa.2016.06.008. Epub 2017 Mar 21.","Bigby SE","Vet Anaesth Analg","2017","2017/07/19","","","10.1016/j.vaa.2016.06.008"
